T,G,F,CASE,value
T6603,HR_DC,electricity,reference,0.0
T6604,electric_chiller,electricity,integrated,0.0
T6604,electric_chiller,electricity,reference,4.0
T6604,free_cooling,electricity,integrated,0.0
T6604,free_cooling,electricity,reference,0.0
T6604,HR_DC,electricity,integrated,4.0
T6604,HR_DC,electricity,reference,0.0
T6605,electric_chiller,electricity,integrated,0.0
T6605,electric_chiller,electricity,reference,4.0
T6605,free_cooling,electricity,integrated,0.0
T6605,free_cooling,electricity,reference,0.0
T6605,HR_DC,electricity,integrated,4.0
T6605,HR_DC,electricity,reference,0.0
T6606,electric_chiller,electricity,integrated,4.0
T6606,electric_chiller,electricity,reference,4.0
T6606,free_cooling,electricity,integrated,0.0
T6606,free_cooling,electricity,reference,0.0
T6606,HR_DC,electricity,integrated,0.0
T6606,HR_DC,electricity,reference,0.0
T6607,electric_chiller,electricity,integrated,0.0
T6607,electric_chiller,electricity,reference,4.0
T6607,free_cooling,electricity,integrated,0.0
T6607,free_cooling,electricity,reference,0.0
T6607,HR_DC,electricity,integrated,4.0
T6607,HR_DC,electricity,reference,0.0
T6608,electric_chiller,electricity,integrated,0.0
T6608,electric_chiller,electricity,reference,4.0
T6608,free_cooling,electricity,integrated,0.0
T6608,free_cooling,electricity,reference,0.0
T6608,HR_DC,electricity,integrated,4.0
T6608,HR_DC,electricity,reference,0.0
T6609,electric_chiller,electricity,integrated,0.0
T6609,electric_chiller,electricity,reference,4.0
T6609,free_cooling,electricity,integrated,0.0
T6609,free_cooling,electricity,reference,0.0
T6609,HR_DC,electricity,integrated,4.0
T6609,HR_DC,electricity,reference,0.0
T6610,electric_chiller,electricity,integrated,0.0
T6610,electric_chiller,electricity,reference,4.0
T6610,free_cooling,electricity,integrated,0.0
T6610,free_cooling,electricity,reference,0.0
T6610,HR_DC,electricity,integrated,4.0
T6610,HR_DC,electricity,reference,0.0
T6611,electric_chiller,electricity,integrated,0.0
T6611,electric_chiller,electricity,reference,4.0
T6611,free_cooling,electricity,integrated,0.0
T6611,free_cooling,electricity,reference,0.0
T6611,HR_DC,electricity,integrated,4.0
T6611,HR_DC,electricity,reference,0.0
T6612,electric_chiller,electricity,integrated,0.0
T6612,electric_chiller,electricity,reference,4.0
T6612,free_cooling,electricity,integrated,0.0
T6612,free_cooling,electricity,reference,0.0
T6612,HR_DC,electricity,integrated,4.0
T6612,HR_DC,electricity,reference,0.0
T6613,electric_chiller,electricity,integrated,0.0
T6613,electric_chiller,electricity,reference,4.0
T6613,free_cooling,electricity,integrated,0.0
T6613,free_cooling,electricity,reference,0.0
T6613,HR_DC,electricity,integrated,4.0
T6613,HR_DC,electricity,reference,0.0
T6614,electric_chiller,electricity,integrated,0.0
T6614,electric_chiller,electricity,reference,4.0
T6614,free_cooling,electricity,integrated,0.0
T6614,free_cooling,electricity,reference,0.0
T6614,HR_DC,electricity,integrated,4.0
T6614,HR_DC,electricity,reference,0.0
T6615,electric_chiller,electricity,integrated,0.0
T6615,electric_chiller,electricity,reference,4.0
T6615,free_cooling,electricity,integrated,0.0
T6615,free_cooling,electricity,reference,0.0
T6615,HR_DC,electricity,integrated,4.0
T6615,HR_DC,electricity,reference,0.0
T6616,electric_chiller,electricity,integrated,0.0
T6616,electric_chiller,electricity,reference,4.0
T6616,free_cooling,electricity,integrated,0.0
T6616,free_cooling,electricity,reference,0.0
T6616,HR_DC,electricity,integrated,4.0
T6616,HR_DC,electricity,reference,0.0
T6617,electric_chiller,electricity,integrated,0.0
T6617,electric_chiller,electricity,reference,0.0
T6617,free_cooling,electricity,integrated,4.0
T6617,free_cooling,electricity,reference,4.0
T6617,HR_DC,electricity,integrated,0.0
T6617,HR_DC,electricity,reference,0.0
T6618,electric_chiller,electricity,integrated,0.0
T6618,electric_chiller,electricity,reference,0.0
T6618,free_cooling,electricity,integrated,4.0
T6618,free_cooling,electricity,reference,4.0
T6618,HR_DC,electricity,integrated,0.0
T6618,HR_DC,electricity,reference,0.0
T6619,electric_chiller,electricity,integrated,0.0
T6619,electric_chiller,electricity,reference,0.0
T6619,free_cooling,electricity,integrated,4.0
T6619,free_cooling,electricity,reference,4.0
T6619,HR_DC,electricity,integrated,0.0
T6619,HR_DC,electricity,reference,0.0
T6620,electric_chiller,electricity,integrated,0.0
T6620,electric_chiller,electricity,reference,0.0
T6620,free_cooling,electricity,integrated,4.0
T6620,free_cooling,electricity,reference,4.0
T6620,HR_DC,electricity,integrated,0.0
T6620,HR_DC,electricity,reference,0.0
T6621,electric_chiller,electricity,integrated,0.0
T6621,electric_chiller,electricity,reference,0.0
T6621,free_cooling,electricity,integrated,4.0
T6621,free_cooling,electricity,reference,4.0
T6621,HR_DC,electricity,integrated,0.0
T6621,HR_DC,electricity,reference,0.0
T6622,electric_chiller,electricity,integrated,0.0
T6622,electric_chiller,electricity,reference,0.0
T6622,free_cooling,electricity,integrated,4.0
T6622,free_cooling,electricity,reference,4.0
T6622,HR_DC,electricity,integrated,0.0
T6622,HR_DC,electricity,reference,0.0
T6623,electric_chiller,electricity,integrated,0.0
T6623,electric_chiller,electricity,reference,0.0
T6623,free_cooling,electricity,integrated,4.0
T6623,free_cooling,electricity,reference,4.0
T6623,HR_DC,electricity,integrated,0.0
T6623,HR_DC,electricity,reference,0.0
T6624,electric_chiller,electricity,integrated,0.0
T6624,electric_chiller,electricity,reference,0.0
T6624,free_cooling,electricity,integrated,4.0
T6624,free_cooling,electricity,reference,4.0
T6624,HR_DC,electricity,integrated,0.0
T6624,HR_DC,electricity,reference,0.0
T6625,electric_chiller,electricity,integrated,0.0
T6625,electric_chiller,electricity,reference,0.0
T6625,free_cooling,electricity,integrated,4.0
T6625,free_cooling,electricity,reference,4.0
T6625,HR_DC,electricity,integrated,0.0
T6625,HR_DC,electricity,reference,0.0
T6626,electric_chiller,electricity,integrated,0.0
T6626,electric_chiller,electricity,reference,0.0
T6626,free_cooling,electricity,integrated,4.0
T6626,free_cooling,electricity,reference,4.0
T6626,HR_DC,electricity,integrated,0.0
T6626,HR_DC,electricity,reference,0.0
T6627,electric_chiller,electricity,integrated,0.0
T6627,electric_chiller,electricity,reference,0.0
T6627,free_cooling,electricity,integrated,4.0
T6627,free_cooling,electricity,reference,4.0
T6627,HR_DC,electricity,integrated,0.0
T6627,HR_DC,electricity,reference,0.0
T6628,electric_chiller,electricity,integrated,0.0
T6628,electric_chiller,electricity,reference,0.0
T6628,free_cooling,electricity,integrated,4.0
T6628,free_cooling,electricity,reference,4.0
T6628,HR_DC,electricity,integrated,0.0
T6628,HR_DC,electricity,reference,0.0
T6629,electric_chiller,electricity,integrated,0.0
T6629,electric_chiller,electricity,reference,0.0
T6629,free_cooling,electricity,integrated,4.0
T6629,free_cooling,electricity,reference,4.0
T6629,HR_DC,electricity,integrated,0.0
T6629,HR_DC,electricity,reference,0.0
T6630,electric_chiller,electricity,integrated,0.0
T6630,electric_chiller,electricity,reference,0.0
T6630,free_cooling,electricity,integrated,4.0
T6630,free_cooling,electricity,reference,4.0
T6630,HR_DC,electricity,integrated,0.0
T6630,HR_DC,electricity,reference,0.0
T6631,electric_chiller,electricity,integrated,0.0
T6631,electric_chiller,electricity,reference,0.0
T6631,free_cooling,electricity,integrated,4.0
T6631,free_cooling,electricity,reference,4.0
T6631,HR_DC,electricity,integrated,0.0
T6631,HR_DC,electricity,reference,0.0
T6632,electric_chiller,electricity,integrated,0.0
T6632,electric_chiller,electricity,reference,0.0
T6632,free_cooling,electricity,integrated,4.0
T6632,free_cooling,electricity,reference,4.0
T6632,HR_DC,electricity,integrated,0.0
T6632,HR_DC,electricity,reference,0.0
T6633,electric_chiller,electricity,integrated,0.0
T6633,electric_chiller,electricity,reference,0.0
T6633,free_cooling,electricity,integrated,4.0
T6633,free_cooling,electricity,reference,4.0
T6633,HR_DC,electricity,integrated,0.0
T6633,HR_DC,electricity,reference,0.0
T6634,electric_chiller,electricity,integrated,0.0
T6634,electric_chiller,electricity,reference,0.0
T6634,free_cooling,electricity,integrated,4.0
T6634,free_cooling,electricity,reference,4.0
T6634,HR_DC,electricity,integrated,0.0
T6634,HR_DC,electricity,reference,0.0
T6635,electric_chiller,electricity,integrated,0.0
T6635,electric_chiller,electricity,reference,4.0
T6635,free_cooling,electricity,integrated,0.0
T6635,free_cooling,electricity,reference,0.0
T6635,HR_DC,electricity,integrated,4.0
T6635,HR_DC,electricity,reference,0.0
T6636,electric_chiller,electricity,integrated,0.0
T6636,electric_chiller,electricity,reference,4.0
T6636,free_cooling,electricity,integrated,0.0
T6636,free_cooling,electricity,reference,0.0
T6636,HR_DC,electricity,integrated,4.0
T6636,HR_DC,electricity,reference,0.0
T6637,electric_chiller,electricity,integrated,0.0
T6637,electric_chiller,electricity,reference,4.0
T6637,free_cooling,electricity,integrated,0.0
T6637,free_cooling,electricity,reference,0.0
T6637,HR_DC,electricity,integrated,4.0
T6637,HR_DC,electricity,reference,0.0
T6638,electric_chiller,electricity,integrated,0.0
T6638,electric_chiller,electricity,reference,4.0
T6638,free_cooling,electricity,integrated,0.0
T6638,free_cooling,electricity,reference,0.0
T6638,HR_DC,electricity,integrated,4.0
T6638,HR_DC,electricity,reference,0.0
T6639,electric_chiller,electricity,integrated,0.0
T6639,electric_chiller,electricity,reference,4.0
T6639,free_cooling,electricity,integrated,0.0
T6639,free_cooling,electricity,reference,0.0
T6639,HR_DC,electricity,integrated,4.0
T6639,HR_DC,electricity,reference,0.0
T6640,electric_chiller,electricity,integrated,0.0
T6640,electric_chiller,electricity,reference,0.0
T6640,free_cooling,electricity,integrated,4.0
T6640,free_cooling,electricity,reference,4.0
T6640,HR_DC,electricity,integrated,0.0
T6640,HR_DC,electricity,reference,0.0
T6641,electric_chiller,electricity,integrated,0.0
T6641,electric_chiller,electricity,reference,0.0
T6641,free_cooling,electricity,integrated,4.0
T6641,free_cooling,electricity,reference,4.0
T6641,HR_DC,electricity,integrated,0.0
T6641,HR_DC,electricity,reference,0.0
T6642,electric_chiller,electricity,integrated,0.0
T6642,electric_chiller,electricity,reference,0.0
T6642,free_cooling,electricity,integrated,4.0
T6642,free_cooling,electricity,reference,4.0
T6642,HR_DC,electricity,integrated,0.0
T6642,HR_DC,electricity,reference,0.0
T6643,electric_chiller,electricity,integrated,0.0
T6643,electric_chiller,electricity,reference,0.0
T6643,free_cooling,electricity,integrated,4.0
T6643,free_cooling,electricity,reference,4.0
T6643,HR_DC,electricity,integrated,0.0
T6643,HR_DC,electricity,reference,0.0
T6644,electric_chiller,electricity,integrated,0.0
T6644,electric_chiller,electricity,reference,0.0
T6644,free_cooling,electricity,integrated,4.0
T6644,free_cooling,electricity,reference,4.0
T6644,HR_DC,electricity,integrated,0.0
T6644,HR_DC,electricity,reference,0.0
T6645,electric_chiller,electricity,integrated,0.0
T6645,electric_chiller,electricity,reference,0.0
T6645,free_cooling,electricity,integrated,4.0
T6645,free_cooling,electricity,reference,4.0
T6645,HR_DC,electricity,integrated,0.0
T6645,HR_DC,electricity,reference,0.0
T6646,electric_chiller,electricity,integrated,0.0
T6646,electric_chiller,electricity,reference,0.0
T6646,free_cooling,electricity,integrated,4.0
T6646,free_cooling,electricity,reference,4.0
T6646,HR_DC,electricity,integrated,0.0
T6646,HR_DC,electricity,reference,0.0
T6647,electric_chiller,electricity,integrated,0.0
T6647,electric_chiller,electricity,reference,0.0
T6647,free_cooling,electricity,integrated,4.0
T6647,free_cooling,electricity,reference,4.0
T6647,HR_DC,electricity,integrated,0.0
T6647,HR_DC,electricity,reference,0.0
T6648,electric_chiller,electricity,integrated,0.0
T6648,electric_chiller,electricity,reference,0.0
T6648,free_cooling,electricity,integrated,4.0
T6648,free_cooling,electricity,reference,4.0
T6648,HR_DC,electricity,integrated,0.0
T6648,HR_DC,electricity,reference,0.0
T6649,electric_chiller,electricity,integrated,0.0
T6649,electric_chiller,electricity,reference,0.0
T6649,free_cooling,electricity,integrated,4.0
T6649,free_cooling,electricity,reference,4.0
T6649,HR_DC,electricity,integrated,0.0
T6649,HR_DC,electricity,reference,0.0
T6650,electric_chiller,electricity,integrated,0.0
T6650,electric_chiller,electricity,reference,0.0
T6650,free_cooling,electricity,integrated,4.0
T6650,free_cooling,electricity,reference,4.0
T6650,HR_DC,electricity,integrated,0.0
T6650,HR_DC,electricity,reference,0.0
T6651,electric_chiller,electricity,integrated,0.0
T6651,electric_chiller,electricity,reference,0.0
T6651,free_cooling,electricity,integrated,4.0
T6651,free_cooling,electricity,reference,4.0
T6651,HR_DC,electricity,integrated,0.0
T6651,HR_DC,electricity,reference,0.0
T6652,electric_chiller,electricity,integrated,0.0
T6652,electric_chiller,electricity,reference,0.0
T6652,free_cooling,electricity,integrated,4.0
T6652,free_cooling,electricity,reference,4.0
T6652,HR_DC,electricity,integrated,0.0
T6652,HR_DC,electricity,reference,0.0
T6653,electric_chiller,electricity,integrated,0.0
T6653,electric_chiller,electricity,reference,0.0
T6653,free_cooling,electricity,integrated,4.0
T6653,free_cooling,electricity,reference,4.0
T6653,HR_DC,electricity,integrated,0.0
T6653,HR_DC,electricity,reference,0.0
T6654,electric_chiller,electricity,integrated,0.0
T6654,electric_chiller,electricity,reference,0.0
T6654,free_cooling,electricity,integrated,4.0
T6654,free_cooling,electricity,reference,4.0
T6654,HR_DC,electricity,integrated,0.0
T6654,HR_DC,electricity,reference,0.0
T6655,electric_chiller,electricity,integrated,0.0
T6655,electric_chiller,electricity,reference,0.0
T6655,free_cooling,electricity,integrated,4.0
T6655,free_cooling,electricity,reference,4.0
T6655,HR_DC,electricity,integrated,0.0
T6655,HR_DC,electricity,reference,0.0
T6656,electric_chiller,electricity,integrated,0.0
T6656,electric_chiller,electricity,reference,0.0
T6656,free_cooling,electricity,integrated,4.0
T6656,free_cooling,electricity,reference,4.0
T6656,HR_DC,electricity,integrated,0.0
T6656,HR_DC,electricity,reference,0.0
T6657,electric_chiller,electricity,integrated,0.0
T6657,electric_chiller,electricity,reference,0.0
T6657,free_cooling,electricity,integrated,4.0
T6657,free_cooling,electricity,reference,4.0
T6657,HR_DC,electricity,integrated,0.0
T6657,HR_DC,electricity,reference,0.0
T6658,electric_chiller,electricity,integrated,0.0
T6658,electric_chiller,electricity,reference,0.0
T6658,free_cooling,electricity,integrated,4.0
T6658,free_cooling,electricity,reference,4.0
T6658,HR_DC,electricity,integrated,0.0
T6658,HR_DC,electricity,reference,0.0
T6659,electric_chiller,electricity,integrated,0.0
T6659,electric_chiller,electricity,reference,0.0
T6659,free_cooling,electricity,integrated,4.0
T6659,free_cooling,electricity,reference,4.0
T6659,HR_DC,electricity,integrated,0.0
T6659,HR_DC,electricity,reference,0.0
T6660,electric_chiller,electricity,integrated,0.0
T6660,electric_chiller,electricity,reference,0.0
T6660,free_cooling,electricity,integrated,4.0
T6660,free_cooling,electricity,reference,4.0
T6660,HR_DC,electricity,integrated,0.0
T6660,HR_DC,electricity,reference,0.0
T6661,electric_chiller,electricity,integrated,0.0
T6661,electric_chiller,electricity,reference,0.0
T6661,free_cooling,electricity,integrated,4.0
T6661,free_cooling,electricity,reference,4.0
T6661,HR_DC,electricity,integrated,0.0
T6661,HR_DC,electricity,reference,0.0
T6662,electric_chiller,electricity,integrated,0.0
T6662,electric_chiller,electricity,reference,4.0
T6662,free_cooling,electricity,integrated,0.0
T6662,free_cooling,electricity,reference,0.0
T6662,HR_DC,electricity,integrated,4.0
T6662,HR_DC,electricity,reference,0.0
T6663,electric_chiller,electricity,integrated,4.0
T6663,electric_chiller,electricity,reference,4.0
T6663,free_cooling,electricity,integrated,0.0
T6663,free_cooling,electricity,reference,0.0
T6663,HR_DC,electricity,integrated,0.0
T6663,HR_DC,electricity,reference,0.0
T6664,electric_chiller,electricity,integrated,4.0
T6664,electric_chiller,electricity,reference,4.0
T6664,free_cooling,electricity,integrated,0.0
T6664,free_cooling,electricity,reference,0.0
T6664,HR_DC,electricity,integrated,0.0
T6664,HR_DC,electricity,reference,0.0
T6665,electric_chiller,electricity,integrated,4.0
T6665,electric_chiller,electricity,reference,4.0
T6665,free_cooling,electricity,integrated,0.0
T6665,free_cooling,electricity,reference,0.0
T6665,HR_DC,electricity,integrated,0.0
