project,name,country,policy
SAEP2020,DEsoc,DE,socioeconomic
SAEP2020,DEtax,DE,taxation
SAEP2020,DEsup,DE,support
SAEP2020,DKsoc,DK,socioeconomic
SAEP2020,DKtax,DK,taxation
SAEP2020,DKsup,DK,support
SAEP2020,FRsoc,FR,socioeconomic
SAEP2020,FRtax,FR,taxation
SAEP2020,FRsup,FR,support
