InstanceCode	DateTime(UTC)	ResolutionCode	AreaCode	AreaDisplayName	AreaTypeCode	MapCode	ContractType	Sequence	Price[Currency/MWh]	Currency	UpdateTime(UTC)
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 00:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	46.58	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 00:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	38.66	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 00:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	26.78	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 00:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	18.37	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 01:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	22.64	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 01:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	18.02	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 01:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	27.2	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 01:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	20	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 02:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	26.9	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 02:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	18.56	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 02:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	15.05	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 02:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	12.68	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 03:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	17.11	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 03:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	16	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 03:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	14.21	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 03:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	11.86	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 04:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	14.65	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 04:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	14.3	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 04:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	10.71	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 04:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	8.92	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 05:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	14.96	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 05:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	11.44	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 05:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	11.12	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 05:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	8.94	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 06:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	21.09	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 06:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	16.17	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 06:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	13.01	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 06:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	20.1	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 07:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	45.58	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 07:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	37.76	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 07:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	22.06	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 07:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	14.4	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 08:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	45.74	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 08:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	30.08	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 08:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	19.44	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 08:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	12.92	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 09:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	23.72	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 09:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	18.08	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 09:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	16.4	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 09:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	15	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 10:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	15	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 10:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	15.06	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 10:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	15	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 10:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	17.97	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 11:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	14.85	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 11:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	18	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 11:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	24.78	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 11:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	26.43	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 12:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	20.25	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 12:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	25.51	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 12:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	39.36	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 12:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	41.84	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 13:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	40.13	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 13:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	50	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 13:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	51.02	EUR	2025-10-31 12:05:50
36f51ca2dbf7e27e3cd558e15e71d779	2025-11-01 13:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	52.48	EUR	2025-10-31 12:05:50
