InstanceCode	DateTime(UTC)	ResolutionCode	AreaCode	AreaDisplayName	AreaTypeCode	MapCode	ContractType	Sequence	Price[Currency/MWh]	Currency	UpdateTime(UTC)
3a4a61c5205606a134fbab985e9257b7	2025-12-01 00:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	61.35	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 00:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	61.51	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 00:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	62.39	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 00:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	61.95	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 01:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	58.57	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 01:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	59.13	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 01:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	59.79	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 01:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	64.91	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 02:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	50.82	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 02:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	55.7	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 02:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	56.69	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 02:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	55.73	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 03:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	58.8	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 03:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	58.2	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 03:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	56.76	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 03:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	57.1	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 04:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	54.04	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 04:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	55.33	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 04:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	56.75	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 04:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	58.73	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 05:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	60.44	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 05:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	64.49	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 05:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	61.77	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 05:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	59.68	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 06:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	73.45	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 06:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	77.94	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 06:30:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	88.13	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 06:45:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	75.57	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 07:00:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	78.84	EUR	2025-11-30 12:07:05
3a4a61c5205606a134fbab985e9257b7	2025-12-01 07:15:00	PT15M	10YDK-1--------W	DK1	BZN	DK1	Day-ahead	 	78.95	EUR	2025-11-30 12:07:05
