timestep,HP - air,HP - seawater,HP - heat recovery,electric chiller
T2118,2.889,3.172,2.436,5.302
T2119,2.877,3.172,2.436,5.325
T2120,2.939,3.172,2.436,5.21
T2121,3.025,3.172,2.436,5.058
T2122,3.066,3.172,2.436,4.989
T2123,3.052,3.172,2.436,5.012
T2124,3.075,3.172,2.436,4.974
T2125,3.089,3.172,2.436,4.951
T2126,3.085,3.172,2.436,4.959
T2127,3.089,3.172,2.436,4.951
T2128,3.085,3.172,2.436,4.959
T2129,3.089,3.172,2.436,4.951
T2130,3.066,3.172,2.436,4.989
T2131,3.03,3.172,2.436,5.05
T2132,3.008,3.172,2.436,5.088
T2133,2.977,3.172,2.436,5.142
T2134,2.913,3.172,2.436,5.256
T2135,2.869,3.172,2.436,5.34
T2136,2.865,3.172,2.436,5.348
T2137,2.802,3.172,2.436,5.469
T2138,2.787,3.172,2.436,5.5
T2139,2.821,3.172,2.436,5.431
T2140,2.798,3.172,2.436,5.477
T2141,2.757,3.172,2.436,5.561
T2142,2.753,3.172,2.436,5.569
T2143,2.783,3.172,2.436,5.508
T2144,2.869,3.172,2.436,5.34
T2145,2.947,3.172,2.436,5.195
T2146,3.003,3.172,2.436,5.096
T2147,3.034,3.172,2.436,5.043
T2148,3.071,3.172,2.436,4.982
T2149,3.099,3.172,2.436,4.936
T2150,3.127,3.219,2.436,4.89
T2151,3.141,3.219,2.436,4.868
T2152,3.151,3.219,2.436,4.852
T2153,3.132,3.219,2.436,4.883
T2154,3.122,3.219,2.436,4.898
T2155,3.099,3.219,2.436,4.936
T2156,3.075,3.219,2.436,4.974
T2157,3.062,3.219,2.436,4.997
T2158,3.048,3.219,2.436,5.02
T2159,3.034,3.219,2.436,5.043
T2160,3.003,3.219,2.436,5.096
T2161,2.994,3.219,2.436,5.111
T2162,2.999,3.219,2.436,5.104
T2163,3.003,3.219,2.436,5.096
T2164,3.008,3.219,2.436,5.088
T2165,3.008,3.219,2.436,5.088
T2166,3.012,3.219,2.436,5.081
T2167,3.016,3.219,2.436,5.073
T2168,3.034,3.219,2.436,5.043
T2169,3.062,3.219,2.436,4.997
T2170,3.089,3.219,2.436,4.951
T2171,3.117,3.219,2.436,4.906
T2172,3.161,3.219,2.436,4.837
T2173,3.175,3.219,2.436,4.814
T2174,3.21,3.219,2.436,4.761
T2175,3.205,3.219,2.436,4.768
T2176,3.175,3.219,2.436,4.814
T2177,3.166,3.219,2.436,4.829
T2178,3.156,3.219,2.436,4.845
T2179,3.137,3.219,2.436,4.875
T2180,3.113,3.219,2.436,4.913
T2181,3.08,3.219,2.436,4.967
T2182,3.062,3.219,2.436,4.997
T2183,3.048,3.219,2.436,5.02
T2184,3.039,3.219,2.436,5.035
T2185,3.062,3.219,2.436,4.997
T2186,3.066,3.219,2.436,4.989
T2187,3.066,3.219,2.436,4.989
T2188,3.057,3.219,2.436,5.005
T2189,3.052,3.219,2.436,5.012
T2190,3.034,3.219,2.436,5.043
T2191,3.043,3.219,2.436,5.028
T2192,3.062,3.219,2.436,4.997
T2193,3.099,3.219,2.436,4.936
T2194,3.127,3.219,2.436,4.89
T2195,3.161,3.219,2.436,4.837
T2196,3.18,3.219,2.436,4.807
T2197,3.18,3.219,2.436,4.807
T2198,3.21,3.219,2.436,4.761
T2199,3.21,3.219,2.436,4.761
T2200,3.21,3.219,2.436,4.761
T2201,3.19,3.219,2.436,4.791
T2202,3.171,3.219,2.436,4.822
T2203,3.117,3.219,2.436,4.906
T2204,3.08,3.219,2.436,4.967
T2205,3.07,3.238,2.469,5.012
T2206,3.029,3.238,2.469,5.081
T2207,3.007,3.238,2.469,5.119
T2208,3.003,3.238,2.469,5.127
T2209,3.011,3.238,2.469,5.111
T2210,3.011,3.238,2.469,5.111
T2211,3.003,3.238,2.469,5.127
T2212,3.003,3.238,2.469,5.127
T2213,2.985,3.238,2.469,5.157
T2214,2.968,3.238,2.469,5.188
T2215,2.976,3.238,2.469,5.172
T2216,3.02,3.238,2.469,5.096
T2217,3.052,3.238,2.469,5.043
T2218,3.089,3.238,2.469,4.982
T2219,3.108,3.238,2.469,4.951
T2220,3.131,3.238,2.469,4.913
T2221,3.165,3.238,2.469,4.86
T2222,3.17,3.238,2.469,4.852
T2223,3.16,3.238,2.469,4.868
T2224,3.151,3.238,2.469,4.883
T2225,3.151,3.238,2.469,4.883
T2226,3.112,3.238,2.469,4.944
T2227,3.089,3.238,2.469,4.982
T2228,3.052,3.238,2.469,5.043
T2229,3.011,3.238,2.469,5.111
T2230,2.989,3.238,2.469,5.149
T2231,2.985,3.238,2.469,5.157
T2232,2.942,3.238,2.469,5.233
T2233,2.896,3.238,2.469,5.317
T2234,2.905,3.238,2.469,5.302
T2235,2.905,3.238,2.469,5.302
T2236,2.884,3.238,2.469,5.34
T2237,2.868,3.238,2.469,5.37
T2238,2.868,3.238,2.469,5.37
T2239,2.9,3.238,2.469,5.309
T2240,2.981,3.238,2.469,5.165
T2241,3.043,3.238,2.469,5.058
T2242,3.108,3.238,2.469,4.951
T2243,3.17,3.238,2.469,4.852
T2244,3.21,3.238,2.469,4.791
T2245,3.225,3.238,2.469,4.768
T2246,3.225,3.238,2.469,4.768
T2247,3.256,3.238,2.469,4.723
T2248,3.256,3.238,2.469,4.723
T2249,3.215,3.238,2.469,4.784
T2250,3.17,3.238,2.469,4.852
T2251,3.146,3.238,2.469,4.89
T2252,3.066,3.238,2.469,5.02
T2253,3.047,3.238,2.469,5.05
T2254,3.038,3.238,2.469,5.066
T2255,3.047,3.238,2.469,5.05
T2256,2.994,3.238,2.469,5.142
T2257,2.989,3.238,2.469,5.149
T2258,2.976,3.238,2.469,5.172
T2259,2.968,3.238,2.469,5.188
T2260,2.951,3.238,2.469,5.218
T2261,2.942,3.238,2.469,5.233
T2262,2.938,3.238,2.469,5.241
T2263,2.981,3.238,2.469,5.165
T2264,3.16,3.238,2.469,4.868
T2265,3.21,3.238,2.469,4.791
T2266,3.241,3.238,2.469,4.746
T2267,3.287,3.238,2.469,4.677
T2268,3.293,3.238,2.469,4.669
T2269,3.309,3.238,2.469,4.647
T2270,3.347,3.238,2.469,4.593
T2271,3.38,3.238,2.469,4.547
T2272,3.374,3.238,2.469,4.555
T2273,3.341,3.238,2.469,4.601
T2274,3.303,3.238,2.469,4.654
T2275,3.251,3.238,2.469,4.73
T2276,3.205,3.238,2.469,4.799
T2277,3.175,3.238,2.469,4.845
T2278,3.17,3.238,2.469,4.852
T2279,3.146,3.238,2.469,4.89
T2280,3.122,3.238,2.469,4.928
T2281,3.127,3.238,2.469,4.921
T2282,3.131,3.238,2.469,4.913
T2283,3.151,3.238,2.469,4.883
T2284,3.156,3.238,2.469,4.875
T2285,3.127,3.238,2.469,4.921
T2286,3.122,3.238,2.469,4.928
T2287,3.136,3.238,2.469,4.906
T2288,3.18,3.238,2.469,4.837
T2289,3.215,3.238,2.469,4.784
T2290,3.241,3.238,2.469,4.746
T2291,3.282,3.238,2.469,4.685
T2292,3.325,3.238,2.469,4.624
T2293,3.347,3.238,2.469,4.593
T2294,3.352,3.238,2.469,4.586
T2295,3.391,3.238,2.469,4.532
T2296,3.414,3.238,2.469,4.502
T2297,3.437,3.238,2.469,4.471
T2298,3.408,3.238,2.469,4.509
T2299,3.347,3.238,2.469,4.593
T2300,3.266,3.238,2.469,4.707
T2301,3.266,3.238,2.469,4.707
T2302,3.272,3.238,2.469,4.7
T2303,3.195,3.238,2.469,4.814
T2304,3.151,3.238,2.469,4.883
T2305,3.117,3.238,2.469,4.936
T2306,3.089,3.238,2.469,4.982
T2307,3.103,3.238,2.469,4.959
T2308,3.151,3.238,2.469,4.883
T2309,3.235,3.238,2.469,4.753
T2310,3.261,3.238,2.469,4.715
T2311,3.251,3.238,2.469,4.73
T2312,3.287,3.238,2.469,4.677
T2313,3.369,3.238,2.469,4.563
T2314,3.442,3.238,2.469,4.464
T2315,3.489,3.238,2.469,4.403
T2316,3.513,3.238,2.469,4.372
T2317,3.519,3.238,2.469,4.365
T2318,3.556,3.238,2.469,4.319
T2319,3.562,3.238,2.469,4.311
T2320,3.562,3.238,2.469,4.311
T2321,3.544,3.238,2.469,4.334
T2322,3.489,3.238,2.469,4.403
T2323,3.325,3.238,2.469,4.624
T2324,3.23,3.238,2.469,4.761
T2325,3.17,3.238,2.469,4.852
T2326,3.165,3.238,2.469,4.86
T2327,3.151,3.238,2.469,4.883
T2328,3.084,3.238,2.469,4.989
T2329,3.02,3.238,2.469,5.096
T2330,3.029,3.238,2.469,5.081
T2331,3.025,3.238,2.469,5.088
T2332,3.011,3.238,2.469,5.111
T2333,2.981,3.238,2.469,5.165
T2334,3.061,3.238,2.469,5.028
T2335,3.156,3.238,2.469,4.875
T2336,3.225,3.238,2.469,4.768
T2337,3.287,3.238,2.469,4.677
T2338,3.298,3.238,2.469,4.662
T2339,3.319,3.238,2.469,4.631
T2340,3.336,3.238,2.469,4.608
T2341,3.385,3.238,2.469,4.54
T2342,3.402,3.238,2.469,4.517
T2343,3.425,3.238,2.469,4.486
T2344,3.397,3.238,2.469,4.525
T2345,3.369,3.238,2.469,4.563
T2346,3.325,3.238,2.469,4.624
T2347,3.261,3.238,2.469,4.715
T2348,3.21,3.238,2.469,4.791
T2349,3.17,3.238,2.469,4.852
T2350,3.108,3.238,2.469,4.951
T2351,3.084,3.238,2.469,4.989
T2352,3.108,3.238,2.469,4.951
T2353,3.18,3.238,2.469,4.837
T2354,3.21,3.238,2.469,4.791
T2355,3.136,3.238,2.469,4.906
T2356,3.127,3.238,2.469,4.921
T2357,3.122,3.238,2.469,4.928
T2358,3.156,3.238,2.469,4.875
T2359,3.175,3.238,2.469,4.845
T2360,3.2,3.238,2.469,4.807
T2361,3.257,3.309,2.505,4.753
T2362,3.289,3.309,2.505,4.707
T2363,3.332,3.309,2.505,4.647
T2364,3.359,3.309,2.505,4.608
T2365,3.365,3.309,2.505,4.601
T2366,3.382,3.309,2.505,4.578
T2367,3.398,3.309,2.505,4.555
T2368,3.398,3.309,2.505,4.555
T2369,3.387,3.309,2.505,4.57
T2370,3.326,3.309,2.505,4.654
T2371,3.252,3.309,2.505,4.761
T2372,3.191,3.309,2.505,4.852
T2373,3.142,3.309,2.505,4.928
T2374,3.085,3.309,2.505,5.02
T2375,3.048,3.309,2.505,5.081
T2376,2.99,3.309,2.505,5.18
T2377,2.99,3.309,2.505,5.18
T2378,3.008,3.309,2.505,5.149
T2379,2.995,3.309,2.505,5.172
T2380,2.969,3.309,2.505,5.218
T2381,2.913,3.309,2.505,5.317
T2382,2.926,3.309,2.505,5.294
T2383,2.943,3.309,2.505,5.264
T2384,3.057,3.309,2.505,5.066
T2385,3.137,3.309,2.505,4.936
T2386,3.191,3.309,2.505,4.852
T2387,3.227,3.309,2.505,4.799
T2388,3.263,3.309,2.505,4.746
T2389,3.3,3.309,2.505,4.692
T2390,3.337,3.309,2.505,4.639
T2391,3.337,3.309,2.505,4.639
T2392,3.316,3.309,2.505,4.669
T2393,3.252,3.309,2.505,4.761
T2394,3.221,3.309,2.505,4.807
T2395,3.201,3.309,2.505,4.837
T2396,3.186,3.309,2.505,4.86
T2397,3.142,3.309,2.505,4.928
T2398,3.099,3.309,2.505,4.997
T2399,3.071,3.309,2.505,5.043
T2400,3.057,3.309,2.505,5.066
T2401,3.035,3.309,2.505,5.104
T2402,2.999,3.309,2.505,5.165
T2403,2.947,3.309,2.505,5.256
T2404,2.918,3.309,2.505,5.309
T2405,2.897,3.309,2.505,5.348
T2406,2.893,3.309,2.505,5.355
T2407,2.964,3.309,2.505,5.226
T2408,3.118,3.309,2.505,4.967
T2409,3.221,3.309,2.505,4.807
T2410,3.252,3.309,2.505,4.761
T2411,3.289,3.309,2.505,4.707
T2412,3.305,3.309,2.505,4.685
T2413,3.284,3.309,2.505,4.715
T2414,3.268,3.309,2.505,4.738
T2415,3.247,3.309,2.505,4.768
T2416,3.237,3.309,2.505,4.784
T2417,3.227,3.309,2.505,4.799
T2418,3.211,3.309,2.505,4.822
T2419,3.201,3.309,2.505,4.837
T2420,3.191,3.309,2.505,4.852
T2421,3.176,3.309,2.505,4.875
T2422,3.162,3.309,2.505,4.898
T2423,3.176,3.309,2.505,4.875
T2424,3.176,3.309,2.505,4.875
T2425,3.196,3.309,2.505,4.845
T2426,3.196,3.309,2.505,4.845
T2427,3.206,3.309,2.505,4.829
T2428,3.221,3.309,2.505,4.807
T2429,3.227,3.309,2.505,4.799
T2430,3.227,3.309,2.505,4.799
T2431,3.242,3.309,2.505,4.776
T2432,3.289,3.309,2.505,4.707
T2433,3.354,3.309,2.505,4.616
T2434,3.41,3.309,2.505,4.54
T2435,3.515,3.309,2.505,4.403
T2436,3.609,3.309,2.505,4.288
T2437,3.707,3.309,2.505,4.174
T2438,3.762,3.309,2.505,4.113
T2439,3.825,3.309,2.505,4.045
T2440,3.776,3.309,2.505,4.098
T2441,3.707,3.309,2.505,4.174
T2442,3.634,3.309,2.505,4.258
T2443,3.558,3.309,2.505,4.349
T2444,3.462,3.309,2.505,4.471
T2445,3.376,3.309,2.505,4.586
T2446,3.305,3.309,2.505,4.685
T2447,3.252,3.309,2.505,4.761
T2448,3.221,3.309,2.505,4.807
T2449,3.162,3.309,2.505,4.898
T2450,3.099,3.309,2.505,4.997
T2451,3.076,3.309,2.505,5.035
T2452,3.057,3.309,2.505,5.066
T2453,3.039,3.309,2.505,5.096
T2454,3.035,3.309,2.505,5.104
T2455,3.076,3.309,2.505,5.035
T2456,3.113,3.309,2.505,4.974
T2457,3.152,3.309,2.505,4.913
T2458,3.142,3.309,2.505,4.928
T2459,3.171,3.309,2.505,4.883
T2460,3.152,3.309,2.505,4.913
T2461,3.191,3.309,2.505,4.852
T2462,3.201,3.309,2.505,4.837
T2463,3.191,3.309,2.505,4.852
T2464,3.171,3.309,2.505,4.883
T2465,3.09,3.309,2.505,5.012
T2466,3.081,3.309,2.505,5.028
T2467,3.095,3.309,2.505,5.005
T2468,3.081,3.309,2.505,5.028
T2469,3.053,3.309,2.505,5.073
T2470,3.03,3.309,2.505,5.111
T2471,3.021,3.309,2.505,5.127
T2472,3.012,3.309,2.505,5.142
T2473,2.943,3.309,2.505,5.264
T2474,2.934,3.309,2.505,5.279
T2475,2.864,3.309,2.505,5.409
T2476,2.918,3.309,2.505,5.309
T2477,2.893,3.309,2.505,5.355
T2478,2.973,3.309,2.505,5.21
T2479,3.008,3.309,2.505,5.149
T2480,3.062,3.309,2.505,5.058
T2481,3.076,3.309,2.505,5.035
T2482,3.095,3.309,2.505,5.005
T2483,3.142,3.309,2.505,4.928
T2484,3.176,3.309,2.505,4.875
T2485,3.201,3.309,2.505,4.837
T2486,3.227,3.309,2.505,4.799
T2487,3.237,3.309,2.505,4.784
T2488,3.247,3.309,2.505,4.768
T2489,3.263,3.309,2.505,4.746
T2490,3.247,3.309,2.505,4.768
T2491,3.221,3.309,2.505,4.807
T2492,3.176,3.309,2.505,4.875
T2493,3.176,3.309,2.505,4.875
T2494,3.167,3.309,2.505,4.89
T2495,3.147,3.309,2.505,4.921
T2496,3.147,3.309,2.505,4.921
T2497,3.147,3.309,2.505,4.921
T2498,3.142,3.309,2.505,4.928
T2499,3.133,3.309,2.505,4.944
T2500,3.137,3.309,2.505,4.936
T2501,3.147,3.309,2.505,4.921
T2502,3.152,3.309,2.505,4.913
T2503,3.157,3.309,2.505,4.906
T2504,3.171,3.309,2.505,4.883
T2505,3.206,3.309,2.505,4.829
T2506,3.252,3.309,2.505,4.761
T2507,3.316,3.309,2.505,4.669
T2508,3.398,3.309,2.505,4.555
T2509,3.45,3.309,2.505,4.486
T2510,3.528,3.33,2.539,4.418
T2511,3.59,3.33,2.539,4.342
T2512,3.615,3.33,2.539,4.311
T2513,3.596,3.33,2.539,4.334
T2514,3.565,3.33,2.539,4.372
T2515,3.474,3.33,2.539,4.486
T2516,3.398,3.33,2.539,4.586
T2517,3.326,3.33,2.539,4.685
T2518,3.262,3.33,2.539,4.776
T2519,3.211,3.33,2.539,4.852
T2520,3.171,3.33,2.539,4.913
T2521,3.161,3.33,2.539,4.928
T2522,3.171,3.33,2.539,4.913
T2523,3.186,3.33,2.539,4.89
T2524,3.211,3.33,2.539,4.852
T2525,3.237,3.33,2.539,4.814
T2526,3.237,3.33,2.539,4.814
T2527,3.262,3.33,2.539,4.776
T2528,3.299,3.33,2.539,4.723
T2529,3.343,3.33,2.539,4.662
T2530,3.37,3.33,2.539,4.624
T2531,3.398,3.33,2.539,4.586
T2532,3.415,3.33,2.539,4.563
T2533,3.444,3.33,2.539,4.525
T2534,3.45,3.33,2.539,4.517
T2535,3.462,3.33,2.539,4.502
T2536,3.462,3.33,2.539,4.502
T2537,3.444,3.33,2.539,4.525
T2538,3.354,3.33,2.539,4.647
T2539,3.289,3.33,2.539,4.738
T2540,3.252,3.33,2.539,4.791
T2541,3.231,3.33,2.539,4.822
T2542,3.181,3.33,2.539,4.898
T2543,3.118,3.33,2.539,4.997
T2544,3.08,3.33,2.539,5.058
T2545,3.08,3.33,2.539,5.058
T2546,3.089,3.33,2.539,5.043
T2547,3.066,3.33,2.539,5.081
T2548,3.052,3.33,2.539,5.104
T2549,3.025,3.33,2.539,5.149
T2550,3.007,3.33,2.539,5.18
T2551,3.123,3.33,2.539,4.989
T2552,3.166,3.33,2.539,4.921
T2553,3.196,3.33,2.539,4.875
T2554,3.216,3.33,2.539,4.845
T2555,3.289,3.33,2.539,4.738
T2556,3.321,3.33,2.539,4.692
T2557,3.359,3.33,2.539,4.639
T2558,3.376,3.382,2.539,4.616
T2559,3.387,3.382,2.539,4.601
T2560,3.381,3.382,2.539,4.608
T2561,3.354,3.382,2.539,4.647
T2562,3.316,3.382,2.539,4.7
T2563,3.257,3.382,2.539,4.784
T2564,3.211,3.382,2.539,4.852
T2565,3.151,3.382,2.539,4.944
T2566,3.099,3.382,2.539,5.028
T2567,3.075,3.382,2.539,5.066
T2568,3.057,3.382,2.539,5.096
T2569,3.071,3.382,2.539,5.073
T2570,3.048,3.382,2.539,5.111
T2571,3.016,3.382,2.539,5.165
T2572,3.021,3.382,2.539,5.157
T2573,3.016,3.382,2.539,5.165
T2574,3.03,3.382,2.539,5.142
T2575,3.108,3.382,2.539,5.012
T2576,3.171,3.382,2.539,4.913
T2577,3.221,3.382,2.539,4.837
T2578,3.305,3.382,2.539,4.715
T2579,3.37,3.382,2.539,4.624
T2580,3.387,3.382,2.539,4.601
T2581,3.398,3.382,2.539,4.586
T2582,3.365,3.382,2.539,4.631
T2583,3.376,3.382,2.539,4.616
T2584,3.337,3.382,2.539,4.669
T2585,3.305,3.382,2.539,4.715
T2586,3.294,3.382,2.539,4.73
T2587,3.268,3.382,2.539,4.768
T2588,3.226,3.382,2.539,4.829
T2589,3.186,3.382,2.539,4.89
T2590,3.161,3.382,2.539,4.928
T2591,3.171,3.382,2.539,4.913
T2592,3.127,3.382,2.539,4.982
T2593,3.108,3.382,2.539,5.012
T2594,3.075,3.382,2.539,5.066
T2595,3.085,3.382,2.539,5.05
T2596,3.052,3.382,2.539,5.104
T2597,3.052,3.382,2.539,5.104
T2598,3.075,3.382,2.539,5.066
T2599,3.132,3.382,2.539,4.974
T2600,3.196,3.382,2.539,4.875
T2601,3.268,3.382,2.539,4.768
T2602,3.268,3.382,2.539,4.768
T2603,3.321,3.382,2.539,4.692
T2604,3.381,3.382,2.539,4.608
T2605,3.41,3.382,2.539,4.57
T2606,3.421,3.382,2.539,4.555
T2607,3.427,3.382,2.539,4.547
T2608,3.462,3.382,2.539,4.502
T2609,3.468,3.382,2.539,4.494
T2610,3.37,3.382,2.539,4.624
T2611,3.289,3.382,2.539,4.738
T2612,3.268,3.382,2.539,4.768
T2613,3.242,3.382,2.539,4.807
T2614,3.221,3.382,2.539,4.837
T2615,3.113,3.382,2.539,5.005
T2616,3.066,3.382,2.539,5.081
T2617,3.03,3.382,2.539,5.142
T2618,3.012,3.382,2.539,5.172
T2619,2.99,3.382,2.539,5.21
T2620,3.021,3.382,2.539,5.157
T2621,3.03,3.382,2.539,5.142
T2622,3.071,3.382,2.539,5.073
T2623,3.151,3.382,2.539,4.944
T2624,3.242,3.382,2.539,4.807
T2625,3.332,3.382,2.539,4.677
T2626,3.31,3.382,2.539,4.707
T2627,3.376,3.382,2.539,4.616
T2628,3.462,3.382,2.539,4.502
T2629,3.51,3.382,2.539,4.441
T2630,3.528,3.382,2.539,4.418
T2631,3.48,3.382,2.539,4.479
T2632,3.439,3.382,2.539,4.532
T2633,3.45,3.382,2.539,4.517
T2634,3.404,3.382,2.539,4.578
T2635,3.348,3.382,2.539,4.654
T2636,3.283,3.382,2.539,4.746
T2637,3.289,3.382,2.539,4.738
T2638,3.278,3.382,2.539,4.753
T2639,3.273,3.382,2.539,4.761
T2640,3.237,3.382,2.539,4.814
T2641,3.191,3.382,2.539,4.883
T2642,3.181,3.382,2.539,4.898
T2643,3.151,3.382,2.539,4.944
T2644,3.108,3.382,2.539,5.012
T2645,3.094,3.382,2.539,5.035
T2646,3.104,3.382,2.539,5.02
T2647,3.201,3.382,2.539,4.868
T2648,3.257,3.382,2.539,4.784
T2649,3.289,3.382,2.539,4.738
T2650,3.348,3.382,2.539,4.654
T2651,3.474,3.382,2.539,4.486
T2652,3.54,3.382,2.539,4.403
T2653,3.596,3.382,2.539,4.334
T2654,3.628,3.382,2.539,4.296
T2655,3.571,3.382,2.539,4.365
T2656,3.546,3.382,2.539,4.395
T2657,3.516,3.382,2.539,4.433
T2658,3.415,3.382,2.539,4.563
T2659,3.359,3.382,2.539,4.639
T2660,3.348,3.382,2.539,4.654
T2661,3.31,3.382,2.539,4.707
T2662,3.268,3.382,2.539,4.768
T2663,3.191,3.382,2.539,4.883
T2664,3.147,3.382,2.539,4.951
T2665,3.118,3.382,2.539,4.997
T2666,3.127,3.382,2.539,4.982
T2667,3.108,3.382,2.539,5.012
T2668,3.062,3.382,2.539,5.088
T2669,3.066,3.382,2.539,5.081
T2670,3.123,3.382,2.539,4.989
T2671,3.216,3.382,2.539,4.845
T2672,3.262,3.382,2.539,4.776
T2673,3.343,3.382,2.539,4.662
T2674,3.433,3.382,2.539,4.54
T2675,3.516,3.382,2.539,4.433
T2676,3.603,3.382,2.539,4.326
T2677,3.584,3.382,2.539,4.349
T2678,3.577,3.382,2.539,4.357
T2679,3.596,3.382,2.539,4.334
T2680,3.603,3.382,2.539,4.326
T2681,3.546,3.382,2.539,4.395
T2682,3.486,3.382,2.539,4.471
T2683,3.427,3.382,2.539,4.547
T2684,3.359,3.382,2.539,4.639
T2685,3.332,3.382,2.539,4.677
T2686,3.247,3.382,2.539,4.799
T2687,3.181,3.382,2.539,4.898
T2688,3.142,3.382,2.539,4.959
T2689,3.132,3.382,2.539,4.974
T2690,3.099,3.382,2.539,5.028
T2691,3.147,3.382,2.539,4.951
T2692,3.127,3.382,2.539,4.982
T2693,3.151,3.382,2.539,4.944
T2694,3.108,3.382,2.539,5.012
T2695,3.289,3.382,2.539,4.738
T2696,3.468,3.382,2.539,4.494
T2697,3.596,3.382,2.539,4.334
T2698,3.701,3.382,2.539,4.212
T2699,3.755,3.382,2.539,4.151
T2700,3.811,3.382,2.539,4.09
T2701,3.899,3.382,2.539,3.999
T2702,3.921,3.382,2.539,3.976
T2703,3.914,3.382,2.539,3.984
T2704,3.869,3.382,2.539,4.029
T2705,3.783,3.382,2.539,4.121
T2706,3.681,3.382,2.539,4.235
T2707,3.615,3.382,2.539,4.311
T2708,3.522,3.382,2.539,4.426
T2709,3.404,3.382,2.539,4.578
T2710,3.348,3.382,2.539,4.654
T2711,3.332,3.382,2.539,4.677
T2712,3.321,3.382,2.539,4.692
T2713,3.283,3.382,2.539,4.746
T2714,3.211,3.382,2.539,4.852
T2715,3.206,3.382,2.539,4.86
T2716,3.216,3.382,2.539,4.845
T2717,3.196,3.382,2.539,4.875
T2718,3.206,3.382,2.539,4.86
T2719,3.299,3.382,2.539,4.723
T2720,3.376,3.382,2.539,4.616
T2721,3.433,3.382,2.539,4.54
T2722,3.486,3.382,2.539,4.471
T2723,3.54,3.382,2.539,4.403
T2724,3.534,3.382,2.539,4.41
T2725,3.54,3.382,2.539,4.403
T2726,3.584,3.382,2.539,4.349
T2727,3.51,3.382,2.539,4.441
T2728,3.456,3.382,2.539,4.509
T2729,3.603,3.382,2.539,4.326
T2730,3.59,3.382,2.539,4.342
T2731,3.534,3.382,2.539,4.41
T2732,3.421,3.382,2.539,4.555
T2733,3.376,3.382,2.539,4.616
T2734,3.326,3.382,2.539,4.685
T2735,3.294,3.382,2.539,4.73
T2736,3.216,3.382,2.539,4.845
T2737,3.226,3.382,2.539,4.829
T2738,3.221,3.382,2.539,4.837
T2739,3.221,3.382,2.539,4.837
T2740,3.221,3.382,2.539,4.837
T2741,3.201,3.382,2.539,4.868
T2742,3.196,3.382,2.539,4.875
T2743,3.257,3.382,2.539,4.784
T2744,3.326,3.382,2.539,4.685
T2745,3.381,3.382,2.539,4.608
T2746,3.427,3.382,2.539,4.547
T2747,3.45,3.382,2.539,4.517
T2748,3.474,3.436,2.539,4.486
T2749,3.474,3.436,2.539,4.486
T2750,3.48,3.436,2.539,4.479
T2751,3.45,3.436,2.539,4.517
T2752,3.468,3.436,2.539,4.494
T2753,3.456,3.436,2.539,4.509
T2754,3.439,3.436,2.539,4.532
T2755,3.404,3.436,2.539,4.578
T2756,3.337,3.436,2.539,4.669
T2757,3.278,3.436,2.539,4.753
T2758,3.216,3.436,2.539,4.845
T2759,3.181,3.436,2.539,4.898
T2760,3.161,3.436,2.539,4.928
T2761,3.099,3.436,2.539,5.028
T2762,2.994,3.436,2.539,5.203
T2763,3.025,3.436,2.539,5.149
T2764,3.048,3.436,2.539,5.111
T2765,3.057,3.436,2.539,5.096
T2766,3.099,3.436,2.539,5.028
T2767,3.201,3.436,2.539,4.868
T2768,3.283,3.436,2.539,4.746
T2769,3.343,3.436,2.539,4.662
T2770,3.359,3.436,2.539,4.639
T2771,3.387,3.436,2.539,4.601
T2772,3.415,3.436,2.539,4.563
T2773,3.427,3.436,2.539,4.547
T2774,3.415,3.436,2.539,4.563
T2775,3.393,3.436,2.539,4.593
T2776,3.376,3.436,2.539,4.616
T2777,3.37,3.436,2.539,4.624
T2778,3.332,3.436,2.539,4.677
T2779,3.332,3.436,2.539,4.677
T2780,3.31,3.436,2.539,4.707
T2781,3.294,3.436,2.539,4.73
T2782,3.262,3.436,2.539,4.776
T2783,3.181,3.436,2.539,4.898
T2784,3.137,3.436,2.539,4.967
T2785,3.089,3.436,2.539,5.043
T2786,3.057,3.436,2.539,5.096
T2787,3.066,3.436,2.539,5.081
T2788,3.066,3.436,2.539,5.081
T2789,3.08,3.436,2.539,5.058
T2790,3.089,3.436,2.539,5.043
T2791,3.181,3.436,2.539,4.898
T2792,3.268,3.436,2.539,4.768
T2793,3.294,3.436,2.539,4.73
T2794,3.316,3.436,2.539,4.7
T2795,3.354,3.459,2.574,4.677
T2796,3.37,3.459,2.574,4.654
T2797,3.376,3.459,2.574,4.647
T2798,3.365,3.459,2.574,4.662
T2799,3.387,3.459,2.574,4.631
T2800,3.416,3.459,2.574,4.593
T2801,3.398,3.459,2.574,4.616
T2802,3.381,3.459,2.574,4.639
T2803,3.348,3.459,2.574,4.685
T2804,3.337,3.459,2.574,4.7
T2805,3.359,3.459,2.574,4.669
T2806,3.354,3.459,2.574,4.677
T2807,3.359,3.459,2.574,4.669
T2808,3.337,3.459,2.574,4.7
T2809,3.337,3.459,2.574,4.7
T2810,3.326,3.459,2.574,4.715
T2811,3.299,3.459,2.574,4.753
T2812,3.294,3.459,2.574,4.761
T2813,3.283,3.459,2.574,4.776
T2814,3.267,3.459,2.574,4.799
T2815,3.262,3.459,2.574,4.807
