timestep,HP - air,HP - seawater,HP - heat recovery,electric chiller
T0001,2.889,3.046,2.371,5.241
T0002,2.853,3.046,2.371,5.309
T0003,2.841,3.046,2.371,5.332
T0004,2.869,3.046,2.371,5.279
T0005,2.873,3.046,2.371,5.271
T0006,2.897,3.046,2.371,5.226
T0007,2.955,3.046,2.371,5.119
T0008,2.99,3.046,2.371,5.058
T0009,2.985,3.046,2.371,5.066
T0010,2.99,3.046,2.371,5.058
T0011,2.994,3.046,2.371,5.05
T0012,3.003,3.046,2.371,5.035
T0013,3.012,3.046,2.371,5.02
T0014,3.012,3.046,2.371,5.02
T0015,3.007,3.046,2.371,5.028
T0016,2.998,3.046,2.371,5.043
T0017,2.99,3.046,2.371,5.058
T0018,2.977,3.046,2.371,5.081
T0019,2.96,3.046,2.371,5.111
T0020,2.943,3.046,2.371,5.142
T0021,2.918,3.046,2.371,5.188
T0022,2.893,3.046,2.371,5.233
T0023,2.849,3.046,2.371,5.317
T0024,2.845,3.046,2.371,5.325
T0025,2.845,3.046,2.371,5.325
T0026,2.841,3.046,2.371,5.332
T0027,2.841,3.046,2.371,5.332
T0028,2.837,3.046,2.371,5.34
T0029,2.841,3.046,2.371,5.332
T0030,2.837,3.046,2.371,5.34
T0031,2.841,3.046,2.371,5.332
T0032,2.853,3.046,2.371,5.309
T0033,2.861,3.046,2.371,5.294
T0034,2.881,3.046,2.371,5.256
T0035,2.881,3.046,2.371,5.256
T0036,2.873,3.046,2.371,5.271
T0037,2.865,3.046,2.371,5.287
T0038,2.873,3.046,2.371,5.271
T0039,2.873,3.046,2.371,5.271
T0040,2.865,3.046,2.371,5.287
T0041,2.861,3.046,2.371,5.294
T0042,2.865,3.046,2.371,5.287
T0043,2.869,3.046,2.371,5.279
T0044,2.885,3.046,2.371,5.248
T0045,2.885,3.046,2.371,5.248
T0046,2.865,3.046,2.371,5.287
T0047,2.849,3.046,2.371,5.317
T0048,2.869,3.046,2.371,5.279
T0049,2.905,3.046,2.371,5.21
T0050,2.93,3.046,2.371,5.165
T0051,2.947,3.046,2.371,5.134
T0052,2.964,3.046,2.371,5.104
T0053,2.977,3.046,2.371,5.081
T0054,2.994,3.046,2.371,5.05
T0055,2.998,3.046,2.371,5.043
T0056,2.985,3.046,2.371,5.066
T0057,2.99,3.046,2.371,5.058
T0058,2.994,3.046,2.371,5.05
T0059,3.016,3.046,2.371,5.012
T0060,3.038,3.046,2.371,4.974
T0061,3.052,3.046,2.371,4.951
T0062,3.066,3.046,2.371,4.928
T0063,3.056,3.046,2.371,4.944
T0064,3.056,3.046,2.371,4.944
T0065,3.038,3.046,2.371,4.974
T0066,3.016,3.046,2.371,5.012
T0067,2.994,3.046,2.371,5.05
T0068,2.968,3.046,2.371,5.096
T0069,2.985,3.046,2.371,5.066
T0070,2.972,3.046,2.371,5.088
T0071,2.955,3.046,2.371,5.119
T0072,2.943,3.046,2.371,5.142
T0073,2.947,3.046,2.371,5.134
T0074,2.96,3.046,2.371,5.111
T0075,2.972,3.046,2.371,5.088
T0076,2.99,3.046,2.371,5.058
T0077,3.007,3.046,2.371,5.028
T0078,2.981,3.046,2.371,5.073
T0079,2.99,3.046,2.371,5.058
T0080,2.998,3.046,2.371,5.043
T0081,2.922,3.046,2.371,5.18
T0082,2.877,3.046,2.371,5.264
T0083,2.841,3.046,2.371,5.332
T0084,2.918,3.046,2.371,5.188
T0085,2.972,3.046,2.371,5.088
T0086,2.985,3.046,2.371,5.066
T0087,2.994,3.046,2.371,5.05
T0088,3.003,3.046,2.371,5.035
T0089,2.985,3.046,2.371,5.066
T0090,2.981,3.046,2.371,5.073
T0091,2.968,3.046,2.371,5.096
T0092,2.96,3.046,2.371,5.111
T0093,2.951,3.046,2.371,5.127
T0094,2.934,3.046,2.371,5.157
T0095,2.909,3.046,2.371,5.203
T0096,2.869,3.046,2.371,5.279
T0097,2.787,3.046,2.371,5.439
T0098,2.783,3.046,2.371,5.447
T0099,2.794,3.046,2.371,5.424
T0100,2.798,3.046,2.371,5.416
T0101,2.806,3.046,2.371,5.401
T0102,2.757,3.046,2.371,5.5
T0103,2.75,3.046,2.371,5.515
T0104,2.764,3.046,2.371,5.485
T0105,2.81,3.046,2.371,5.393
T0106,2.817,3.046,2.371,5.378
T0107,2.841,3.046,2.371,5.332
T0108,2.905,3.046,2.371,5.21
T0109,2.93,3.046,2.371,5.165
T0110,2.951,3.046,2.371,5.127
T0111,2.955,3.046,2.371,5.119
T0112,2.955,3.046,2.371,5.119
T0113,2.938,3.046,2.371,5.149
T0114,2.943,3.046,2.371,5.142
T0115,2.96,3.046,2.371,5.111
T0116,2.96,3.03,2.34,5.081
T0117,2.969,3.03,2.34,5.066
T0118,2.99,3.03,2.34,5.028
T0119,2.99,3.03,2.34,5.028
T0120,2.99,3.03,2.34,5.028
T0121,2.986,3.03,2.34,5.035
T0122,2.982,3.03,2.34,5.043
T0123,2.982,3.03,2.34,5.043
T0124,2.982,3.03,2.34,5.043
T0125,2.99,3.03,2.34,5.028
T0126,2.995,3.03,2.34,5.02
T0127,2.995,3.03,2.34,5.02
T0128,2.999,3.03,2.34,5.012
T0129,3.003,3.03,2.34,5.005
T0130,3.008,3.03,2.34,4.997
T0131,3.012,3.03,2.34,4.989
T0132,3.021,3.03,2.34,4.974
T0133,3.03,3.03,2.34,4.959
T0134,3.039,3.03,2.34,4.944
T0135,3.03,3.03,2.34,4.959
T0136,3.03,3.03,2.34,4.959
T0137,3.021,3.03,2.34,4.974
T0138,3.017,3.03,2.34,4.982
T0139,3.012,3.03,2.34,4.989
T0140,3.008,3.03,2.34,4.997
T0141,2.999,3.03,2.34,5.012
T0142,2.99,3.03,2.34,5.028
T0143,2.982,3.03,2.34,5.043
T0144,2.969,3.03,2.34,5.066
T0145,2.969,3.03,2.34,5.066
T0146,2.969,3.03,2.34,5.066
T0147,2.964,3.03,2.34,5.073
T0148,2.956,3.03,2.34,5.088
T0149,2.952,3.03,2.34,5.096
T0150,2.939,3.03,2.34,5.119
T0151,2.935,3.03,2.34,5.127
T0152,2.931,3.03,2.34,5.134
T0153,2.926,3.03,2.34,5.142
T0154,2.926,3.03,2.34,5.142
T0155,2.939,3.03,2.34,5.119
T0156,2.969,3.03,2.34,5.066
T0157,3.008,3.03,2.34,4.997
T0158,3.034,3.03,2.34,4.951
T0159,3.048,3.03,2.34,4.928
T0160,3.061,3.03,2.34,4.906
T0161,3.048,3.03,2.34,4.928
T0162,3.043,3.03,2.34,4.936
T0163,3.021,3.03,2.34,4.974
T0164,2.995,3.03,2.34,5.02
T0165,2.986,3.03,2.34,5.035
T0166,2.986,3.03,2.34,5.035
T0167,2.995,3.03,2.34,5.02
T0168,3.008,3.03,2.34,4.997
T0169,3.008,3.03,2.34,4.997
T0170,3.021,3.03,2.34,4.974
T0171,3.021,3.03,2.34,4.974
T0172,3.021,3.03,2.34,4.974
T0173,3.034,3.03,2.34,4.951
T0174,3.025,3.03,2.34,4.967
T0175,3.034,3.03,2.34,4.951
T0176,3.048,3.03,2.34,4.928
T0177,3.057,3.03,2.34,4.913
T0178,3.071,3.03,2.34,4.89
T0179,3.089,3.03,2.34,4.86
T0180,3.103,3.03,2.34,4.837
T0181,3.122,3.03,2.34,4.807
T0182,3.131,3.03,2.34,4.791
T0183,3.141,3.03,2.34,4.776
T0184,3.122,3.03,2.34,4.807
T0185,3.094,3.03,2.34,4.852
T0186,3.089,3.03,2.34,4.86
T0187,3.066,3.03,2.34,4.898
T0188,2.999,3.03,2.34,5.012
T0189,2.986,3.03,2.34,5.035
T0190,2.964,3.03,2.34,5.073
T0191,2.939,3.03,2.34,5.119
T0192,2.947,3.03,2.34,5.104
T0193,2.943,3.03,2.34,5.111
T0194,2.935,3.03,2.34,5.127
T0195,2.898,3.03,2.34,5.195
T0196,2.873,3.03,2.34,5.241
T0197,2.849,3.03,2.34,5.287
T0198,2.845,3.03,2.34,5.294
T0199,2.881,3.03,2.34,5.226
T0200,2.91,3.03,2.34,5.172
T0201,2.926,3.03,2.34,5.142
T0202,2.964,3.03,2.34,5.073
T0203,2.982,3.03,2.34,5.043
T0204,2.982,3.03,2.34,5.043
T0205,2.982,3.03,2.34,5.043
T0206,2.986,3.03,2.34,5.035
T0207,2.99,3.03,2.34,5.028
T0208,3.017,3.03,2.34,4.982
T0209,3.043,3.03,2.34,4.936
T0210,3.057,3.03,2.34,4.913
T0211,3.075,3.03,2.34,4.883
T0212,3.098,3.03,2.34,4.845
T0213,3.112,3.03,2.34,4.822
T0214,3.094,3.03,2.34,4.852
T0215,3.075,3.03,2.34,4.883
T0216,3.08,3.03,2.34,4.875
T0217,3.089,3.03,2.34,4.86
T0218,3.061,3.03,2.34,4.906
T0219,3.043,3.03,2.34,4.936
T0220,3.021,3.03,2.34,4.974
T0221,3.021,3.03,2.34,4.974
T0222,3.012,3.03,2.34,4.989
T0223,3.034,3.03,2.34,4.951
T0224,3.048,3.03,2.34,4.928
T0225,3.057,3.03,2.34,4.913
T0226,3.057,3.03,2.34,4.913
T0227,3.052,3.03,2.34,4.921
T0228,3.061,3.03,2.34,4.906
T0229,3.066,3.03,2.34,4.898
T0230,3.061,3.03,2.34,4.906
T0231,3.066,3.03,2.34,4.898
T0232,3.061,3.03,2.34,4.906
T0233,3.03,2.988,2.34,4.959
T0234,2.986,2.988,2.34,5.035
T0235,2.973,2.988,2.34,5.058
T0236,2.977,2.988,2.34,5.05
T0237,2.995,2.988,2.34,5.02
T0238,3.008,2.988,2.34,4.997
T0239,2.99,2.988,2.34,5.028
T0240,2.982,2.988,2.34,5.043
T0241,2.973,2.988,2.34,5.058
T0242,2.964,2.988,2.34,5.073
T0243,2.952,2.988,2.34,5.096
T0244,2.931,2.988,2.34,5.134
T0245,2.935,2.988,2.34,5.127
T0246,2.943,2.988,2.34,5.111
T0247,2.96,2.988,2.34,5.081
T0248,2.956,2.988,2.34,5.088
T0249,2.943,2.988,2.34,5.111
T0250,2.926,2.988,2.34,5.142
T0251,2.943,2.988,2.34,5.111
T0252,2.956,2.988,2.34,5.088
T0253,2.973,2.988,2.34,5.058
T0254,2.995,2.988,2.34,5.02
T0255,3.003,2.988,2.34,5.005
T0256,2.99,2.988,2.34,5.028
T0257,2.986,2.988,2.34,5.035
T0258,2.982,2.988,2.34,5.043
T0259,2.986,2.988,2.34,5.035
T0260,2.995,2.988,2.34,5.02
T0261,2.999,2.988,2.34,5.012
T0262,3.008,2.988,2.34,4.997
T0263,3.012,2.988,2.34,4.989
T0264,3.017,2.988,2.34,4.982
T0265,3.021,2.988,2.34,4.974
T0266,3.021,2.988,2.34,4.974
T0267,3.021,2.988,2.34,4.974
T0268,3.025,2.988,2.34,4.967
T0269,3.017,2.988,2.34,4.982
T0270,3.012,2.988,2.34,4.989
T0271,3.017,2.988,2.34,4.982
T0272,3.017,2.988,2.34,4.982
T0273,3.021,2.988,2.34,4.974
T0274,3.021,2.988,2.34,4.974
T0275,3.025,2.988,2.34,4.967
T0276,3.025,2.988,2.34,4.967
T0277,3.025,2.988,2.34,4.967
T0278,3.025,2.988,2.34,4.967
T0279,3.017,2.988,2.34,4.982
T0280,3.003,2.988,2.34,5.005
T0281,2.999,2.988,2.34,5.012
T0282,2.982,2.988,2.34,5.043
T0283,2.969,2.988,2.34,5.066
T0284,2.964,2.988,2.34,5.073
T0285,2.96,2.988,2.34,5.081
T0286,2.96,2.988,2.34,5.081
T0287,2.973,2.988,2.34,5.058
T0288,2.99,2.988,2.34,5.028
T0289,3.008,2.988,2.34,4.997
T0290,2.995,2.988,2.34,5.02
T0291,3.003,2.988,2.34,5.005
T0292,2.969,2.988,2.34,5.066
T0293,2.96,2.988,2.34,5.081
T0294,2.99,2.988,2.34,5.028
T0295,2.982,2.988,2.34,5.043
T0296,2.956,2.988,2.34,5.088
T0297,2.952,2.988,2.34,5.096
T0298,2.956,2.988,2.34,5.088
T0299,2.973,2.988,2.34,5.058
T0300,2.995,2.988,2.34,5.02
T0301,3.003,2.988,2.34,5.005
T0302,3.003,2.988,2.34,5.005
T0303,3.008,2.988,2.34,4.997
T0304,3.003,2.988,2.34,5.005
T0305,2.99,2.988,2.34,5.028
T0306,2.973,2.988,2.34,5.058
T0307,2.969,2.988,2.34,5.066
T0308,2.977,2.988,2.34,5.05
T0309,2.982,2.988,2.34,5.043
T0310,2.973,2.988,2.34,5.058
T0311,2.969,2.988,2.34,5.066
T0312,2.973,2.988,2.34,5.058
T0313,2.973,2.988,2.34,5.058
T0314,2.977,2.988,2.34,5.05
T0315,2.977,2.988,2.34,5.05
T0316,2.977,2.988,2.34,5.05
T0317,2.969,2.988,2.34,5.066
T0318,2.969,2.988,2.34,5.066
T0319,2.973,2.988,2.34,5.058
T0320,2.982,2.988,2.34,5.043
T0321,2.986,2.988,2.34,5.035
T0322,2.99,2.988,2.34,5.028
T0323,3.008,2.988,2.34,4.997
T0324,3.021,2.988,2.34,4.974
T0325,3.057,2.988,2.34,4.913
T0326,3.103,2.988,2.34,4.837
T0327,3.098,2.988,2.34,4.845
T0328,3.057,2.988,2.34,4.913
T0329,3.025,2.988,2.34,4.967
T0330,3.034,2.988,2.34,4.951
T0331,3.025,2.988,2.34,4.967
T0332,3.048,2.988,2.34,4.928
T0333,3.061,2.988,2.34,4.906
T0334,3.08,2.988,2.34,4.875
T0335,3.089,2.988,2.34,4.86
T0336,3.098,2.988,2.34,4.845
T0337,3.131,2.988,2.34,4.791
T0338,3.151,2.988,2.34,4.761
T0339,3.151,2.988,2.34,4.761
T0340,3.151,2.988,2.34,4.761
T0341,3.19,2.988,2.34,4.7
T0342,3.215,2.988,2.34,4.662
T0343,3.21,2.988,2.34,4.669
T0344,3.235,2.988,2.34,4.631
T0345,3.24,2.988,2.34,4.624
T0346,3.24,2.988,2.34,4.624
T0347,3.24,2.988,2.34,4.624
T0348,3.255,2.988,2.34,4.601
T0349,3.276,2.988,2.34,4.57
T0350,3.25,2.988,2.34,4.608
T0351,3.21,2.988,2.34,4.669
T0352,3.21,2.988,2.34,4.669
T0353,3.16,2.988,2.34,4.746
T0354,3.205,2.988,2.34,4.677
T0355,3.195,2.988,2.34,4.692
T0356,3.16,2.988,2.34,4.746
T0357,3.151,2.988,2.34,4.761
T0358,3.084,2.988,2.34,4.868
T0359,3.017,2.988,2.34,4.982
T0360,2.982,2.988,2.34,5.043
T0361,2.977,2.988,2.34,5.05
T0362,2.995,2.988,2.34,5.02
T0363,3.012,2.988,2.34,4.989
T0364,3.003,2.988,2.34,5.005
T0365,2.99,2.988,2.34,5.028
T0366,2.99,2.988,2.34,5.028
T0367,3.008,2.988,2.34,4.997
T0368,3.017,2.988,2.34,4.982
T0369,3.025,2.988,2.34,4.967
T0370,3.034,2.988,2.34,4.951
T0371,3.061,2.988,2.34,4.906
T0372,3.08,2.988,2.34,4.875
T0373,3.089,2.988,2.34,4.86
T0374,3.089,2.988,2.34,4.86
T0375,3.061,2.988,2.34,4.906
T0376,3.043,2.988,2.34,4.936
T0377,3.021,2.988,2.34,4.974
T0378,2.956,2.988,2.34,5.088
T0379,2.973,2.988,2.34,5.058
T0380,2.969,2.988,2.34,5.066
T0381,2.947,2.988,2.34,5.104
T0382,2.964,2.988,2.34,5.073
T0383,2.977,2.988,2.34,5.05
T0384,2.986,2.988,2.34,5.035
T0385,2.995,2.988,2.34,5.02
T0386,2.999,2.988,2.34,5.012
T0387,2.995,2.988,2.34,5.02
T0388,2.99,2.988,2.34,5.028
T0389,2.986,2.988,2.34,5.035
T0390,2.982,2.988,2.34,5.043
T0391,2.982,2.988,2.34,5.043
T0392,2.982,2.988,2.34,5.043
T0393,2.99,2.988,2.34,5.028
T0394,2.999,2.988,2.34,5.012
T0395,3.017,2.988,2.34,4.982
T0396,3.03,2.988,2.34,4.959
T0397,3.039,2.988,2.34,4.944
T0398,3.043,2.988,2.34,4.936
T0399,3.034,2.988,2.34,4.951
T0400,3.025,2.988,2.34,4.967
T0401,3.017,2.988,2.34,4.982
T0402,2.995,2.988,2.34,5.02
T0403,2.999,2.988,2.34,5.012
T0404,2.995,2.988,2.34,5.02
T0405,2.99,2.988,2.34,5.028
T0406,2.999,2.988,2.34,5.012
T0407,3.003,2.988,2.34,5.005
T0408,2.999,2.988,2.34,5.012
T0409,2.999,2.988,2.34,5.012
T0410,3.017,2.988,2.34,4.982
T0411,3.052,2.988,2.34,4.921
T0412,3.061,2.988,2.34,4.906
T0413,3.043,2.988,2.34,4.936
T0414,3.017,2.988,2.34,4.982
T0415,3.012,2.988,2.34,4.989
T0416,3.012,2.988,2.34,4.989
T0417,3.008,2.988,2.34,4.997
T0418,2.995,2.988,2.34,5.02
T0419,2.999,2.988,2.34,5.012
T0420,3.012,2.988,2.34,4.989
T0421,3.012,2.988,2.34,4.989
T0422,3.017,2.988,2.34,4.982
T0423,3.017,2.988,2.34,4.982
T0424,3.021,2.988,2.34,4.974
T0425,3.017,2.988,2.34,4.982
T0426,3.003,2.988,2.34,5.005
T0427,2.995,2.988,2.34,5.02
T0428,2.99,2.988,2.34,5.028
T0429,2.982,2.988,2.34,5.043
T0430,2.96,2.988,2.34,5.081
T0431,2.956,2.988,2.34,5.088
T0432,2.943,2.988,2.34,5.111
T0433,2.922,2.988,2.34,5.149
T0434,2.922,2.988,2.34,5.149
T0435,2.91,2.988,2.34,5.172
T0436,2.902,2.988,2.34,5.188
T0437,2.885,2.988,2.34,5.218
T0438,2.873,2.988,2.34,5.241
T0439,2.877,2.988,2.34,5.233
T0440,2.906,2.988,2.34,5.18
T0441,2.935,2.988,2.34,5.127
T0442,2.906,2.988,2.34,5.18
T0443,2.952,2.988,2.34,5.096
T0444,2.999,2.988,2.34,5.012
T0445,3.03,2.988,2.34,4.959
T0446,3.057,2.988,2.34,4.913
T0447,3.057,2.988,2.34,4.913
T0448,3.03,2.988,2.34,4.959
T0449,2.96,2.988,2.34,5.081
T0450,2.902,2.988,2.34,5.188
T0451,2.861,2.988,2.34,5.264
T0452,2.849,2.988,2.34,5.287
T0453,2.845,2.988,2.34,5.294
T0454,2.826,2.988,2.34,5.332
T0455,2.814,2.988,2.34,5.355
T0456,2.788,2.988,2.34,5.409
T0457,2.75,2.988,2.34,5.485
T0458,2.78,2.988,2.34,5.424
T0459,2.795,2.988,2.34,5.393
T0460,2.83,2.988,2.34,5.325
T0461,2.865,2.988,2.34,5.256
T0462,2.898,2.988,2.34,5.195
T0463,2.926,2.988,2.34,5.142
T0464,2.931,2.988,2.34,5.134
T0465,2.939,2.988,2.34,5.119
T0466,2.947,2.988,2.34,5.104
T0467,2.964,2.988,2.34,5.073
T0468,2.99,2.988,2.34,5.028
T0469,3.017,2.988,2.34,4.982
T0470,3.048,2.988,2.34,4.928
T0471,3.057,2.988,2.34,4.913
T0472,3.039,2.988,2.34,4.944
T0473,3.017,2.988,2.34,4.982
T0474,3.017,2.988,2.34,4.982
T0475,3.025,2.988,2.34,4.967
T0476,3.043,2.988,2.34,4.936
T0477,3.043,2.988,2.34,4.936
T0478,3.039,2.988,2.34,4.944
T0479,3.039,2.988,2.34,4.944
T0480,3.034,2.988,2.34,4.951
T0481,3.034,2.988,2.34,4.951
T0482,3.03,2.988,2.34,4.959
T0483,3.025,2.988,2.34,4.967
T0484,3.021,2.988,2.34,4.974
T0485,3.021,2.988,2.34,4.974
T0486,3.025,2.988,2.34,4.967
T0487,3.025,2.988,2.34,4.967
T0488,3.025,2.988,2.34,4.967
T0489,3.034,2.988,2.34,4.951
T0490,3.052,2.988,2.34,4.921
T0491,3.061,2.988,2.34,4.906
T0492,3.075,2.988,2.34,4.883
T0493,3.08,2.988,2.34,4.875
T0494,3.08,2.988,2.34,4.875
T0495,3.075,2.988,2.34,4.883
T0496,3.084,2.988,2.34,4.868
T0497,3.084,2.988,2.34,4.868
T0498,3.071,2.988,2.34,4.89
T0499,3.08,2.988,2.34,4.875
T0500,3.084,2.988,2.34,4.868
T0501,3.071,2.988,2.34,4.89
T0502,3.057,2.988,2.34,4.913
T0503,3.048,2.988,2.34,4.928
T0504,3.048,2.988,2.34,4.928
T0505,3.039,2.988,2.34,4.944
T0506,3.03,2.988,2.34,4.959
T0507,3.008,2.988,2.34,4.997
T0508,3.012,2.988,2.34,4.989
T0509,3.021,2.988,2.34,4.974
T0510,3.017,2.988,2.34,4.982
T0511,3.012,2.988,2.34,4.989
T0512,3.017,2.988,2.34,4.982
T0513,3.017,2.988,2.34,4.982
T0514,3.017,2.988,2.34,4.982
T0515,3.039,2.988,2.34,4.944
T0516,3.075,2.988,2.34,4.883
T0517,3.117,2.988,2.34,4.814
T0518,3.112,2.988,2.34,4.822
T0519,3.098,2.988,2.34,4.845
T0520,3.057,2.988,2.34,4.913
T0521,2.995,2.988,2.34,5.02
T0522,2.969,2.988,2.34,5.066
T0523,2.906,2.988,2.34,5.18
T0524,2.877,2.988,2.34,5.233
T0525,2.842,2.988,2.34,5.302
T0526,2.791,2.988,2.34,5.401
T0527,2.776,2.988,2.34,5.431
T0528,2.743,2.988,2.34,5.5
T0529,2.728,2.988,2.34,5.53
T0530,2.728,2.988,2.34,5.53
T0531,2.718,2.988,2.34,5.553
T0532,2.784,2.988,2.34,5.416
T0533,2.799,2.988,2.34,5.386
T0534,2.853,2.988,2.34,5.279
T0535,2.898,2.988,2.34,5.195
T0536,2.914,2.988,2.34,5.165
T0537,2.939,2.988,2.34,5.119
T0538,2.96,2.988,2.34,5.081
T0539,2.982,2.988,2.34,5.043
T0540,2.986,2.988,2.34,5.035
T0541,2.99,2.988,2.34,5.028
T0542,2.999,2.988,2.34,5.012
T0543,3.008,2.988,2.34,4.997
T0544,3.008,2.988,2.34,4.997
T0545,2.995,2.988,2.34,5.02
T0546,2.995,2.988,2.34,5.02
T0547,2.999,2.988,2.34,5.012
T0548,2.995,2.988,2.34,5.02
T0549,2.99,2.988,2.34,5.028
T0550,2.99,2.988,2.34,5.028
T0551,2.995,2.988,2.34,5.02
T0552,2.995,2.988,2.34,5.02
T0553,2.999,2.988,2.34,5.012
T0554,2.999,2.988,2.34,5.012
T0555,2.995,2.988,2.34,5.02
T0556,2.99,2.988,2.34,5.028
T0557,2.99,2.988,2.34,5.028
T0558,2.995,2.988,2.34,5.02
T0559,2.999,2.988,2.34,5.012
T0560,2.999,2.988,2.34,5.012
T0561,2.999,2.988,2.34,5.012
T0562,3.012,2.988,2.34,4.989
T0563,3.03,2.988,2.34,4.959
T0564,3.043,2.988,2.34,4.936
T0565,3.061,2.988,2.34,4.906
T0566,3.075,2.988,2.34,4.883
T0567,3.075,2.988,2.34,4.883
T0568,3.066,2.988,2.34,4.898
T0569,3.043,2.988,2.34,4.936
T0570,3.039,2.988,2.34,4.944
T0571,3.034,2.988,2.34,4.951
T0572,3.034,2.988,2.34,4.951
T0573,3.034,2.988,2.34,4.951
T0574,3.048,2.988,2.34,4.928
T0575,3.043,2.988,2.34,4.936
T0576,3.03,2.988,2.34,4.959
T0577,3.034,2.988,2.34,4.951
T0578,3.03,2.988,2.34,4.959
T0579,2.995,2.988,2.34,5.02
T0580,2.973,2.988,2.34,5.058
T0581,2.943,2.988,2.34,5.111
T0582,2.943,2.988,2.34,5.111
T0583,2.935,2.988,2.34,5.127
T0584,2.931,2.988,2.34,5.134
T0585,2.96,2.988,2.34,5.081
T0586,2.969,2.988,2.34,5.066
T0587,3.008,2.988,2.34,4.997
T0588,3.043,2.988,2.34,4.936
T0589,3.048,2.988,2.34,4.928
T0590,3.075,2.988,2.34,4.883
T0591,3.084,2.988,2.34,4.868
T0592,3.052,2.988,2.34,4.921
T0593,3.025,2.988,2.34,4.967
T0594,3.017,2.988,2.34,4.982
T0595,3.017,2.988,2.34,4.982
T0596,3.008,2.988,2.34,4.997
T0597,3.003,2.988,2.34,5.005
T0598,2.999,2.988,2.34,5.012
T0599,2.986,2.988,2.34,5.035
T0600,2.977,2.988,2.34,5.05
T0601,2.969,2.988,2.34,5.066
T0602,2.96,2.988,2.34,5.081
T0603,2.956,2.988,2.34,5.088
T0604,2.952,2.988,2.34,5.096
T0605,2.943,2.988,2.34,5.111
T0606,2.947,2.988,2.34,5.104
T0607,2.943,2.988,2.34,5.111
T0608,2.939,2.988,2.34,5.119
T0609,2.943,2.988,2.34,5.111
T0610,2.939,2.988,2.34,5.119
T0611,2.943,2.988,2.34,5.111
T0612,2.947,2.988,2.34,5.104
T0613,2.952,2.988,2.34,5.096
T0614,2.956,2.988,2.34,5.088
T0615,2.96,2.988,2.34,5.081
T0616,2.952,2.988,2.34,5.096
T0617,2.914,2.988,2.34,5.165
T0618,2.898,2.988,2.34,5.195
T0619,2.906,2.988,2.34,5.18
T0620,2.91,2.988,2.34,5.172
T0621,2.931,2.988,2.34,5.134
T0622,2.931,2.988,2.34,5.134
T0623,2.922,2.988,2.34,5.149
T0624,2.918,2.988,2.34,5.157
T0625,2.91,2.988,2.34,5.172
T0626,2.898,2.988,2.34,5.195
T0627,2.885,2.988,2.34,5.218
T0628,2.902,2.988,2.34,5.188
T0629,2.914,2.988,2.34,5.165
T0630,2.922,2.988,2.34,5.149
T0631,2.922,2.988,2.34,5.149
T0632,2.91,2.988,2.34,5.172
T0633,2.914,2.988,2.34,5.165
T0634,2.935,2.988,2.34,5.127
T0635,2.943,2.988,2.34,5.111
T0636,2.952,2.988,2.34,5.096
T0637,2.964,2.988,2.34,5.073
T0638,2.973,2.988,2.34,5.058
T0639,2.99,2.988,2.34,5.028
T0640,2.999,2.988,2.34,5.012
T0641,3.003,2.988,2.34,5.005
T0642,2.999,2.988,2.34,5.012
T0643,2.995,2.988,2.34,5.02
T0644,2.999,2.988,2.34,5.012
T0645,3.003,2.988,2.34,5.005
T0646,3.003,2.988,2.34,5.005
T0647,3.003,2.988,2.34,5.005
T0648,2.999,2.988,2.34,5.012
T0649,2.995,2.988,2.34,5.02
T0650,2.99,2.988,2.34,5.028
T0651,2.99,2.988,2.34,5.028
T0652,2.99,2.988,2.34,5.028
T0653,2.99,2.988,2.34,5.028
T0654,2.982,2.988,2.34,5.043
T0655,2.969,2.988,2.34,5.066
T0656,2.973,2.988,2.34,5.058
T0657,2.973,2.988,2.34,5.058
T0658,2.982,2.988,2.34,5.043
T0659,2.986,2.988,2.34,5.035
T0660,2.982,2.988,2.34,5.043
T0661,2.999,2.988,2.34,5.012
T0662,3.012,2.988,2.34,4.989
T0663,3.008,2.988,2.34,4.997
T0664,2.999,2.988,2.34,5.012
T0665,2.999,2.988,2.34,5.012
T0666,2.995,2.988,2.34,5.02
T0667,2.973,2.988,2.34,5.058
T0668,2.973,2.988,2.34,5.058
T0669,2.947,2.988,2.34,5.104
T0670,2.943,2.988,2.34,5.111
T0671,2.943,2.988,2.34,5.111
T0672,2.922,2.988,2.34,5.149
T0673,2.918,2.988,2.34,5.157
T0674,2.952,2.988,2.34,5.096
T0675,2.96,2.988,2.34,5.081
T0676,2.935,2.988,2.34,5.127
T0677,2.91,2.988,2.34,5.172
T0678,2.902,2.988,2.34,5.188
T0679,2.898,2.988,2.34,5.195
T0680,2.902,2.988,2.34,5.188
T0681,2.914,2.988,2.34,5.165
T0682,2.931,2.988,2.34,5.134
T0683,2.96,2.988,2.34,5.081
T0684,2.969,2.988,2.34,5.066
T0685,2.995,2.988,2.34,5.02
T0686,2.99,2.988,2.34,5.028
T0687,2.99,2.988,2.34,5.028
T0688,2.999,2.988,2.34,5.012
T0689,2.995,2.988,2.34,5.02
T0690,2.977,2.988,2.34,5.05
T0691,2.969,2.988,2.34,5.066
T0692,2.956,2.988,2.34,5.088
T0693,2.96,2.988,2.34,5.081
T0694,2.969,2.988,2.34,5.066
T0695,2.969,2.988,2.34,5.066
T0696,2.969,2.988,2.34,5.066
T0697,2.973,2.988,2.34,5.058
T0698,2.956,2.988,2.34,5.088
