timestep,HP - air,HP - seawater,HP - heat recovery,electric chiller
T4175,3.994,4.011,3.809,4.128
T4176,3.963,4.011,3.809,4.159
T4177,3.925,4.011,3.809,4.197
T4178,3.894,4.011,3.809,4.227
T4179,3.835,4.011,3.809,4.288
T4180,3.757,4.011,3.809,4.372
T4181,3.75,4.011,3.809,4.38
T4182,3.785,4.011,3.809,4.342
T4183,3.909,4.011,3.809,4.212
T4184,4.018,4.011,3.809,4.106
T4185,4.168,4.011,3.809,3.968
T4186,4.292,4.011,3.809,3.862
T4187,4.376,4.011,3.809,3.793
T4188,4.473,4.011,3.809,3.717
T4189,4.482,4.011,3.809,3.709
T4190,4.543,4.011,3.809,3.664
T4191,4.574,4.011,3.809,3.641
T4192,4.626,4.011,3.809,3.603
T4193,4.616,4.011,3.809,3.61
T4194,4.605,4.011,3.809,3.618
T4195,4.513,4.011,3.809,3.686
T4196,4.338,4.011,3.809,3.824
T4197,4.292,4.011,3.809,3.862
T4198,4.159,4.011,3.809,3.976
T4199,4.042,4.011,3.809,4.083
T4200,3.994,4.011,3.809,4.128
T4201,3.963,4.011,3.809,4.159
T4202,3.909,4.011,3.809,4.212
T4203,3.85,4.011,3.809,4.273
T4204,3.835,4.011,3.809,4.288
T4205,3.894,4.011,3.809,4.227
T4206,4.083,4.011,3.809,4.045
T4207,4.211,4.011,3.809,3.93
T4208,4.274,4.011,3.809,3.877
T4209,4.31,4.011,3.809,3.846
T4210,4.385,4.011,3.809,3.785
T4211,4.502,4.011,3.809,3.694
T4212,4.605,4.011,3.809,3.618
T4213,4.637,4.011,3.809,3.595
T4214,4.574,4.011,3.809,3.641
T4215,4.543,4.011,3.809,3.664
T4216,4.523,4.011,3.809,3.679
T4217,4.473,4.011,3.809,3.717
T4218,4.502,4.011,3.809,3.694
T4219,4.492,4.011,3.809,3.702
T4220,4.395,4.011,3.809,3.778
T4221,4.319,4.011,3.809,3.839
T4222,4.151,4.011,3.809,3.984
T4223,4.108,4.011,3.809,4.022
T4224,4.117,4.011,3.809,4.014
T4225,4.125,4.011,3.809,4.006
T4226,4.108,4.011,3.809,4.022
T4227,4.137,4.124,3.853,4.029
T4228,4.129,4.124,3.853,4.037
T4229,4.172,4.124,3.853,3.999
T4230,4.242,4.124,3.853,3.938
T4231,4.333,4.124,3.853,3.862
T4232,4.419,4.124,3.853,3.793
T4233,4.518,4.124,3.853,3.717
T4234,4.6,4.124,3.853,3.656
T4235,4.611,4.124,3.853,3.648
T4236,4.664,4.124,3.853,3.61
T4237,4.752,4.124,3.853,3.549
T4238,4.632,4.124,3.853,3.633
T4239,4.224,4.124,3.853,3.953
T4240,4.095,4.124,3.853,4.067
T4241,4.112,4.124,3.853,4.052
T4242,4.155,4.124,3.853,4.014
T4243,4.215,4.124,3.853,3.961
T4244,4.207,4.124,3.853,3.968
T4245,4.137,4.124,3.853,4.029
T4246,4.087,4.124,3.853,4.075
T4247,4.006,4.124,3.853,4.151
T4248,3.982,4.124,3.853,4.174
T4249,3.951,4.124,3.853,4.205
T4250,3.89,4.124,3.853,4.266
T4251,3.875,4.124,3.853,4.281
T4252,3.838,4.124,3.853,4.319
T4253,3.831,4.124,3.853,4.326
T4254,3.86,4.124,3.853,4.296
T4255,3.92,4.124,3.853,4.235
T4256,3.99,4.124,3.853,4.166
T4257,4.071,4.124,3.853,4.09
T4258,4.071,4.124,3.853,4.09
T4259,4.046,4.124,3.853,4.113
T4260,4.087,4.124,3.853,4.075
T4261,4.104,4.124,3.853,4.06
T4262,4.121,4.124,3.853,4.045
T4263,4.129,4.124,3.853,4.037
T4264,4.095,4.124,3.853,4.067
T4265,4.129,4.124,3.853,4.037
T4266,4.112,4.124,3.853,4.052
T4267,4.079,4.124,3.853,4.083
T4268,4.046,4.124,3.853,4.113
T4269,4.022,4.124,3.853,4.136
T4270,4.006,4.124,3.853,4.151
T4271,3.982,4.124,3.853,4.174
T4272,3.966,4.124,3.853,4.189
T4273,3.943,4.124,3.853,4.212
T4274,3.935,4.124,3.853,4.22
T4275,3.935,4.124,3.853,4.22
T4276,3.928,4.124,3.853,4.227
T4277,3.92,4.124,3.853,4.235
T4278,3.943,4.124,3.853,4.212
T4279,4.014,4.124,3.853,4.144
T4280,4.071,4.124,3.853,4.09
T4281,4.18,4.124,3.853,3.991
T4282,4.233,4.124,3.853,3.945
T4283,4.26,4.124,3.853,3.923
T4284,4.305,4.124,3.853,3.885
T4285,4.352,4.124,3.853,3.846
T4286,4.399,4.124,3.853,3.808
T4287,4.438,4.124,3.853,3.778
T4288,4.361,4.124,3.853,3.839
T4289,4.371,4.124,3.853,3.831
T4290,4.399,4.124,3.853,3.808
T4291,4.352,4.124,3.853,3.846
T4292,4.419,4.124,3.853,3.793
T4293,4.333,4.124,3.853,3.862
T4294,4.251,4.124,3.853,3.93
T4295,4.129,4.124,3.853,4.037
T4296,3.99,4.124,3.853,4.166
T4297,3.92,4.124,3.853,4.235
T4298,3.897,4.124,3.853,4.258
T4299,3.875,4.124,3.853,4.281
T4300,3.89,4.124,3.853,4.266
T4301,3.867,4.124,3.853,4.288
T4302,3.974,4.124,3.853,4.182
T4303,4.112,4.124,3.853,4.052
T4304,4.095,4.124,3.853,4.067
T4305,4.137,4.124,3.853,4.029
T4306,4.18,4.124,3.853,3.991
T4307,4.189,4.124,3.853,3.984
T4308,4.251,4.124,3.853,3.93
T4309,4.278,4.124,3.853,3.907
T4310,4.278,4.124,3.853,3.907
T4311,4.343,4.124,3.853,3.854
T4312,4.287,4.124,3.853,3.9
T4313,4.296,4.124,3.853,3.892
T4314,4.287,4.124,3.853,3.9
T4315,4.38,4.124,3.853,3.824
T4316,4.296,4.124,3.853,3.892
T4317,4.269,4.124,3.853,3.915
T4318,4.251,4.124,3.853,3.93
T4319,4.198,4.124,3.853,3.976
T4320,4.163,4.124,3.853,4.006
T4321,4.163,4.124,3.853,4.006
T4322,4.146,4.124,3.853,4.022
T4323,4.121,4.124,3.853,4.045
T4324,4.087,4.124,3.853,4.075
T4325,4.014,4.124,3.853,4.144
T4326,3.998,4.124,3.853,4.159
T4327,3.974,4.124,3.853,4.182
T4328,3.982,4.124,3.853,4.174
T4329,3.974,4.124,3.853,4.182
T4330,4.014,4.124,3.853,4.144
T4331,4.121,4.124,3.853,4.045
T4332,4.104,4.124,3.853,4.06
T4333,4.121,4.124,3.853,4.045
T4334,4.207,4.124,3.853,3.968
T4335,4.324,4.124,3.853,3.869
T4336,4.305,4.124,3.853,3.885
T4337,4.324,4.124,3.853,3.869
T4338,4.333,4.124,3.853,3.862
T4339,4.296,4.124,3.853,3.892
T4340,4.207,4.124,3.853,3.968
T4341,4.104,4.124,3.853,4.06
T4342,3.951,4.124,3.853,4.205
T4343,3.913,4.124,3.853,4.243
T4344,3.86,4.124,3.853,4.296
T4345,3.897,4.124,3.853,4.258
T4346,3.845,4.124,3.853,4.311
T4347,3.809,4.124,3.853,4.349
T4348,3.86,4.124,3.853,4.296
T4349,3.935,4.124,3.853,4.22
T4350,3.959,4.124,3.853,4.197
T4351,3.905,4.124,3.853,4.25
T4352,3.897,4.124,3.853,4.258
T4353,3.982,4.124,3.853,4.174
T4354,3.99,4.124,3.853,4.166
T4355,3.99,4.124,3.853,4.166
T4356,4.006,4.124,3.853,4.151
T4357,3.998,4.124,3.853,4.159
T4358,3.974,4.124,3.853,4.182
T4359,3.951,4.124,3.853,4.205
T4360,3.951,4.124,3.853,4.205
T4361,3.99,4.124,3.853,4.166
T4362,3.998,4.124,3.853,4.159
T4363,3.998,4.124,3.853,4.159
T4364,4.022,4.124,3.853,4.136
T4365,4.03,4.124,3.853,4.128
T4366,4.038,4.124,3.853,4.121
T4367,4.006,4.124,3.853,4.151
T4368,3.998,4.124,3.853,4.159
T4369,3.982,4.124,3.853,4.174
T4370,3.943,4.124,3.853,4.212
T4371,3.905,4.124,3.853,4.25
T4372,3.913,4.124,3.853,4.243
T4373,3.913,4.124,3.853,4.243
T4374,3.92,4.124,3.853,4.235
T4375,3.951,4.124,3.853,4.205
T4376,4.014,4.124,3.853,4.144
T4377,4.087,4.124,3.853,4.075
T4378,4.163,4.124,3.853,4.006
T4379,4.242,4.124,3.853,3.938
T4380,3.959,4.124,3.853,4.197
T4381,4.046,4.124,3.853,4.113
T4382,3.982,4.124,3.853,4.174
T4383,4.079,4.124,3.853,4.083
T4384,4.095,4.124,3.853,4.067
T4385,4.062,4.124,3.853,4.098
T4386,3.998,4.124,3.853,4.159
T4387,3.875,4.124,3.853,4.281
T4388,3.905,4.124,3.853,4.25
T4389,3.823,4.124,3.853,4.334
T4390,3.867,4.124,3.853,4.288
T4391,3.816,4.124,3.853,4.342
T4392,3.802,4.124,3.853,4.357
T4393,3.752,4.124,3.853,4.41
T4394,3.745,4.124,3.853,4.418
T4395,3.773,4.124,3.853,4.387
T4396,3.773,4.124,3.853,4.387
T4397,3.766,4.124,3.853,4.395
T4398,3.809,4.124,3.853,4.349
T4399,3.745,4.124,3.853,4.418
T4400,3.802,4.124,3.853,4.357
T4401,3.943,4.124,3.853,4.212
T4402,4.046,4.124,3.853,4.113
T4403,4.038,4.124,3.853,4.121
T4404,4.104,4.124,3.853,4.06
T4405,3.897,4.124,3.853,4.258
T4406,4.121,4.124,3.853,4.045
T4407,4.079,4.124,3.853,4.083
T4408,3.982,4.124,3.853,4.174
T4409,4.062,4.124,3.853,4.098
T4410,4.079,4.124,3.853,4.083
T4411,3.928,4.124,3.853,4.227
T4412,3.773,4.124,3.853,4.387
T4413,3.738,4.124,3.853,4.426
T4414,3.773,4.124,3.853,4.387
T4415,3.752,4.124,3.853,4.41
T4416,3.745,4.124,3.853,4.418
T4417,3.759,4.124,3.853,4.403
T4418,3.78,4.124,3.853,4.38
T4419,3.738,4.124,3.853,4.426
T4420,3.731,4.124,3.853,4.433
T4421,3.752,4.124,3.853,4.41
T4422,3.697,4.124,3.853,4.471
T4423,3.731,4.124,3.853,4.433
T4424,3.831,4.124,3.853,4.326
T4425,3.959,4.124,3.853,4.197
T4426,3.951,4.124,3.853,4.205
T4427,3.787,4.124,3.853,4.372
T4428,3.867,4.124,3.853,4.288
T4429,3.875,4.124,3.853,4.281
T4430,3.89,4.124,3.853,4.266
T4431,3.99,4.124,3.853,4.166
T4432,4.087,4.124,3.853,4.075
T4433,4.104,4.124,3.853,4.06
T4434,4.062,4.124,3.853,4.098
T4435,3.982,4.124,3.853,4.174
T4436,3.882,4.124,3.853,4.273
T4437,3.838,4.124,3.853,4.319
T4438,3.838,4.124,3.853,4.319
T4439,3.802,4.124,3.853,4.357
T4440,3.773,4.124,3.853,4.387
T4441,3.745,4.124,3.853,4.418
T4442,3.718,4.124,3.853,4.448
T4443,3.711,4.124,3.853,4.456
T4444,3.624,4.124,3.853,4.555
T4445,3.617,4.124,3.853,4.563
T4446,3.802,4.124,3.853,4.357
T4447,3.913,4.124,3.853,4.243
T4448,3.935,4.124,3.853,4.22
T4449,3.943,4.124,3.853,4.212
T4450,3.959,4.124,3.853,4.197
T4451,4.006,4.124,3.853,4.151
T4452,3.966,4.124,3.853,4.189
T4453,3.935,4.124,3.853,4.22
T4454,4.022,4.124,3.853,4.136
T4455,4.163,4.124,3.853,4.006
T4456,4.189,4.124,3.853,3.984
T4457,4.189,4.124,3.853,3.984
T4458,4.163,4.124,3.853,4.006
T4459,4.112,4.124,3.853,4.052
T4460,4.038,4.124,3.853,4.121
T4461,4.006,4.124,3.853,4.151
T4462,3.897,4.124,3.853,4.258
T4463,3.882,4.124,3.853,4.273
T4464,3.853,4.124,3.853,4.304
T4465,3.816,4.124,3.853,4.342
T4466,3.816,4.124,3.853,4.342
T4467,3.845,4.124,3.853,4.311
T4468,3.823,4.124,3.853,4.334
T4469,3.809,4.124,3.853,4.349
T4470,3.823,4.124,3.853,4.334
T4471,3.831,4.124,3.853,4.326
T4472,3.89,4.124,3.853,4.266
T4473,3.951,4.124,3.853,4.205
T4474,4.046,4.124,3.853,4.113
T4475,4.146,4.124,3.853,4.022
T4476,4.233,4.124,3.853,3.945
T4477,4.26,4.124,3.853,3.923
T4478,4.26,4.124,3.853,3.923
T4479,4.207,4.124,3.853,3.968
T4480,4.215,4.124,3.853,3.961
T4481,4.278,4.124,3.853,3.907
T4482,4.269,4.124,3.853,3.915
T4483,4.224,4.124,3.853,3.953
T4484,4.155,4.124,3.853,4.014
T4485,4.022,4.124,3.853,4.136
T4486,3.875,4.124,3.853,4.281
T4487,3.759,4.124,3.853,4.403
T4488,3.738,4.124,3.853,4.426
T4489,3.802,4.124,3.853,4.357
T4490,3.773,4.124,3.853,4.387
T4491,3.704,4.124,3.853,4.464
T4492,3.657,4.124,3.853,4.517
T4493,3.773,4.124,3.853,4.387
T4494,3.875,4.124,3.853,4.281
T4495,3.974,4.124,3.853,4.182
T4496,4.047,4.158,3.896,4.144
T4497,4.122,4.158,3.896,4.075
T4498,4.208,4.158,3.896,3.999
T4499,4.316,4.158,3.896,3.907
T4500,4.382,4.158,3.896,3.854
T4501,4.47,4.158,3.896,3.785
T4502,4.52,4.158,3.896,3.747
T4503,4.53,4.158,3.896,3.74
T4504,4.46,4.158,3.896,3.793
T4505,4.45,4.158,3.896,3.801
T4506,4.43,4.158,3.896,3.816
T4507,4.44,4.158,3.896,3.808
T4508,4.307,4.158,3.896,3.915
T4509,4.113,4.158,3.896,4.083
T4510,4.08,4.158,3.896,4.113
T4511,4.055,4.158,3.896,4.136
T4512,3.991,4.158,3.896,4.197
T4513,3.839,4.158,3.896,4.349
T4514,3.824,4.158,3.896,4.365
T4515,3.753,4.158,3.896,4.441
T4516,3.725,4.158,3.896,4.471
T4517,3.767,4.158,3.896,4.426
T4518,4.039,4.158,3.896,4.151
T4519,4.226,4.158,3.896,3.984
T4520,4.344,4.158,3.896,3.885
T4521,4.373,4.158,3.896,3.862
T4522,4.411,4.158,3.896,3.831
T4523,4.47,4.158,3.896,3.785
T4524,4.51,4.158,3.896,3.755
T4525,4.551,4.158,3.896,3.725
T4526,4.582,4.158,3.896,3.702
T4527,4.571,4.158,3.896,3.709
T4528,4.624,4.158,3.896,3.671
T4529,4.613,4.158,3.896,3.679
T4530,4.592,4.158,3.896,3.694
T4531,4.561,4.158,3.896,3.717
T4532,4.49,4.158,3.896,3.77
T4533,4.363,4.158,3.896,3.869
T4534,4.316,4.158,3.896,3.907
T4535,4.235,4.158,3.896,3.976
T4536,4.147,4.158,3.896,4.052
T4537,4.064,4.158,3.896,4.128
T4538,4.064,4.158,3.896,4.128
T4539,4.031,4.158,3.896,4.159
T4540,4.007,4.158,3.896,4.182
T4541,4.064,4.158,3.896,4.128
T4542,4.173,4.158,3.896,4.029
T4543,4.262,4.158,3.896,3.953
T4544,4.289,4.158,3.896,3.93
T4545,4.326,4.158,3.896,3.9
T4546,4.45,4.158,3.896,3.801
T4547,4.52,4.158,3.896,3.747
T4548,4.635,4.158,3.896,3.664
T4549,4.755,4.158,3.896,3.58
T4550,4.835,4.158,3.896,3.526
T4551,4.882,4.158,3.896,3.496
T4552,4.942,4.158,3.896,3.458
T4553,4.835,4.158,3.896,3.526
T4554,4.722,4.158,3.896,3.603
T4555,4.635,4.158,3.896,3.664
T4556,4.51,4.158,3.896,3.755
T4557,4.307,4.158,3.896,3.915
T4558,4.262,4.158,3.896,3.953
T4559,4.262,4.158,3.896,3.953
T4560,4.217,4.158,3.896,3.991
T4561,4.173,4.158,3.896,4.029
T4562,4.147,4.158,3.896,4.052
T4563,4.097,4.158,3.896,4.098
T4564,4.13,4.158,3.896,4.067
T4565,4.113,4.158,3.896,4.083
T4566,4.13,4.158,3.896,4.067
T4567,4.173,4.158,3.896,4.029
T4568,4.226,4.158,3.896,3.984
T4569,4.253,4.158,3.896,3.961
T4570,4.28,4.158,3.896,3.938
T4571,4.289,4.158,3.896,3.93
T4572,4.244,4.158,3.896,3.968
T4573,4.147,4.158,3.896,4.052
T4574,4.139,4.158,3.896,4.06
T4575,4.244,4.158,3.896,3.968
T4576,4.307,4.158,3.896,3.915
T4577,4.28,4.158,3.896,3.938
T4578,4.182,4.158,3.896,4.022
T4579,4.191,4.158,3.896,4.014
T4580,4.262,4.158,3.896,3.953
T4581,4.191,4.158,3.896,4.014
T4582,4.088,4.158,3.896,4.106
T4583,3.983,4.158,3.896,4.205
T4584,3.929,4.158,3.896,4.258
T4585,3.839,4.158,3.896,4.349
T4586,3.81,4.158,3.896,4.38
T4587,3.767,4.158,3.896,4.426
T4588,3.753,4.158,3.896,4.441
T4589,3.753,4.158,3.896,4.441
T4590,3.898,4.158,3.896,4.288
T4591,3.891,4.158,3.896,4.296
T4592,3.975,4.158,3.896,4.212
T4593,4.13,4.158,3.896,4.067
T4594,4.217,4.158,3.896,3.991
T4595,4.244,4.158,3.896,3.968
T4596,4.244,4.158,3.896,3.968
T4597,4.289,4.158,3.896,3.93
T4598,4.354,4.158,3.896,3.877
T4599,4.392,4.158,3.896,3.846
T4600,4.373,4.158,3.896,3.862
T4601,4.373,4.158,3.896,3.862
T4602,4.382,4.158,3.896,3.854
T4603,4.316,4.158,3.896,3.907
T4604,4.28,4.158,3.896,3.938
T4605,4.235,4.158,3.896,3.976
T4606,4.199,4.158,3.896,4.006
T4607,4.199,4.158,3.896,4.006
T4608,4.199,4.158,3.896,4.006
T4609,4.208,4.158,3.896,3.999
T4610,4.226,4.158,3.896,3.984
T4611,4.199,4.158,3.896,4.006
T4612,4.208,4.158,3.896,3.999
T4613,4.253,4.241,3.896,3.961
T4614,4.105,4.241,3.896,4.09
T4615,4.031,4.241,3.896,4.159
T4616,4.039,4.241,3.896,4.151
T4617,4.064,4.241,3.896,4.128
T4618,4.08,4.241,3.896,4.113
T4619,4.097,4.241,3.896,4.098
T4620,4.097,4.241,3.896,4.098
T4621,4.191,4.241,3.896,4.014
T4622,4.344,4.241,3.896,3.885
T4623,4.307,4.241,3.896,3.915
T4624,4.411,4.241,3.896,3.831
T4625,4.48,4.241,3.896,3.778
T4626,4.46,4.241,3.896,3.793
T4627,4.45,4.241,3.896,3.801
T4628,4.335,4.241,3.896,3.892
T4629,4.226,4.241,3.896,3.984
T4630,4.113,4.241,3.896,4.083
T4631,4.031,4.241,3.896,4.159
T4632,3.944,4.241,3.896,4.243
T4633,3.868,4.241,3.896,4.319
T4634,3.861,4.241,3.896,4.326
T4635,3.861,4.241,3.896,4.326
T4636,3.853,4.241,3.896,4.334
T4637,3.861,4.241,3.896,4.326
T4638,3.96,4.241,3.896,4.227
T4639,4.072,4.241,3.896,4.121
T4640,4.088,4.241,3.896,4.106
T4641,4.217,4.241,3.896,3.991
T4642,4.122,4.241,3.896,4.075
T4643,4.156,4.241,3.896,4.045
T4644,4.262,4.241,3.896,3.953
T4645,4.392,4.241,3.896,3.846
T4646,4.271,4.241,3.896,3.945
T4647,4.147,4.241,3.896,4.052
T4648,4.271,4.241,3.896,3.945
T4649,3.983,4.241,3.896,4.205
T4650,4.064,4.241,3.896,4.128
T4651,4.13,4.241,3.896,4.067
T4652,4.139,4.241,3.896,4.06
T4653,4.047,4.241,3.896,4.144
T4654,3.967,4.241,3.896,4.22
T4655,3.921,4.241,3.896,4.266
T4656,3.868,4.241,3.896,4.319
T4657,3.868,4.241,3.896,4.319
T4658,3.846,4.241,3.896,4.342
T4659,3.824,4.241,3.896,4.365
T4660,3.817,4.241,3.896,4.372
T4661,3.81,4.241,3.896,4.38
T4662,3.883,4.241,3.896,4.304
T4663,3.967,4.241,3.896,4.22
T4664,4.015,4.241,3.896,4.174
T4665,4.088,4.241,3.896,4.106
T4666,4.147,4.241,3.896,4.052
T4667,4.217,4.241,3.896,3.991
T4668,4.262,4.241,3.896,3.953
T4669,4.335,4.241,3.896,3.892
T4670,4.411,4.241,3.896,3.831
T4671,4.45,4.241,3.896,3.801
T4672,4.47,4.241,3.896,3.785
T4673,4.44,4.241,3.896,3.808
T4674,4.411,4.241,3.896,3.831
T4675,4.354,4.241,3.896,3.877
T4676,4.226,4.241,3.896,3.984
T4677,4.191,4.241,3.896,4.014
T4678,4.173,4.241,3.896,4.029
T4679,4.147,4.241,3.896,4.052
T4680,4.147,4.241,3.896,4.052
T4681,4.147,4.241,3.896,4.052
T4682,4.156,4.241,3.896,4.045
T4683,4.147,4.241,3.896,4.052
T4684,4.156,4.241,3.896,4.045
T4685,4.156,4.241,3.896,4.045
T4686,4.173,4.241,3.896,4.029
T4687,4.208,4.241,3.896,3.999
T4688,4.262,4.241,3.896,3.953
T4689,4.307,4.241,3.896,3.915
T4690,4.401,4.241,3.896,3.839
T4691,4.49,4.241,3.896,3.77
T4692,4.561,4.241,3.896,3.717
T4693,4.571,4.241,3.896,3.709
T4694,4.592,4.241,3.896,3.694
T4695,4.71,4.241,3.896,3.61
T4696,4.699,4.241,3.896,3.618
T4697,4.645,4.241,3.896,3.656
T4698,4.656,4.241,3.896,3.648
T4699,4.624,4.241,3.896,3.671
T4700,4.54,4.241,3.896,3.732
T4701,4.46,4.241,3.896,3.793
T4702,4.47,4.241,3.896,3.785
T4703,4.47,4.241,3.896,3.785
T4704,4.48,4.241,3.896,3.778
T4705,4.44,4.241,3.896,3.808
T4706,4.344,4.241,3.896,3.885
T4707,4.226,4.241,3.896,3.984
T4708,4.191,4.241,3.896,4.014
T4709,4.064,4.241,3.896,4.128
T4710,4.039,4.241,3.896,4.151
T4711,4.064,4.241,3.896,4.128
T4712,4.13,4.241,3.896,4.067
T4713,4.271,4.241,3.896,3.945
T4714,4.43,4.241,3.896,3.816
T4715,4.53,4.241,3.896,3.74
T4716,4.561,4.241,3.896,3.717
T4717,4.592,4.241,3.896,3.694
T4718,4.613,4.241,3.896,3.679
T4719,4.571,4.241,3.896,3.709
T4720,4.582,4.241,3.896,3.702
T4721,4.52,4.241,3.896,3.747
T4722,4.51,4.241,3.896,3.755
T4723,4.44,4.241,3.896,3.808
T4724,4.363,4.241,3.896,3.869
T4725,4.226,4.241,3.896,3.984
T4726,4.164,4.241,3.896,4.037
T4727,4.147,4.241,3.896,4.052
T4728,4.097,4.241,3.896,4.098
T4729,4.023,4.241,3.896,4.166
T4730,3.983,4.241,3.896,4.205
T4731,4.023,4.241,3.896,4.166
T4732,4.064,4.241,3.896,4.128
T4733,4.055,4.241,3.896,4.136
T4734,4.13,4.241,3.896,4.067
T4735,4.147,4.241,3.896,4.052
T4736,4.023,4.241,3.896,4.166
T4737,3.944,4.241,3.896,4.243
T4738,4.047,4.241,3.896,4.144
T4739,4.191,4.241,3.896,4.014
T4740,4.235,4.241,3.896,3.976
T4741,3.999,4.241,3.896,4.189
T4742,4.182,4.241,3.896,4.022
T4743,4.298,4.241,3.896,3.923
T4744,4.226,4.241,3.896,3.984
T4745,4.208,4.241,3.896,3.999
T4746,4.122,4.241,3.896,4.075
T4747,4.122,4.241,3.896,4.075
T4748,4.13,4.241,3.896,4.067
T4749,4.047,4.241,3.896,4.144
T4750,3.921,4.241,3.896,4.266
T4751,3.906,4.241,3.896,4.281
T4752,3.876,4.241,3.896,4.311
T4753,3.846,4.241,3.896,4.342
T4754,3.831,4.241,3.896,4.357
T4755,3.824,4.241,3.896,4.365
T4756,3.81,4.241,3.896,4.38
T4757,3.81,4.241,3.896,4.38
T4758,3.853,4.241,3.896,4.334
T4759,3.913,4.241,3.896,4.273
T4760,3.991,4.241,3.896,4.197
T4761,4.055,4.241,3.896,4.136
T4762,4.147,4.241,3.896,4.052
T4763,4.217,4.241,3.896,3.991
T4764,4.226,4.241,3.896,3.984
T4765,4.262,4.241,3.896,3.953
T4766,4.298,4.241,3.896,3.923
T4767,4.335,4.241,3.896,3.892
T4768,4.253,4.241,3.896,3.961
T4769,4.326,4.241,3.896,3.9
T4770,4.307,4.241,3.896,3.915
T4771,4.244,4.241,3.896,3.968
T4772,4.139,4.241,3.896,4.06
T4773,4.039,4.241,3.896,4.151
T4774,3.936,4.241,3.896,4.25
T4775,3.868,4.241,3.896,4.319
T4776,3.802,4.241,3.896,4.387
T4777,3.767,4.241,3.896,4.426
T4778,3.725,4.241,3.896,4.471
T4779,3.753,4.241,3.896,4.441
T4780,3.76,4.241,3.896,4.433
T4781,3.739,4.241,3.896,4.456
T4782,3.802,4.241,3.896,4.387
T4783,3.861,4.241,3.896,4.326
T4784,3.921,4.241,3.896,4.266
T4785,3.96,4.241,3.896,4.227
T4786,4.031,4.241,3.896,4.159
T4787,4.105,4.241,3.896,4.09
T4788,4.139,4.241,3.896,4.06
T4789,4.182,4.241,3.896,4.022
T4790,4.147,4.241,3.896,4.052
T4791,4.156,4.241,3.896,4.045
T4792,4.191,4.241,3.896,4.014
T4793,4.156,4.241,3.896,4.045
T4794,4.147,4.241,3.896,4.052
T4795,4.097,4.241,3.896,4.098
T4796,4.031,4.241,3.896,4.159
T4797,3.96,4.241,3.896,4.227
T4798,3.846,4.241,3.896,4.342
T4799,3.795,4.241,3.896,4.395
T4800,3.767,4.241,3.896,4.426
T4801,3.711,4.241,3.896,4.486
T4802,3.677,4.241,3.896,4.525
T4803,3.651,4.241,3.896,4.555
T4804,3.651,4.241,3.896,4.555
T4805,3.664,4.241,3.896,4.54
T4806,3.76,4.241,3.896,4.433
T4807,3.853,4.241,3.896,4.334
T4808,3.929,4.241,3.896,4.258
T4809,3.891,4.241,3.896,4.296
T4810,3.952,4.241,3.896,4.235
T4811,4.023,4.241,3.896,4.166
T4812,4.08,4.241,3.896,4.113
T4813,4.182,4.241,3.896,4.022
T4814,4.199,4.241,3.896,4.006
T4815,4.072,4.241,3.896,4.121
T4816,4.072,4.241,3.896,4.121
T4817,4.13,4.241,3.896,4.067
T4818,4.147,4.241,3.896,4.052
T4819,4.113,4.241,3.896,4.083
T4820,4.055,4.241,3.896,4.136
T4821,3.999,4.241,3.896,4.189
T4822,3.913,4.241,3.896,4.273
T4823,3.81,4.241,3.896,4.38
T4824,3.795,4.241,3.896,4.395
T4825,3.795,4.241,3.896,4.395
T4826,3.81,4.241,3.896,4.38
T4827,3.76,4.241,3.896,4.433
T4828,3.725,4.241,3.896,4.471
T4829,3.767,4.241,3.896,4.426
T4830,3.831,4.241,3.896,4.357
T4831,3.876,4.241,3.896,4.311
T4832,3.929,4.241,3.896,4.258
T4833,3.983,4.241,3.896,4.205
T4834,4.039,4.241,3.896,4.151
T4835,4.105,4.241,3.896,4.09
T4836,4.156,4.241,3.896,4.045
T4837,4.199,4.241,3.896,4.006
T4838,4.235,4.241,3.896,3.976
T4839,4.235,4.241,3.896,3.976
T4840,4.226,4.241,3.896,3.984
T4841,4.199,4.241,3.896,4.006
T4842,4.191,4.241,3.896,4.014
T4843,4.13,4.241,3.896,4.067
T4844,4.097,4.241,3.896,4.098
T4845,3.983,4.241,3.896,4.205
T4846,3.906,4.241,3.896,4.281
T4847,3.861,4.241,3.896,4.326
T4848,3.868,4.241,3.896,4.319
T4849,3.839,4.241,3.896,4.349
T4850,3.774,4.241,3.896,4.418
T4851,3.767,4.241,3.896,4.426
T4852,3.732,4.241,3.896,4.464
T4853,3.788,4.241,3.896,4.403
T4854,3.802,4.241,3.896,4.387
T4855,3.831,4.241,3.896,4.357
T4856,3.898,4.241,3.896,4.288
T4857,3.883,4.241,3.896,4.304
T4858,4.023,4.241,3.896,4.166
T4859,4.055,4.241,3.896,4.136
T4860,4.13,4.241,3.896,4.067
T4861,4.139,4.241,3.896,4.06
T4862,4.113,4.241,3.896,4.083
T4863,4.156,4.241,3.896,4.045
T4864,4.208,4.241,3.896,3.999
T4865,4.097,4.241,3.896,4.098
T4866,3.991,4.241,3.896,4.197
T4867,3.876,4.241,3.896,4.311
T4868,3.898,4.241,3.896,4.288
T4869,3.883,4.241,3.896,4.304
T4870,3.853,4.241,3.896,4.334
T4871,3.831,4.241,3.896,4.357
T4872,3.824,4.241,3.896,4.365
