timestep,HP - air,HP - seawater,HP - heat recovery,electric chiller
T2138,3.146,3.172,3.436,4.86
T2139,3.146,3.172,3.436,4.86
T2140,3.141,3.172,3.436,4.868
T2141,3.137,3.172,3.436,4.875
T2142,3.137,3.172,3.436,4.875
T2143,3.137,3.172,3.436,4.875
T2144,3.141,3.172,3.436,4.868
T2145,3.156,3.172,3.436,4.845
T2146,3.166,3.172,3.436,4.829
T2147,3.226,3.172,3.436,4.738
T2148,3.21,3.172,3.436,4.761
T2149,3.185,3.172,3.436,4.799
T2150,3.18,3.219,3.436,4.807
T2151,3.21,3.219,3.436,4.761
T2152,3.22,3.219,3.436,4.746
T2153,3.185,3.219,3.436,4.799
T2154,3.085,3.219,3.436,4.959
T2155,3.052,3.219,3.436,5.012
T2156,3.039,3.219,3.436,5.035
T2157,3.016,3.219,3.436,5.073
T2158,2.986,3.219,3.436,5.127
T2159,2.964,3.219,3.436,5.165
T2160,2.951,3.219,3.436,5.188
T2161,2.939,3.219,3.436,5.21
T2162,2.926,3.219,3.436,5.233
T2163,2.918,3.219,3.436,5.248
T2164,2.913,3.219,3.436,5.256
T2165,2.913,3.219,3.436,5.256
T2166,2.905,3.219,3.436,5.271
T2167,2.905,3.219,3.436,5.271
T2168,2.897,3.219,3.436,5.287
T2169,2.901,3.219,3.436,5.279
T2170,2.922,3.219,3.436,5.241
T2171,2.951,3.219,3.436,5.188
T2172,3.003,3.219,3.436,5.096
T2173,3.062,3.219,3.436,4.997
T2174,3.094,3.219,3.436,4.944
T2175,3.127,3.219,3.436,4.89
T2176,3.146,3.219,3.436,4.86
T2177,3.151,3.219,3.436,4.852
T2178,3.132,3.219,3.436,4.883
T2179,3.062,3.219,3.436,4.997
T2180,2.994,3.219,3.436,5.111
T2181,2.973,3.219,3.436,5.149
T2182,2.973,3.219,3.436,5.149
T2183,2.943,3.219,3.436,5.203
T2184,2.922,3.219,3.436,5.241
T2185,2.922,3.219,3.436,5.241
T2186,2.901,3.219,3.436,5.279
T2187,2.885,3.219,3.436,5.309
T2188,2.865,3.219,3.436,5.348
T2189,2.865,3.219,3.436,5.348
T2190,2.841,3.219,3.436,5.393
T2191,2.853,3.219,3.436,5.37
T2192,2.873,3.219,3.436,5.332
T2193,2.893,3.219,3.436,5.294
T2194,2.922,3.219,3.436,5.241
T2195,2.964,3.219,3.436,5.165
T2196,3.016,3.219,3.436,5.073
T2197,3.066,3.219,3.436,4.989
T2198,3.099,3.219,3.436,4.936
T2199,3.103,3.219,3.436,4.928
T2200,3.122,3.219,3.436,4.898
T2201,3.132,3.219,3.436,4.883
T2202,3.062,3.219,3.436,4.997
T2203,2.999,3.219,3.436,5.104
T2204,2.968,3.219,3.436,5.157
T2205,2.951,3.238,3.469,5.218
T2206,2.946,3.238,3.469,5.226
T2207,2.934,3.238,3.469,5.248
T2208,2.909,3.238,3.469,5.294
T2209,2.913,3.238,3.469,5.287
T2210,2.921,3.238,3.469,5.271
T2211,2.884,3.238,3.469,5.34
T2212,2.82,3.238,3.469,5.462
T2213,2.797,3.238,3.469,5.508
T2214,2.813,3.238,3.469,5.477
T2215,2.856,3.238,3.469,5.393
T2216,2.909,3.238,3.469,5.294
T2217,2.909,3.238,3.469,5.294
T2218,2.917,3.238,3.469,5.279
T2219,2.942,3.238,3.469,5.233
T2220,2.951,3.238,3.469,5.218
T2221,2.972,3.238,3.469,5.18
T2222,2.994,3.238,3.469,5.142
T2223,3.016,3.238,3.469,5.104
T2224,3.038,3.238,3.469,5.066
T2225,3.047,3.238,3.469,5.05
T2226,3.038,3.238,3.469,5.066
T2227,3.007,3.238,3.469,5.119
T2228,2.9,3.238,3.469,5.309
T2229,2.896,3.238,3.469,5.317
T2230,2.896,3.238,3.469,5.317
T2231,2.868,3.238,3.469,5.37
T2232,2.848,3.238,3.469,5.409
T2233,2.836,3.238,3.469,5.431
T2234,2.809,3.238,3.469,5.485
T2235,2.813,3.238,3.469,5.477
T2236,2.805,3.238,3.469,5.492
T2237,2.836,3.238,3.469,5.431
T2238,2.828,3.238,3.469,5.447
T2239,2.864,3.238,3.469,5.378
T2240,2.963,3.238,3.469,5.195
T2241,3.034,3.238,3.469,5.073
T2242,3.07,3.238,3.469,5.012
T2243,3.103,3.238,3.469,4.959
T2244,3.108,3.238,3.469,4.951
T2245,3.112,3.238,3.469,4.944
T2246,3.127,3.238,3.469,4.921
T2247,3.117,3.238,3.469,4.936
T2248,3.117,3.238,3.469,4.936
T2249,3.136,3.238,3.469,4.906
T2250,3.127,3.238,3.469,4.921
T2251,3.094,3.238,3.469,4.974
T2252,3.07,3.238,3.469,5.012
T2253,3.047,3.238,3.469,5.05
T2254,3.038,3.238,3.469,5.066
T2255,3.02,3.238,3.469,5.096
T2256,3.007,3.238,3.469,5.119
T2257,3.007,3.238,3.469,5.119
T2258,2.951,3.238,3.469,5.218
T2259,2.955,3.238,3.469,5.21
T2260,2.959,3.238,3.469,5.203
T2261,2.989,3.238,3.469,5.149
T2262,2.963,3.238,3.469,5.195
T2263,2.972,3.238,3.469,5.18
T2264,3.007,3.238,3.469,5.119
T2265,3.043,3.238,3.469,5.058
T2266,3.07,3.238,3.469,5.012
T2267,3.094,3.238,3.469,4.974
T2268,3.122,3.238,3.469,4.928
T2269,3.112,3.238,3.469,4.944
T2270,3.117,3.238,3.469,4.936
T2271,3.122,3.238,3.469,4.928
T2272,3.103,3.238,3.469,4.959
T2273,3.084,3.238,3.469,4.989
T2274,3.094,3.238,3.469,4.974
T2275,3.108,3.238,3.469,4.951
T2276,3.061,3.238,3.469,5.028
T2277,2.998,3.238,3.469,5.134
T2278,3.025,3.238,3.469,5.088
T2279,2.959,3.238,3.469,5.203
T2280,2.925,3.238,3.469,5.264
T2281,2.921,3.238,3.469,5.271
T2282,2.938,3.238,3.469,5.241
T2283,2.946,3.238,3.469,5.226
T2284,2.963,3.238,3.469,5.195
T2285,2.976,3.238,3.469,5.172
T2286,2.968,3.238,3.469,5.188
T2287,2.985,3.238,3.469,5.157
T2288,3.02,3.238,3.469,5.096
T2289,3.052,3.238,3.469,5.043
T2290,3.08,3.238,3.469,4.997
T2291,3.103,3.238,3.469,4.959
T2292,3.122,3.238,3.469,4.928
T2293,3.131,3.238,3.469,4.913
T2294,3.131,3.238,3.469,4.913
T2295,3.122,3.238,3.469,4.928
T2296,3.122,3.238,3.469,4.928
T2297,3.108,3.238,3.469,4.951
T2298,3.098,3.238,3.469,4.967
T2299,3.066,3.238,3.469,5.02
T2300,3.029,3.238,3.469,5.081
T2301,3.003,3.238,3.469,5.127
T2302,2.968,3.238,3.469,5.188
T2303,2.942,3.238,3.469,5.233
T2304,2.93,3.238,3.469,5.256
T2305,2.921,3.238,3.469,5.271
T2306,2.909,3.238,3.469,5.294
T2307,2.888,3.238,3.469,5.332
T2308,2.872,3.238,3.469,5.363
T2309,2.856,3.238,3.469,5.393
T2310,2.848,3.238,3.469,5.409
T2311,2.868,3.238,3.469,5.37
T2312,2.888,3.238,3.469,5.332
T2313,2.917,3.238,3.469,5.279
T2314,2.946,3.238,3.469,5.226
T2315,3.003,3.238,3.469,5.127
T2316,3.016,3.238,3.469,5.104
T2317,3.034,3.238,3.469,5.073
T2318,3.061,3.238,3.469,5.028
T2319,3.084,3.238,3.469,4.989
T2320,3.117,3.238,3.469,4.936
T2321,3.151,3.238,3.469,4.883
T2322,3.156,3.238,3.469,4.875
T2323,3.17,3.238,3.469,4.852
T2324,3.151,3.238,3.469,4.883
T2325,3.122,3.238,3.469,4.928
T2326,3.108,3.238,3.469,4.951
T2327,3.094,3.238,3.469,4.974
T2328,3.07,3.238,3.469,5.012
T2329,3.038,3.238,3.469,5.066
T2330,3.02,3.238,3.469,5.096
T2331,2.994,3.238,3.469,5.142
T2332,2.985,3.238,3.469,5.157
T2333,2.976,3.238,3.469,5.172
T2334,2.976,3.238,3.469,5.172
T2335,2.994,3.238,3.469,5.142
T2336,3.038,3.238,3.469,5.066
T2337,3.08,3.238,3.469,4.997
T2338,3.131,3.238,3.469,4.913
T2339,3.205,3.238,3.469,4.799
T2340,3.298,3.238,3.469,4.662
T2341,3.402,3.238,3.469,4.517
T2342,3.466,3.238,3.469,4.433
T2343,3.419,3.238,3.469,4.494
T2344,3.358,3.238,3.469,4.578
T2345,3.347,3.238,3.469,4.593
T2346,3.272,3.238,3.469,4.7
T2347,3.16,3.238,3.469,4.868
T2348,3.103,3.238,3.469,4.959
T2349,3.052,3.238,3.469,5.043
T2350,3.043,3.238,3.469,5.058
T2351,3.029,3.238,3.469,5.081
T2352,3.003,3.238,3.469,5.127
T2353,3.016,3.238,3.469,5.104
T2354,3.007,3.238,3.469,5.119
T2355,2.985,3.238,3.469,5.157
T2356,2.955,3.238,3.469,5.21
T2357,2.955,3.238,3.469,5.21
T2358,2.976,3.238,3.469,5.172
T2359,3.025,3.238,3.469,5.088
T2360,3.08,3.238,3.469,4.997
T2361,3.104,3.309,3.505,4.989
T2362,3.113,3.309,3.505,4.974
T2363,3.152,3.309,3.505,4.913
T2364,3.196,3.309,3.505,4.845
T2365,3.273,3.309,3.505,4.73
T2366,3.289,3.309,3.505,4.707
T2367,3.232,3.309,3.505,4.791
T2368,3.201,3.309,3.505,4.837
T2369,3.176,3.309,3.505,4.875
T2370,3.157,3.309,3.505,4.906
T2371,3.104,3.309,3.505,4.989
T2372,3.039,3.309,3.505,5.096
T2373,3.053,3.309,3.505,5.073
T2374,3.081,3.309,3.505,5.028
T2375,3.062,3.309,3.505,5.058
T2376,3.044,3.309,3.505,5.088
T2377,3.044,3.309,3.505,5.088
T2378,3.035,3.309,3.505,5.104
T2379,3.012,3.309,3.505,5.142
T2380,3.017,3.309,3.505,5.134
T2381,3.03,3.309,3.505,5.111
T2382,3.035,3.309,3.505,5.104
T2383,3.053,3.309,3.505,5.073
T2384,3.095,3.309,3.505,5.005
T2385,3.152,3.309,3.505,4.913
T2386,3.227,3.309,3.505,4.799
T2387,3.247,3.309,3.505,4.768
T2388,3.242,3.309,3.505,4.776
T2389,3.263,3.309,3.505,4.746
T2390,3.284,3.309,3.505,4.715
T2391,3.294,3.309,3.505,4.7
T2392,3.278,3.309,3.505,4.723
T2393,3.257,3.309,3.505,4.753
T2394,3.227,3.309,3.505,4.799
T2395,3.216,3.309,3.505,4.814
T2396,3.191,3.309,3.505,4.852
T2397,3.186,3.309,3.505,4.86
T2398,3.176,3.309,3.505,4.875
T2399,3.176,3.309,3.505,4.875
T2400,3.206,3.309,3.505,4.829
T2401,3.237,3.309,3.505,4.784
T2402,3.257,3.309,3.505,4.753
T2403,3.242,3.309,3.505,4.776
T2404,3.232,3.309,3.505,4.791
T2405,3.216,3.309,3.505,4.814
T2406,3.176,3.309,3.505,4.875
T2407,3.157,3.309,3.505,4.906
T2408,3.147,3.309,3.505,4.921
T2409,3.162,3.309,3.505,4.898
T2410,3.171,3.309,3.505,4.883
T2411,3.181,3.309,3.505,4.868
T2412,3.211,3.309,3.505,4.822
T2413,3.216,3.309,3.505,4.814
T2414,3.263,3.309,3.505,4.746
T2415,3.221,3.309,3.505,4.807
T2416,3.289,3.309,3.505,4.707
T2417,3.268,3.309,3.505,4.738
T2418,3.221,3.309,3.505,4.807
T2419,3.176,3.309,3.505,4.875
T2420,3.152,3.309,3.505,4.913
T2421,3.113,3.309,3.505,4.974
T2422,3.085,3.309,3.505,5.02
T2423,3.039,3.309,3.505,5.096
T2424,2.999,3.309,3.505,5.165
T2425,2.99,3.309,3.505,5.18
T2426,3.044,3.309,3.505,5.088
T2427,2.995,3.309,3.505,5.172
T2428,2.969,3.309,3.505,5.218
T2429,2.877,3.309,3.505,5.386
T2430,2.926,3.309,3.505,5.294
T2431,3.048,3.309,3.505,5.081
T2432,3.076,3.309,3.505,5.035
T2433,3.104,3.309,3.505,4.989
T2434,3.167,3.309,3.505,4.89
T2435,3.211,3.309,3.505,4.822
T2436,3.242,3.309,3.505,4.776
T2437,3.252,3.309,3.505,4.761
T2438,3.257,3.309,3.505,4.753
T2439,3.268,3.309,3.505,4.738
T2440,3.237,3.309,3.505,4.784
T2441,3.227,3.309,3.505,4.799
T2442,3.201,3.309,3.505,4.837
T2443,3.171,3.309,3.505,4.883
T2444,3.196,3.309,3.505,4.845
T2445,3.201,3.309,3.505,4.837
T2446,3.171,3.309,3.505,4.883
T2447,3.152,3.309,3.505,4.913
T2448,3.162,3.309,3.505,4.898
T2449,3.167,3.309,3.505,4.89
T2450,3.181,3.309,3.505,4.868
T2451,3.167,3.309,3.505,4.89
T2452,3.152,3.309,3.505,4.913
T2453,3.133,3.309,3.505,4.944
T2454,3.137,3.309,3.505,4.936
T2455,3.137,3.309,3.505,4.936
T2456,3.171,3.309,3.505,4.883
T2457,3.206,3.309,3.505,4.829
T2458,3.221,3.309,3.505,4.807
T2459,3.216,3.309,3.505,4.814
T2460,3.247,3.309,3.505,4.768
T2461,3.268,3.309,3.505,4.738
T2462,3.316,3.309,3.505,4.669
T2463,3.321,3.309,3.505,4.662
T2464,3.332,3.309,3.505,4.647
T2465,3.326,3.309,3.505,4.654
T2466,3.294,3.309,3.505,4.7
T2467,3.247,3.309,3.505,4.768
T2468,3.221,3.309,3.505,4.807
T2469,3.191,3.309,3.505,4.852
T2470,3.167,3.309,3.505,4.89
T2471,3.152,3.309,3.505,4.913
T2472,3.152,3.309,3.505,4.913
T2473,3.123,3.309,3.505,4.959
T2474,3.095,3.309,3.505,5.005
T2475,3.048,3.309,3.505,5.081
T2476,3.035,3.309,3.505,5.104
T2477,3.057,3.309,3.505,5.066
T2478,3.062,3.309,3.505,5.058
T2479,3.104,3.309,3.505,4.989
T2480,3.118,3.309,3.505,4.967
T2481,3.085,3.309,3.505,5.02
T2482,3.104,3.309,3.505,4.989
T2483,3.152,3.309,3.505,4.913
T2484,3.176,3.309,3.505,4.875
T2485,3.242,3.309,3.505,4.776
T2486,3.278,3.309,3.505,4.723
T2487,3.247,3.309,3.505,4.768
T2488,3.242,3.309,3.505,4.776
T2489,3.247,3.309,3.505,4.768
T2490,3.232,3.309,3.505,4.791
T2491,3.211,3.309,3.505,4.822
T2492,3.232,3.309,3.505,4.791
T2493,3.247,3.309,3.505,4.768
T2494,3.247,3.309,3.505,4.768
T2495,3.247,3.309,3.505,4.768
T2496,3.232,3.309,3.505,4.791
T2497,3.221,3.309,3.505,4.807
T2498,3.196,3.309,3.505,4.845
T2499,3.196,3.309,3.505,4.845
T2500,3.196,3.309,3.505,4.845
T2501,3.186,3.309,3.505,4.86
T2502,3.196,3.309,3.505,4.845
T2503,3.211,3.309,3.505,4.822
T2504,3.237,3.309,3.505,4.784
T2505,3.273,3.309,3.505,4.73
T2506,3.343,3.309,3.505,4.631
T2507,3.415,3.309,3.505,4.532
T2508,3.444,3.309,3.505,4.494
T2509,3.456,3.309,3.505,4.479
T2510,3.474,3.33,3.539,4.486
T2511,3.427,3.33,3.539,4.547
T2512,3.41,3.33,3.539,4.57
T2513,3.398,3.33,3.539,4.586
T2514,3.37,3.33,3.539,4.624
T2515,3.332,3.33,3.539,4.677
T2516,3.316,3.33,3.539,4.7
T2517,3.316,3.33,3.539,4.7
T2518,3.289,3.33,3.539,4.738
T2519,3.294,3.33,3.539,4.73
T2520,3.299,3.33,3.539,4.723
T2521,3.283,3.33,3.539,4.746
T2522,3.273,3.33,3.539,4.761
T2523,3.257,3.33,3.539,4.784
T2524,3.247,3.33,3.539,4.799
T2525,3.231,3.33,3.539,4.822
T2526,3.226,3.33,3.539,4.829
T2527,3.221,3.33,3.539,4.837
T2528,3.216,3.33,3.539,4.845
T2529,3.211,3.33,3.539,4.852
T2530,3.226,3.33,3.539,4.829
T2531,3.226,3.33,3.539,4.829
T2532,3.247,3.33,3.539,4.799
T2533,3.31,3.33,3.539,4.707
T2534,3.348,3.33,3.539,4.654
T2535,3.381,3.33,3.539,4.608
T2536,3.421,3.33,3.539,4.555
T2537,3.456,3.33,3.539,4.509
T2538,3.468,3.33,3.539,4.494
T2539,3.404,3.33,3.539,4.578
T2540,3.316,3.33,3.539,4.7
T2541,3.211,3.33,3.539,4.852
T2542,3.176,3.33,3.539,4.906
T2543,3.176,3.33,3.539,4.906
T2544,3.127,3.33,3.539,4.982
T2545,3.108,3.33,3.539,5.012
T2546,3.099,3.33,3.539,5.028
T2547,3.062,3.33,3.539,5.088
T2548,3.094,3.33,3.539,5.035
T2549,3.03,3.33,3.539,5.142
T2550,3.016,3.33,3.539,5.165
T2551,3.113,3.33,3.539,5.005
T2552,3.127,3.33,3.539,4.982
T2553,3.142,3.33,3.539,4.959
T2554,3.191,3.33,3.539,4.883
T2555,3.268,3.33,3.539,4.768
T2556,3.337,3.33,3.539,4.669
T2557,3.398,3.33,3.539,4.586
T2558,3.45,3.382,3.539,4.517
T2559,3.444,3.382,3.539,4.525
T2560,3.337,3.382,3.539,4.669
T2561,3.31,3.382,3.539,4.707
T2562,3.289,3.382,3.539,4.738
T2563,3.201,3.382,3.539,4.868
T2564,3.147,3.382,3.539,4.951
T2565,3.137,3.382,3.539,4.967
T2566,3.127,3.382,3.539,4.982
T2567,3.137,3.382,3.539,4.967
T2568,3.113,3.382,3.539,5.005
T2569,3.127,3.382,3.539,4.982
T2570,3.132,3.382,3.539,4.974
T2571,3.075,3.382,3.539,5.066
T2572,3.094,3.382,3.539,5.035
T2573,3.099,3.382,3.539,5.028
T2574,3.089,3.382,3.539,5.043
T2575,3.104,3.382,3.539,5.02
T2576,3.156,3.382,3.539,4.936
T2577,3.211,3.382,3.539,4.852
T2578,3.278,3.382,3.539,4.753
T2579,3.348,3.382,3.539,4.654
T2580,3.41,3.382,3.539,4.57
T2581,3.462,3.382,3.539,4.502
T2582,3.504,3.382,3.539,4.448
T2583,3.546,3.382,3.539,4.395
T2584,3.486,3.382,3.539,4.471
T2585,3.404,3.382,3.539,4.578
T2586,3.326,3.382,3.539,4.685
T2587,3.231,3.382,3.539,4.822
T2588,3.191,3.382,3.539,4.883
T2589,3.191,3.382,3.539,4.883
T2590,3.211,3.382,3.539,4.852
T2591,3.171,3.382,3.539,4.913
T2592,3.161,3.382,3.539,4.928
T2593,3.186,3.382,3.539,4.89
T2594,3.206,3.382,3.539,4.86
T2595,3.201,3.382,3.539,4.868
T2596,3.186,3.382,3.539,4.89
T2597,3.176,3.382,3.539,4.906
T2598,3.171,3.382,3.539,4.913
T2599,3.147,3.382,3.539,4.951
T2600,3.176,3.382,3.539,4.906
T2601,3.231,3.382,3.539,4.822
T2602,3.294,3.382,3.539,4.73
T2603,3.376,3.382,3.539,4.616
T2604,3.462,3.382,3.539,4.502
T2605,3.48,3.382,3.539,4.479
T2606,3.498,3.382,3.539,4.456
T2607,3.534,3.382,3.539,4.41
T2608,3.546,3.382,3.539,4.395
T2609,3.546,3.382,3.539,4.395
T2610,3.486,3.382,3.539,4.471
T2611,3.415,3.382,3.539,4.563
T2612,3.337,3.382,3.539,4.669
T2613,3.305,3.382,3.539,4.715
T2614,3.273,3.382,3.539,4.761
T2615,3.237,3.382,3.539,4.814
T2616,3.196,3.382,3.539,4.875
T2617,3.171,3.382,3.539,4.913
T2618,3.132,3.382,3.539,4.974
T2619,3.113,3.382,3.539,5.005
T2620,3.104,3.382,3.539,5.02
T2621,3.104,3.382,3.539,5.02
T2622,3.113,3.382,3.539,5.005
T2623,3.147,3.382,3.539,4.951
T2624,3.216,3.382,3.539,4.845
T2625,3.289,3.382,3.539,4.738
T2626,3.415,3.382,3.539,4.563
T2627,3.534,3.382,3.539,4.41
T2628,3.622,3.382,3.539,4.304
T2629,3.641,3.382,3.539,4.281
T2630,3.674,3.382,3.539,4.243
T2631,3.687,3.382,3.539,4.227
T2632,3.667,3.382,3.539,4.25
T2633,3.609,3.382,3.539,4.319
T2634,3.559,3.382,3.539,4.38
T2635,3.474,3.382,3.539,4.486
T2636,3.427,3.382,3.539,4.547
T2637,3.376,3.382,3.539,4.616
T2638,3.348,3.382,3.539,4.654
T2639,3.283,3.382,3.539,4.746
T2640,3.268,3.382,3.539,4.768
T2641,3.231,3.382,3.539,4.822
T2642,3.191,3.382,3.539,4.883
T2643,3.156,3.382,3.539,4.936
T2644,3.104,3.382,3.539,5.02
T2645,3.104,3.382,3.539,5.02
T2646,3.132,3.382,3.539,4.974
T2647,3.196,3.382,3.539,4.875
T2648,3.237,3.382,3.539,4.814
T2649,3.294,3.382,3.539,4.73
T2650,3.41,3.382,3.539,4.57
T2651,3.559,3.382,3.539,4.38
T2652,3.641,3.382,3.539,4.281
T2653,3.667,3.382,3.539,4.25
T2654,3.674,3.382,3.539,4.243
T2655,3.694,3.382,3.539,4.22
T2656,3.654,3.382,3.539,4.266
T2657,3.603,3.382,3.539,4.326
T2658,3.516,3.382,3.539,4.433
T2659,3.45,3.382,3.539,4.517
T2660,3.387,3.382,3.539,4.601
T2661,3.354,3.382,3.539,4.647
T2662,3.321,3.382,3.539,4.692
T2663,3.289,3.382,3.539,4.738
T2664,3.231,3.382,3.539,4.822
T2665,3.181,3.382,3.539,4.898
T2666,3.113,3.382,3.539,5.005
T2667,3.071,3.382,3.539,5.073
T2668,3.085,3.382,3.539,5.05
T2669,3.066,3.382,3.539,5.081
T2670,3.118,3.382,3.539,4.997
T2671,3.201,3.382,3.539,4.868
T2672,3.283,3.382,3.539,4.746
T2673,3.393,3.382,3.539,4.593
T2674,3.48,3.382,3.539,4.479
T2675,3.546,3.382,3.539,4.395
T2676,3.59,3.382,3.539,4.342
T2677,3.628,3.382,3.539,4.296
T2678,3.641,3.382,3.539,4.281
T2679,3.635,3.382,3.539,4.288
T2680,3.635,3.382,3.539,4.288
T2681,3.596,3.382,3.539,4.334
T2682,3.534,3.382,3.539,4.41
T2683,3.481,3.382,3.539,4.477
T2684,3.43,3.382,3.539,4.544
T2685,3.38,3.382,3.539,4.61
T2686,3.332,3.382,3.539,4.677
T2687,3.305,3.382,3.539,4.715
T2688,3.299,3.382,3.539,4.723
T2689,3.299,3.382,3.539,4.723
T2690,3.316,3.382,3.539,4.7
T2691,3.337,3.382,3.539,4.669
T2692,3.37,3.382,3.539,4.624
T2693,3.321,3.382,3.539,4.692
T2694,3.316,3.382,3.539,4.7
T2695,3.316,3.382,3.539,4.7
T2696,3.337,3.382,3.539,4.669
T2697,3.348,3.382,3.539,4.654
T2698,3.354,3.382,3.539,4.647
T2699,3.37,3.382,3.539,4.624
T2700,3.348,3.382,3.539,4.654
T2701,3.354,3.382,3.539,4.647
T2702,3.381,3.382,3.539,4.608
T2703,3.421,3.382,3.539,4.555
T2704,3.486,3.382,3.539,4.471
T2705,3.504,3.382,3.539,4.448
T2706,3.474,3.382,3.539,4.486
T2707,3.376,3.382,3.539,4.616
T2708,3.316,3.382,3.539,4.7
T2709,3.247,3.382,3.539,4.799
T2710,3.211,3.382,3.539,4.852
T2711,3.226,3.382,3.539,4.829
T2712,3.216,3.382,3.539,4.845
T2713,3.211,3.382,3.539,4.852
T2714,3.226,3.382,3.539,4.829
T2715,3.221,3.382,3.539,4.837
T2716,3.242,3.382,3.539,4.807
T2717,3.247,3.382,3.539,4.799
T2718,3.252,3.382,3.539,4.791
T2719,3.273,3.382,3.539,4.761
T2720,3.289,3.382,3.539,4.738
T2721,3.278,3.382,3.539,4.753
T2722,3.273,3.382,3.539,4.761
T2723,3.316,3.382,3.539,4.7
T2724,3.337,3.382,3.539,4.669
T2725,3.393,3.382,3.539,4.593
T2726,3.427,3.382,3.539,4.547
T2727,3.456,3.382,3.539,4.509
T2728,3.456,3.382,3.539,4.509
T2729,3.462,3.382,3.539,4.502
T2730,3.404,3.382,3.539,4.578
T2731,3.326,3.382,3.539,4.685
T2732,3.31,3.382,3.539,4.707
T2733,3.278,3.382,3.539,4.753
T2734,3.257,3.382,3.539,4.784
T2735,3.257,3.382,3.539,4.784
T2736,3.231,3.382,3.539,4.822
T2737,3.221,3.382,3.539,4.837
T2738,3.216,3.382,3.539,4.845
T2739,3.181,3.382,3.539,4.898
T2740,3.161,3.382,3.539,4.928
T2741,3.156,3.382,3.539,4.936
T2742,3.161,3.382,3.539,4.928
T2743,3.161,3.382,3.539,4.928
T2744,3.156,3.382,3.539,4.936
T2745,3.161,3.382,3.539,4.928
T2746,3.176,3.382,3.539,4.906
T2747,3.191,3.382,3.539,4.883
T2748,3.237,3.436,3.539,4.814
T2749,3.242,3.436,3.539,4.807
T2750,3.242,3.436,3.539,4.807
T2751,3.262,3.436,3.539,4.776
T2752,3.262,3.436,3.539,4.776
T2753,3.257,3.436,3.539,4.784
T2754,3.191,3.436,3.539,4.883
T2755,3.186,3.436,3.539,4.89
T2756,3.191,3.436,3.539,4.883
T2757,3.181,3.436,3.539,4.898
T2758,3.147,3.436,3.539,4.951
T2759,3.123,3.436,3.539,4.989
T2760,3.108,3.436,3.539,5.012
T2761,3.127,3.436,3.539,4.982
T2762,3.123,3.436,3.539,4.989
T2763,3.108,3.436,3.539,5.012
T2764,3.085,3.436,3.539,5.05
T2765,3.075,3.436,3.539,5.066
T2766,3.099,3.436,3.539,5.028
T2767,3.118,3.436,3.539,4.997
T2768,3.132,3.436,3.539,4.974
T2769,3.171,3.436,3.539,4.913
T2770,3.201,3.436,3.539,4.868
T2771,3.237,3.436,3.539,4.814
T2772,3.262,3.436,3.539,4.776
T2773,3.31,3.436,3.539,4.707
T2774,3.326,3.436,3.539,4.685
T2775,3.348,3.436,3.539,4.654
T2776,3.326,3.436,3.539,4.685
T2777,3.321,3.436,3.539,4.692
T2778,3.273,3.436,3.539,4.761
T2779,3.237,3.436,3.539,4.814
T2780,3.186,3.436,3.539,4.89
T2781,3.142,3.436,3.539,4.959
T2782,3.094,3.436,3.539,5.035
T2783,3.066,3.436,3.539,5.081
T2784,3.043,3.436,3.539,5.119
T2785,3.034,3.436,3.539,5.134
T2786,3.012,3.436,3.539,5.172
T2787,2.999,3.436,3.539,5.195
T2788,3.003,3.436,3.539,5.188
T2789,3.003,3.436,3.539,5.188
T2790,3.03,3.436,3.539,5.142
T2791,3.071,3.436,3.539,5.073
T2792,3.127,3.436,3.539,4.982
T2793,3.176,3.436,3.539,4.906
T2794,3.226,3.436,3.539,4.829
T2795,3.278,3.459,3.574,4.784
T2796,3.315,3.459,3.574,4.73
T2797,3.343,3.459,3.574,4.692
T2798,3.359,3.459,3.574,4.669
T2799,3.398,3.459,3.574,4.616
T2800,3.393,3.459,3.574,4.624
T2801,3.381,3.459,3.574,4.639
T2802,3.354,3.459,3.574,4.677
T2803,3.305,3.459,3.574,4.746
T2804,3.257,3.459,3.574,4.814
T2805,3.171,3.459,3.574,4.944
T2806,3.113,3.459,3.574,5.035
T2807,3.098,3.459,3.574,5.058
T2808,3.057,3.459,3.574,5.127
T2809,3.016,3.459,3.574,5.195
T2810,2.972,3.459,3.574,5.271
T2811,2.95,3.459,3.574,5.309
T2812,2.946,3.459,3.574,5.317
T2813,2.921,3.459,3.574,5.363
T2814,2.937,3.459,3.574,5.332
T2815,3.103,3.459,3.574,5.05
T2816,3.191,3.459,3.574,4.913
T2817,3.236,3.459,3.574,4.845
T2818,3.257,3.459,3.574,4.814
T2819,3.273,3.459,3.574,4.791
T2820,3.289,3.459,3.574,4.768
T2821,3.315,3.459,3.574,4.73
T2822,3.321,3.459,3.574,4.723
T2823,3.315,3.459,3.574,4.73
T2824,3.31,3.459,3.574,4.738
T2825,3.315,3.459,3.574,4.73
T2826,3.326,3.459,3.574,4.715
T2827,3.315,3.459,3.574,4.73
T2828,3.289,3.459,3.574,4.768
T2829,3.262,3.459,3.574,4.807
T2830,3.241,3.459,3.574,4.837
T2831,3.226,3.459,3.574,4.86
T2832,3.206,3.459,3.574,4.89
T2833,3.132,3.459,3.574,5.005
T2834,3.089,3.459,3.574,5.073
T2835,3.038,3.459,3.574,5.157
