SelectedTimestamp,Affaldsenergianlæg,Kraftvarmeanlæg,Spidslastbiomasse,Spidslastgas,Spidslastolie,Elkedler,Varmepumper,Industrieloverskudsvarme,Overskudsvarmedatacentre,Biogas,Solvarme,CO2-Udledning
1/29/2025-13:00:00,327.72233327225,1343.97846476242,12.7123440105,14.523433288,13.2797263464167,0,8.67776179308333,7.54167457425,0.114188001,3.734155655,0,3.86462750016667
1/29/2025-14:00:00,323.509737650667,1342.87854003908,3.83523703241667,14.6033868789167,12.9481266339167,0,8.71553675341667,10.2229127884167,0.114188001,3.17605026566667,0,3.82332293183333
1/29/2025-15:00:00,317.478268941167,1320.67764282217,0.02165888375,14.7079802354167,12.9550208250833,0.0235295666666667,8.10493580491667,12.5612067381667,0.114188001,2.22588586808333,0,3.86804711825
1/29/2025-16:00:00,317.854461669833,1298.75138346375,0,14.6284346580833,12.922988097,0,8.1440208355,13.5867960453333,0.114188001,2.20366889258333,0,3.9193781415
1/29/2025-17:00:00,297.714276631667,1309.01829020175,0,14.7495292028333,12.92494455975,0,8.25584435458333,9.7717962265,0.114188001,2.31558783858333,0,3.84559770433333
1/29/2025-18:00:00,267.666015625083,1223.86564127592,0,14.6881274383333,12.9013098875833,0,8.51593255991667,7.8602721295,0.114188001,2.81863683466667,0,3.92447171608333
1/29/2025-19:00:00,214.689384460417,1203.50389607742,0,14.61474235875,12.9341978230833,0,8.71202150975,7.68516969691667,0.114188001,3.18296698733333,0,3.84311215075
1/29/2025-20:00:00,222.399201710917,1176.98937988292,0,14.65220507,12.9248569806667,0,8.33119932791667,8.12783602875,0.114188001,2.94396223616667,0,3.91477390133333
1/29/2025-21:00:00,208.9131914775,1174.72786458317,0,14.0125195185,13.08376201,0,8.53451768566667,7.49676275266667,0.114188001,2.82258828475,0,3.85046960916667
1/29/2025-22:00:00,227.0853945415,1202.08796183292,0,23.09053723025,14.4725874264167,0,8.24141756691667,9.756032745,0.114188001,3.26670491691667,0,4.39499012633333
1/29/2025-23:00:00,229.131080627417,1222.92118326808,0,29.5160830815833,13.2368959585833,0,8.691489776,10.4544077715,0.114188001,3.45671729241667,0,4.53274532158333
1/30/2025-00:00:00,227.114954630417,1298.73493448908,0,21.4187270800833,13.215148131,0,9.51287571591667,11.9261482555833,0.114188001,3.09533311925,0,4.02836515508333
1/30/2025-01:00:00,224.936286926167,1310.359161377,0,5.18853914816667,8.32764760641667,14.8401500980833,11.43441724775,12.8810110093333,0.114188001,3.25345498316667,0,3.02359682316667
1/30/2025-02:00:00,227.655498504667,1344.7399902345,0,0.100000002,5.915410161,35.1255332629167,10.6939725081667,14.2160549164167,0.114188001,3.37883255891667,0,2.78142233691667
