T,G_HR,value
T0001,HR_DC,47.58564813998511
T0002,HR_DC,47.58564813998511
T0003,HR_DC,47.58564813998511
T0004,HR_DC,47.58564813998511
T0005,HR_DC,47.58564813998511
T0006,HR_DC,47.58564813998511
T0007,HR_DC,47.58564813998511
T0008,HR_DC,47.58564813998511
T0009,HR_DC,47.58564813998511
T0010,HR_DC,47.58564813998511
T0011,HR_DC,47.58564813998511
T0012,HR_DC,47.58564813998511
T0013,HR_DC,47.58564813998511
T0014,HR_DC,47.58564813998511
T0015,HR_DC,47.58564813998511
T0016,HR_DC,47.58564813998511
T0017,HR_DC,47.58564813998511
T0018,HR_DC,47.58564813998511
T0019,HR_DC,47.58564813998511
T0020,HR_DC,47.58564813998511
T0021,HR_DC,47.58564813998511
T0022,HR_DC,47.58564813998511
T0023,HR_DC,47.58564813998511
T0024,HR_DC,47.58564813998511
T0025,HR_DC,47.58564813998511
T0026,HR_DC,47.58564813998511
T0027,HR_DC,47.58564813998511
T0028,HR_DC,47.58564813998511
T0029,HR_DC,47.58564813998511
T0030,HR_DC,47.58564813998511
T0031,HR_DC,47.58564813998511
T0032,HR_DC,47.58564813998511
T0033,HR_DC,47.58564813998511
T0034,HR_DC,47.58564813998511
T0035,HR_DC,47.58564813998511
T0036,HR_DC,47.58564813998511
T0037,HR_DC,47.58564813998511
T0038,HR_DC,47.58564813998511
T0039,HR_DC,47.58564813998511
T0040,HR_DC,47.58564813998511
T0041,HR_DC,47.58564813998511
T0042,HR_DC,47.58564813998511
T0043,HR_DC,47.58564813998511
T0044,HR_DC,47.58564813998511
T0045,HR_DC,47.58564813998511
T0046,HR_DC,47.58564813998511
T0047,HR_DC,47.58564813998511
T0048,HR_DC,47.58564813998511
T0049,HR_DC,47.58564813998511
T0050,HR_DC,47.58564813998511
T0051,HR_DC,47.58564813998511
T0052,HR_DC,47.58564813998511
T0053,HR_DC,47.58564813998511
T0054,HR_DC,47.58564813998511
T0055,HR_DC,47.58564813998511
T0056,HR_DC,47.58564813998511
T0057,HR_DC,47.58564813998511
T0058,HR_DC,47.58564813998511
T0059,HR_DC,47.58564813998511
T0060,HR_DC,47.58564813998511
T0061,HR_DC,47.58564813998511
T0062,HR_DC,47.58564813998511
T0063,HR_DC,47.58564813998511
T0064,HR_DC,47.58564813998511
T0065,HR_DC,47.58564813998511
T0066,HR_DC,47.58564813998511
T0067,HR_DC,47.58564813998511
T0068,HR_DC,47.58564813998511
T0069,HR_DC,47.58564813998511
T0070,HR_DC,47.58564813998511
T0071,HR_DC,47.58564813998511
T0072,HR_DC,47.58564813998511
T0073,HR_DC,47.58564813998511
T0074,HR_DC,47.58564813998511
T0075,HR_DC,47.58564813998511
T0076,HR_DC,47.58564813998511
T0077,HR_DC,47.58564813998511
T0078,HR_DC,47.58564813998511
T0079,HR_DC,47.58564813998511
T0080,HR_DC,47.58564813998511
T0081,HR_DC,47.58564813998511
T0082,HR_DC,47.58564813998511
T0083,HR_DC,47.58564813998511
T0084,HR_DC,47.58564813998511
T0085,HR_DC,47.58564813998511
T0086,HR_DC,47.58564813998511
T0087,HR_DC,47.58564813998511
T0088,HR_DC,47.58564813998511
T0089,HR_DC,47.58564813998511
T0090,HR_DC,47.58564813998511
T0091,HR_DC,47.58564813998511
T0092,HR_DC,47.58564813998511
T0093,HR_DC,47.58564813998511
T0094,HR_DC,47.58564813998511
T0095,HR_DC,47.58564813998511
T0096,HR_DC,47.58564813998511
T0097,HR_DC,47.58564813998511
T0098,HR_DC,47.58564813998511
T0099,HR_DC,47.58564813998511
T0100,HR_DC,47.58564813998511
T0101,HR_DC,47.58564813998511
T0102,HR_DC,47.58564813998511
T0103,HR_DC,47.58564813998511
T0104,HR_DC,47.58564813998511
T0105,HR_DC,47.58564813998511
T0106,HR_DC,47.58564813998511
T0107,HR_DC,47.58564813998511
T0108,HR_DC,47.58564813998511
T0109,HR_DC,47.58564813998511
T0110,HR_DC,47.58564813998511
T0111,HR_DC,47.58564813998511
T0112,HR_DC,47.58564813998511
T0113,HR_DC,47.58564813998511
T0114,HR_DC,47.58564813998511
T0115,HR_DC,47.58564813998511
T0116,HR_DC,47.58564813998511
T0117,HR_DC,47.58564813998511
T0118,HR_DC,47.58564813998511
T0119,HR_DC,47.58564813998511
T0120,HR_DC,47.58564813998511
T0121,HR_DC,47.58564813998511
T0122,HR_DC,47.58564813998511
T0123,HR_DC,47.58564813998511
T0124,HR_DC,47.58564813998511
T0125,HR_DC,47.58564813998511
T0126,HR_DC,47.58564813998511
T0127,HR_DC,47.58564813998511
T0128,HR_DC,47.58564813998511
T0129,HR_DC,47.58564813998511
T0130,HR_DC,47.58564813998511
T0131,HR_DC,47.58564813998511
T0132,HR_DC,47.58564813998511
T0133,HR_DC,47.58564813998511
T0134,HR_DC,47.58564813998511
T0135,HR_DC,47.58564813998511
T0136,HR_DC,47.58564813998511
T0137,HR_DC,47.58564813998511
T0138,HR_DC,47.58564813998511
T0139,HR_DC,47.58564813998511
T0140,HR_DC,47.58564813998511
T0141,HR_DC,47.58564813998511
T0142,HR_DC,47.58564813998511
T0143,HR_DC,47.58564813998511
T0144,HR_DC,47.58564813998511
T0145,HR_DC,47.58564813998511
T0146,HR_DC,47.58564813998511
T0147,HR_DC,47.58564813998511
T0148,HR_DC,47.58564813998511
T0149,HR_DC,47.58564813998511
T0150,HR_DC,47.58564813998511
T0151,HR_DC,47.58564813998511
T0152,HR_DC,47.58564813998511
T0153,HR_DC,47.58564813998511
T0154,HR_DC,47.58564813998511
T0155,HR_DC,47.58564813998511
T0156,HR_DC,47.58564813998511
T0157,HR_DC,47.58564813998511
T0158,HR_DC,47.58564813998511
T0159,HR_DC,47.58564813998511
T0160,HR_DC,47.58564813998511
T0161,HR_DC,47.58564813998511
T0162,HR_DC,47.58564813998511
T0163,HR_DC,47.58564813998511
T0164,HR_DC,47.58564813998511
T0165,HR_DC,47.58564813998511
T0166,HR_DC,47.58564813998511
T0167,HR_DC,47.58564813998511
T0168,HR_DC,47.58564813998511
T0169,HR_DC,47.58564813998511
T0170,HR_DC,47.58564813998511
T0171,HR_DC,47.58564813998511
T0172,HR_DC,47.58564813998511
T0173,HR_DC,47.58564813998511
T0174,HR_DC,47.58564813998511
T0175,HR_DC,47.58564813998511
T0176,HR_DC,47.58564813998511
T0177,HR_DC,47.58564813998511
T0178,HR_DC,47.58564813998511
T0179,HR_DC,47.58564813998511
T0180,HR_DC,47.58564813998511
T0181,HR_DC,47.58564813998511
T0182,HR_DC,47.58564813998511
T0183,HR_DC,47.58564813998511
T0184,HR_DC,47.58564813998511
T0185,HR_DC,47.58564813998511
T0186,HR_DC,47.58564813998511
T0187,HR_DC,47.58564813998511
T0188,HR_DC,47.58564813998511
T0189,HR_DC,47.58564813998511
T0190,HR_DC,47.58564813998511
T0191,HR_DC,47.58564813998511
T0192,HR_DC,47.58564813998511
T0193,HR_DC,47.58564813998511
T0194,HR_DC,47.58564813998511
T0195,HR_DC,47.58564813998511
T0196,HR_DC,47.58564813998511
T0197,HR_DC,47.58564813998511
T0198,HR_DC,47.58564813998511
