project,name,country,policy
SAEP2021,DEsoc,DE,socioeconomic
SAEP2021,DEtax,DE,taxation
SAEP2021,DEsup,DE,support
SAEP2021,DKsoc,DK,socioeconomic
SAEP2021,DKtax,DK,taxation
SAEP2021,DKsup,DK,support
SAEP2021,FRsoc,FR,socioeconomic
SAEP2021,FRtax,FR,taxation
SAEP2021,FRsup,FR,support
