T0001,114.806086
T0002,114.806086
T0003,114.806086
T0004,114.806086
T0005,114.806086
T0006,114.806086
T0007,114.806086
T0008,114.806086
T0009,114.806086
T0010,114.806086
T0011,114.806086
T0012,114.806086
T0013,114.806086
T0014,114.806086
T0015,114.806086
T0016,114.806086
T0017,114.806086
T0018,114.806086
T0019,114.806086
T0020,114.806086
T0021,114.806086
T0022,114.806086
T0023,114.806086
T0024,114.806086
T0025,114.806086
T0026,114.806086
T0027,114.806086
T0028,114.806086
T0029,114.806086
T0030,114.806086
T0031,114.806086
T0032,114.806086
T0033,114.806086
T0034,114.806086
T0035,114.806086
T0036,114.806086
T0037,114.806086
T0038,114.806086
T0039,114.806086
T0040,114.806086
T0041,114.806086
T0042,114.806086
T0043,114.806086
T0044,114.806086
T0045,114.806086
T0046,114.806086
T0047,114.806086
T0048,114.806086
T0049,114.806086
T0050,114.806086
T0051,114.806086
T0052,114.806086
T0053,114.806086
T0054,114.806086
T0055,114.806086
T0056,114.806086
T0057,114.806086
T0058,114.806086
T0059,114.806086
T0060,114.806086
T0061,114.806086
T0062,114.806086
T0063,114.806086
T0064,114.806086
T0065,114.806086
T0066,114.806086
T0067,114.806086
T0068,114.806086
T0069,114.806086
T0070,114.806086
T0071,114.806086
T0072,114.806086
T0073,114.806086
T0074,114.806086
T0075,114.806086
T0076,114.806086
T0077,114.806086
T0078,114.806086
T0079,114.806086
T0080,114.806086
T0081,114.806086
T0082,114.806086
T0083,114.806086
T0084,114.806086
T0085,114.806086
T0086,114.806086
T0087,114.806086
T0088,114.806086
T0089,114.806086
T0090,114.806086
T0091,114.806086
T0092,114.806086
T0093,114.806086
T0094,114.806086
T0095,114.806086
T0096,114.806086
T0097,114.806086
T0098,114.806086
T0099,114.806086
T0100,114.806086
T0101,114.806086
T0102,114.806086
T0103,114.806086
T0104,114.806086
T0105,114.806086
T0106,114.806086
T0107,114.806086
T0108,114.806086
T0109,114.806086
T0110,114.806086
T0111,114.806086
T0112,114.806086
T0113,114.806086
T0114,114.806086
T0115,114.806086
T0116,114.806086
T0117,114.806086
T0118,114.806086
T0119,114.806086
T0120,114.806086
T0121,114.806086
T0122,114.806086
T0123,114.806086
T0124,114.806086
T0125,114.806086
T0126,114.806086
T0127,114.806086
T0128,114.806086
T0129,114.806086
