project,name,country,policy
SADR02,DEsoc,DE,socioeconomic
SADR02,DEtax,DE,taxation
SADR02,DEsup,DE,support
SADR02,DKsoc,DK,socioeconomic
SADR02,DKtax,DK,taxation
SADR02,DKsup,DK,support
SADR02,FRsoc,FR,socioeconomic
SADR02,FRtax,FR,taxation
SADR02,FRsup,FR,support
