timestep,HOB_EL,HP_AMBIENT,HP_PROCESS,ELECTRIC_CHILLER,FREE_COOLING,HP_RECOVERY
T1838,22.7,28.93,28.93,28.93,28.93,28.93
T1839,22.7,28.93,28.93,28.93,28.93,28.93
T1840,22.7,28.93,28.93,28.93,28.93,28.93
T1841,22.7,28.93,28.93,28.93,28.93,28.93
T1842,20.39,23.5,23.5,23.5,23.5,23.5
T1843,20.39,23.5,23.5,23.5,23.5,23.5
T1844,20.39,23.5,23.5,23.5,23.5,23.5
T1845,19.24,19.9,19.9,19.9,19.9,19.9
T1846,19.24,19.9,19.9,19.9,19.9,19.9
T1847,19.24,19.9,19.9,19.9,19.9,19.9
T1848,19.24,19.9,19.9,19.9,19.9,19.9
T1849,19.24,19.9,19.9,19.9,19.9,19.9
T1850,19.24,19.9,19.9,19.9,19.9,19.9
T1851,22.7,28.93,28.93,28.93,28.93,28.93
T1852,22.7,28.93,28.93,28.93,28.93,28.93
T1853,22.7,28.93,28.93,28.93,28.93,28.93
T1854,22.7,28.93,28.93,28.93,28.93,28.93
T1855,22.7,28.93,28.93,28.93,28.93,28.93
T1856,22.7,28.93,28.93,28.93,28.93,28.93
T1857,22.7,28.93,28.93,28.93,28.93,28.93
T1858,22.7,28.93,28.93,28.93,28.93,28.93
T1859,22.7,28.93,28.93,28.93,28.93,28.93
T1860,22.7,28.93,28.93,28.93,28.93,28.93
T1861,22.7,28.93,28.93,28.93,28.93,28.93
T1862,22.7,28.93,28.93,28.93,28.93,28.93
T1863,22.7,28.93,28.93,28.93,28.93,28.93
T1864,22.7,28.93,28.93,28.93,28.93,28.93
T1865,22.7,28.93,28.93,28.93,28.93,28.93
T1866,20.39,23.5,23.5,23.5,23.5,23.5
T1867,20.39,23.5,23.5,23.5,23.5,23.5
T1868,20.39,23.5,23.5,23.5,23.5,23.5
T1869,19.24,19.9,19.9,19.9,19.9,19.9
T1870,19.24,19.9,19.9,19.9,19.9,19.9
T1871,19.24,19.9,19.9,19.9,19.9,19.9
T1872,19.24,19.9,19.9,19.9,19.9,19.9
T1873,19.24,19.9,19.9,19.9,19.9,19.9
T1874,19.24,19.9,19.9,19.9,19.9,19.9
T1875,22.7,28.93,28.93,28.93,28.93,28.93
T1876,22.7,28.93,28.93,28.93,28.93,28.93
T1877,22.7,28.93,28.93,28.93,28.93,28.93
T1878,22.7,28.93,28.93,28.93,28.93,28.93
T1879,22.7,28.93,28.93,28.93,28.93,28.93
T1880,22.7,28.93,28.93,28.93,28.93,28.93
T1881,22.7,28.93,28.93,28.93,28.93,28.93
T1882,22.7,28.93,28.93,28.93,28.93,28.93
T1883,22.7,28.93,28.93,28.93,28.93,28.93
T1884,22.7,28.93,28.93,28.93,28.93,28.93
T1885,22.7,28.93,28.93,28.93,28.93,28.93
T1886,22.7,28.93,28.93,28.93,28.93,28.93
T1887,22.7,28.93,28.93,28.93,28.93,28.93
T1888,22.7,28.93,28.93,28.93,28.93,28.93
T1889,22.7,28.93,28.93,28.93,28.93,28.93
T1890,20.39,23.5,23.5,23.5,23.5,23.5
T1891,20.39,23.5,23.5,23.5,23.5,23.5
T1892,20.39,23.5,23.5,23.5,23.5,23.5
T1893,19.24,19.9,19.9,19.9,19.9,19.9
T1894,19.24,19.9,19.9,19.9,19.9,19.9
T1895,19.24,19.9,19.9,19.9,19.9,19.9
T1896,19.24,19.9,19.9,19.9,19.9,19.9
T1897,19.24,19.9,19.9,19.9,19.9,19.9
T1898,19.24,19.9,19.9,19.9,19.9,19.9
T1899,22.7,28.93,28.93,28.93,28.93,28.93
T1900,22.7,28.93,28.93,28.93,28.93,28.93
T1901,22.7,28.93,28.93,28.93,28.93,28.93
T1902,22.7,28.93,28.93,28.93,28.93,28.93
T1903,22.7,28.93,28.93,28.93,28.93,28.93
T1904,22.7,28.93,28.93,28.93,28.93,28.93
T1905,22.7,28.93,28.93,28.93,28.93,28.93
T1906,22.7,28.93,28.93,28.93,28.93,28.93
T1907,22.7,28.93,28.93,28.93,28.93,28.93
T1908,22.7,28.93,28.93,28.93,28.93,28.93
T1909,22.7,28.93,28.93,28.93,28.93,28.93
T1910,22.7,28.93,28.93,28.93,28.93,28.93
T1911,22.7,28.93,28.93,28.93,28.93,28.93
T1912,22.7,28.93,28.93,28.93,28.93,28.93
T1913,22.7,28.93,28.93,28.93,28.93,28.93
T1914,20.39,23.5,23.5,23.5,23.5,23.5
T1915,20.39,23.5,23.5,23.5,23.5,23.5
T1916,20.39,23.5,23.5,23.5,23.5,23.5
T1917,19.24,19.9,19.9,19.9,19.9,19.9
T1918,19.24,19.9,19.9,19.9,19.9,19.9
T1919,19.24,19.9,19.9,19.9,19.9,19.9
T1920,19.24,19.9,19.9,19.9,19.9,19.9
T1921,19.24,19.9,19.9,19.9,19.9,19.9
T1922,19.24,19.9,19.9,19.9,19.9,19.9
T1923,22.7,28.93,28.93,28.93,28.93,28.93
T1924,22.7,28.93,28.93,28.93,28.93,28.93
T1925,22.7,28.93,28.93,28.93,28.93,28.93
T1926,22.7,28.93,28.93,28.93,28.93,28.93
T1927,22.7,28.93,28.93,28.93,28.93,28.93
T1928,22.7,28.93,28.93,28.93,28.93,28.93
T1929,22.7,28.93,28.93,28.93,28.93,28.93
T1930,22.7,28.93,28.93,28.93,28.93,28.93
T1931,22.7,28.93,28.93,28.93,28.93,28.93
T1932,22.7,28.93,28.93,28.93,28.93,28.93
T1933,22.7,28.93,28.93,28.93,28.93,28.93
T1934,22.7,28.93,28.93,28.93,28.93,28.93
T1935,22.7,28.93,28.93,28.93,28.93,28.93
T1936,22.7,28.93,28.93,28.93,28.93,28.93
T1937,22.7,28.93,28.93,28.93,28.93,28.93
T1938,20.39,23.5,23.5,23.5,23.5,23.5
T1939,20.39,23.5,23.5,23.5,23.5,23.5
T1940,20.39,23.5,23.5,23.5,23.5,23.5
T1941,19.24,19.9,19.9,19.9,19.9,19.9
T1942,19.24,19.9,19.9,19.9,19.9,19.9
T1943,19.24,19.9,19.9,19.9,19.9,19.9
T1944,19.24,19.9,19.9,19.9,19.9,19.9
T1945,19.24,19.9,19.9,19.9,19.9,19.9
T1946,19.24,19.9,19.9,19.9,19.9,19.9
T1947,22.7,28.93,28.93,28.93,28.93,28.93
T1948,22.7,28.93,28.93,28.93,28.93,28.93
T1949,22.7,28.93,28.93,28.93,28.93,28.93
T1950,22.7,28.93,28.93,28.93,28.93,28.93
T1951,22.7,28.93,28.93,28.93,28.93,28.93
T1952,22.7,28.93,28.93,28.93,28.93,28.93
T1953,22.7,28.93,28.93,28.93,28.93,28.93
T1954,22.7,28.93,28.93,28.93,28.93,28.93
T1955,22.7,28.93,28.93,28.93,28.93,28.93
T1956,22.7,28.93,28.93,28.93,28.93,28.93
T1957,22.7,28.93,28.93,28.93,28.93,28.93
T1958,22.7,28.93,28.93,28.93,28.93,28.93
T1959,22.7,28.93,28.93,28.93,28.93,28.93
T1960,22.7,28.93,28.93,28.93,28.93,28.93
T1961,22.7,28.93,28.93,28.93,28.93,28.93
T1962,20.39,23.5,23.5,23.5,23.5,23.5
T1963,20.39,23.5,23.5,23.5,23.5,23.5
T1964,20.39,23.5,23.5,23.5,23.5,23.5
T1965,19.24,19.9,19.9,19.9,19.9,19.9
T1966,19.24,19.9,19.9,19.9,19.9,19.9
T1967,19.24,19.9,19.9,19.9,19.9,19.9
T1968,19.24,19.9,19.9,19.9,19.9,19.9
T1969,19.24,19.9,19.9,19.9,19.9,19.9
T1970,19.24,19.9,19.9,19.9,19.9,19.9
T1971,22.7,28.93,28.93,28.93,28.93,28.93
T1972,22.7,28.93,28.93,28.93,28.93,28.93
T1973,22.7,28.93,28.93,28.93,28.93,28.93
T1974,22.7,28.93,28.93,28.93,28.93,28.93
T1975,22.7,28.93,28.93,28.93,28.93,28.93
T1976,22.7,28.93,28.93,28.93,28.93,28.93
T1977,22.7,28.93,28.93,28.93,28.93,28.93
T1978,22.7,28.93,28.93,28.93,28.93,28.93
T1979,22.7,28.93,28.93,28.93,28.93,28.93
T1980,22.7,28.93,28.93,28.93,28.93,28.93
T1981,22.7,28.93,28.93,28.93,28.93,28.93
T1982,22.7,28.93,28.93,28.93,28.93,28.93
T1983,22.7,28.93,28.93,28.93,28.93,28.93
T1984,22.7,28.93,28.93,28.93,28.93,28.93
T1985,22.7,28.93,28.93,28.93,28.93,28.93
T1986,20.39,23.5,23.5,23.5,23.5,23.5
T1987,20.39,23.5,23.5,23.5,23.5,23.5
T1988,20.39,23.5,23.5,23.5,23.5,23.5
T1989,19.24,19.9,19.9,19.9,19.9,19.9
T1990,19.24,19.9,19.9,19.9,19.9,19.9
T1991,19.24,19.9,19.9,19.9,19.9,19.9
T1992,19.24,19.9,19.9,19.9,19.9,19.9
T1993,19.24,19.9,19.9,19.9,19.9,19.9
T1994,19.24,19.9,19.9,19.9,19.9,19.9
T1995,22.7,28.93,28.93,28.93,28.93,28.93
T1996,22.7,28.93,28.93,28.93,28.93,28.93
T1997,22.7,28.93,28.93,28.93,28.93,28.93
T1998,22.7,28.93,28.93,28.93,28.93,28.93
T1999,22.7,28.93,28.93,28.93,28.93,28.93
T2000,22.7,28.93,28.93,28.93,28.93,28.93
T2001,22.7,28.93,28.93,28.93,28.93,28.93
T2002,22.7,28.93,28.93,28.93,28.93,28.93
T2003,22.7,28.93,28.93,28.93,28.93,28.93
T2004,22.7,28.93,28.93,28.93,28.93,28.93
T2005,22.7,28.93,28.93,28.93,28.93,28.93
T2006,22.7,28.93,28.93,28.93,28.93,28.93
T2007,22.7,28.93,28.93,28.93,28.93,28.93
T2008,22.7,28.93,28.93,28.93,28.93,28.93
T2009,22.7,28.93,28.93,28.93,28.93,28.93
T2010,20.39,23.5,23.5,23.5,23.5,23.5
T2011,20.39,23.5,23.5,23.5,23.5,23.5
T2012,20.39,23.5,23.5,23.5,23.5,23.5
T2013,19.24,19.9,19.9,19.9,19.9,19.9
T2014,19.24,19.9,19.9,19.9,19.9,19.9
T2015,19.24,19.9,19.9,19.9,19.9,19.9
T2016,19.24,19.9,19.9,19.9,19.9,19.9
T2017,19.24,19.9,19.9,19.9,19.9,19.9
T2018,19.24,19.9,19.9,19.9,19.9,19.9
T2019,22.7,28.93,28.93,28.93,28.93,28.93
T2020,22.7,28.93,28.93,28.93,28.93,28.93
T2021,22.7,28.93,28.93,28.93,28.93,28.93
T2022,22.7,28.93,28.93,28.93,28.93,28.93
T2023,22.7,28.93,28.93,28.93,28.93,28.93
T2024,22.7,28.93,28.93,28.93,28.93,28.93
T2025,22.7,28.93,28.93,28.93,28.93,28.93
T2026,22.7,28.93,28.93,28.93,28.93,28.93
T2027,22.7,28.93,28.93,28.93,28.93,28.93
T2028,22.7,28.93,28.93,28.93,28.93,28.93
T2029,22.7,28.93,28.93,28.93,28.93,28.93
T2030,22.7,28.93,28.93,28.93,28.93,28.93
T2031,22.7,28.93,28.93,28.93,28.93,28.93
T2032,22.7,28.93,28.93,28.93,28.93,28.93
T2033,22.7,28.93,28.93,28.93,28.93,28.93
T2034,20.39,23.5,23.5,23.5,23.5,23.5
T2035,20.39,23.5,23.5,23.5,23.5,23.5
T2036,20.39,23.5,23.5,23.5,23.5,23.5
T2037,19.24,19.9,19.9,19.9,19.9,19.9
T2038,19.24,19.9,19.9,19.9,19.9,19.9
T2039,19.24,19.9,19.9,19.9,19.9,19.9
T2040,19.24,19.9,19.9,19.9,19.9,19.9
T2041,19.24,19.9,19.9,19.9,19.9,19.9
T2042,19.24,19.9,19.9,19.9,19.9,19.9
T2043,22.7,28.93,28.93,28.93,28.93,28.93
T2044,22.7,28.93,28.93,28.93,28.93,28.93
T2045,22.7,28.93,28.93,28.93,28.93,28.93
T2046,22.7,28.93,28.93,28.93,28.93,28.93
T2047,22.7,28.93,28.93,28.93,28.93,28.93
T2048,22.7,28.93,28.93,28.93,28.93,28.93
T2049,22.7,28.93,28.93,28.93,28.93,28.93
T2050,22.7,28.93,28.93,28.93,28.93,28.93
T2051,22.7,28.93,28.93,28.93,28.93,28.93
T2052,22.7,28.93,28.93,28.93,28.93,28.93
T2053,22.7,28.93,28.93,28.93,28.93,28.93
T2054,22.7,28.93,28.93,28.93,28.93,28.93
T2055,22.7,28.93,28.93,28.93,28.93,28.93
T2056,22.7,28.93,28.93,28.93,28.93,28.93
T2057,22.7,28.93,28.93,28.93,28.93,28.93
T2058,20.39,23.5,23.5,23.5,23.5,23.5
T2059,20.39,23.5,23.5,23.5,23.5,23.5
T2060,20.39,23.5,23.5,23.5,23.5,23.5
T2061,19.24,19.9,19.9,19.9,19.9,19.9
T2062,19.24,19.9,19.9,19.9,19.9,19.9
T2063,19.24,19.9,19.9,19.9,19.9,19.9
T2064,19.24,19.9,19.9,19.9,19.9,19.9
T2065,19.24,19.9,19.9,19.9,19.9,19.9
T2066,19.24,19.9,19.9,19.9,19.9,19.9
T2067,22.7,28.93,28.93,28.93,28.93,28.93
T2068,22.7,28.93,28.93,28.93,28.93,28.93
T2069,22.7,28.93,28.93,28.93,28.93,28.93
T2070,22.7,28.93,28.93,28.93,28.93,28.93
T2071,22.7,28.93,28.93,28.93,28.93,28.93
T2072,22.7,28.93,28.93,28.93,28.93,28.93
T2073,22.7,28.93,28.93,28.93,28.93,28.93
T2074,22.7,28.93,28.93,28.93,28.93,28.93
T2075,22.7,28.93,28.93,28.93,28.93,28.93
T2076,22.7,28.93,28.93,28.93,28.93,28.93
T2077,22.7,28.93,28.93,28.93,28.93,28.93
T2078,22.7,28.93,28.93,28.93,28.93,28.93
T2079,22.7,28.93,28.93,28.93,28.93,28.93
T2080,22.7,28.93,28.93,28.93,28.93,28.93
T2081,22.7,28.93,28.93,28.93,28.93,28.93
T2082,20.39,23.5,23.5,23.5,23.5,23.5
T2083,20.39,23.5,23.5,23.5,23.5,23.5
T2084,20.39,23.5,23.5,23.5,23.5,23.5
T2085,19.24,19.9,19.9,19.9,19.9,19.9
T2086,19.24,19.9,19.9,19.9,19.9,19.9
T2087,19.24,19.9,19.9,19.9,19.9,19.9
T2088,19.24,19.9,19.9,19.9,19.9,19.9
T2089,19.24,19.9,19.9,19.9,19.9,19.9
T2090,19.24,19.9,19.9,19.9,19.9,19.9
T2091,22.7,28.93,28.93,28.93,28.93,28.93
T2092,22.7,28.93,28.93,28.93,28.93,28.93
T2093,22.7,28.93,28.93,28.93,28.93,28.93
T2094,22.7,28.93,28.93,28.93,28.93,28.93
T2095,22.7,28.93,28.93,28.93,28.93,28.93
T2096,22.7,28.93,28.93,28.93,28.93,28.93
T2097,22.7,28.93,28.93,28.93,28.93,28.93
T2098,22.7,28.93,28.93,28.93,28.93,28.93
T2099,22.7,28.93,28.93,28.93,28.93,28.93
T2100,22.7,28.93,28.93,28.93,28.93,28.93
T2101,22.7,28.93,28.93,28.93,28.93,28.93
T2102,22.7,28.93,28.93,28.93,28.93,28.93
T2103,22.7,28.93,28.93,28.93,28.93,28.93
T2104,22.7,28.93,28.93,28.93,28.93,28.93
T2105,22.7,28.93,28.93,28.93,28.93,28.93
T2106,20.39,23.5,23.5,23.5,23.5,23.5
T2107,20.39,23.5,23.5,23.5,23.5,23.5
T2108,20.39,23.5,23.5,23.5,23.5,23.5
T2109,19.24,19.9,19.9,19.9,19.9,19.9
T2110,19.24,19.9,19.9,19.9,19.9,19.9
T2111,19.24,19.9,19.9,19.9,19.9,19.9
T2112,19.24,19.9,19.9,19.9,19.9,19.9
T2113,19.24,19.9,19.9,19.9,19.9,19.9
T2114,19.24,19.9,19.9,19.9,19.9,19.9
T2115,22.7,28.93,28.93,28.93,28.93,28.93
T2116,22.7,28.93,28.93,28.93,28.93,28.93
T2117,22.7,28.93,28.93,28.93,28.93,28.93
T2118,22.7,28.93,28.93,28.93,28.93,28.93
T2119,22.7,28.93,28.93,28.93,28.93,28.93
T2120,22.7,28.93,28.93,28.93,28.93,28.93
T2121,22.7,28.93,28.93,28.93,28.93,28.93
T2122,22.7,28.93,28.93,28.93,28.93,28.93
T2123,22.7,28.93,28.93,28.93,28.93,28.93
T2124,22.7,28.93,28.93,28.93,28.93,28.93
T2125,22.7,28.93,28.93,28.93,28.93,28.93
T2126,22.7,28.93,28.93,28.93,28.93,28.93
T2127,22.7,28.93,28.93,28.93,28.93,28.93
T2128,22.7,28.93,28.93,28.93,28.93,28.93
T2129,22.7,28.93,28.93,28.93,28.93,28.93
T2130,20.39,23.5,23.5,23.5,23.5,23.5
T2131,20.39,23.5,23.5,23.5,23.5,23.5
T2132,20.39,23.5,23.5,23.5,23.5,23.5
T2133,19.24,19.9,19.9,19.9,19.9,19.9
T2134,19.24,19.9,19.9,19.9,19.9,19.9
T2135,19.24,19.9,19.9,19.9,19.9,19.9
T2136,19.24,19.9,19.9,19.9,19.9,19.9
T2137,19.24,19.9,19.9,19.9,19.9,19.9
T2138,19.24,19.9,19.9,19.9,19.9,19.9
T2139,22.7,28.93,28.93,28.93,28.93,28.93
T2140,22.7,28.93,28.93,28.93,28.93,28.93
T2141,22.7,28.93,28.93,28.93,28.93,28.93
T2142,22.7,28.93,28.93,28.93,28.93,28.93
T2143,22.7,28.93,28.93,28.93,28.93,28.93
T2144,22.7,28.93,28.93,28.93,28.93,28.93
T2145,22.7,28.93,28.93,28.93,28.93,28.93
T2146,22.7,28.93,28.93,28.93,28.93,28.93
T2147,22.7,28.93,28.93,28.93,28.93,28.93
T2148,22.7,28.93,28.93,28.93,28.93,28.93
T2149,22.7,28.93,28.93,28.93,28.93,28.93
T2150,22.7,28.93,28.93,28.93,28.93,28.93
T2151,22.7,28.93,28.93,28.93,28.93,28.93
T2152,22.7,28.93,28.93,28.93,28.93,28.93
T2153,22.7,28.93,28.93,28.93,28.93,28.93
T2154,20.39,23.5,23.5,23.5,23.5,23.5
T2155,20.39,23.5,23.5,23.5,23.5,23.5
T2156,20.39,23.5,23.5,23.5,23.5,23.5
T2157,19.24,19.9,19.9,19.9,19.9,19.9
T2158,19.24,19.9,19.9,19.9,19.9,19.9
T2159,19.24,19.9,19.9,19.9,19.9,19.9
T2160,19.24,19.9,19.9,19.9,19.9,19.9
T2161,19.24,19.9,19.9,19.9,19.9,19.9
T2162,19.24,19.9,19.9,19.9,19.9,19.9
T2163,22.7,28.93,28.93,28.93,28.93,28.93
T2164,22.7,28.93,28.93,28.93,28.93,28.93
T2165,22.7,28.93,28.93,28.93,28.93,28.93
T2166,22.7,28.93,28.93,28.93,28.93,28.93
T2167,22.7,28.93,28.93,28.93,28.93,28.93
T2168,22.7,28.93,28.93,28.93,28.93,28.93
T2169,22.7,28.93,28.93,28.93,28.93,28.93
T2170,22.7,28.93,28.93,28.93,28.93,28.93
T2171,22.7,28.93,28.93,28.93,28.93,28.93
T2172,22.7,28.93,28.93,28.93,28.93,28.93
T2173,22.7,28.93,28.93,28.93,28.93,28.93
T2174,22.7,28.93,28.93,28.93,28.93,28.93
T2175,22.7,28.93,28.93,28.93,28.93,28.93
T2176,22.7,28.93,28.93,28.93,28.93,28.93
T2177,22.7,28.93,28.93,28.93,28.93,28.93
T2178,20.39,23.5,23.5,23.5,23.5,23.5
T2179,20.39,23.5,23.5,23.5,23.5,23.5
T2180,20.39,23.5,23.5,23.5,23.5,23.5
T2181,19.24,19.9,19.9,19.9,19.9,19.9
T2182,19.24,19.9,19.9,19.9,19.9,19.9
T2183,19.24,19.9,19.9,19.9,19.9,19.9
T2184,19.24,19.9,19.9,19.9,19.9,19.9
T2185,19.24,19.9,19.9,19.9,19.9,19.9
T2186,19.24,19.9,19.9,19.9,19.9,19.9
T2187,22.7,28.93,28.93,28.93,28.93,28.93
T2188,22.7,28.93,28.93,28.93,28.93,28.93
T2189,22.7,28.93,28.93,28.93,28.93,28.93
T2190,22.7,28.93,28.93,28.93,28.93,28.93
T2191,19.24,19.9,19.9,19.9,19.9,19.9
T2192,19.24,19.9,19.9,19.9,19.9,19.9
T2193,19.24,19.9,19.9,19.9,19.9,19.9
T2194,19.24,19.9,19.9,19.9,19.9,19.9
T2195,19.24,19.9,19.9,19.9,19.9,19.9
T2196,19.24,19.9,19.9,19.9,19.9,19.9
T2197,20.39,23.5,23.5,23.5,23.5,23.5
T2198,20.39,23.5,23.5,23.5,23.5,23.5
T2199,20.39,23.5,23.5,23.5,23.5,23.5
T2200,20.39,23.5,23.5,23.5,23.5,23.5
T2201,20.39,23.5,23.5,23.5,23.5,23.5
T2202,20.39,23.5,23.5,23.5,23.5,23.5
T2203,20.39,23.5,23.5,23.5,23.5,23.5
T2204,20.39,23.5,23.5,23.5,23.5,23.5
T2205,20.39,23.5,23.5,23.5,23.5,23.5
T2206,20.39,23.5,23.5,23.5,23.5,23.5
T2207,20.39,23.5,23.5,23.5,23.5,23.5
T2208,20.39,23.5,23.5,23.5,23.5,23.5
T2209,20.39,23.5,23.5,23.5,23.5,23.5
T2210,20.39,23.5,23.5,23.5,23.5,23.5
T2211,20.39,23.5,23.5,23.5,23.5,23.5
T2212,20.39,23.5,23.5,23.5,23.5,23.5
T2213,20.39,23.5,23.5,23.5,23.5,23.5
T2214,20.39,23.5,23.5,23.5,23.5,23.5
T2215,19.24,19.9,19.9,19.9,19.9,19.9
T2216,19.24,19.9,19.9,19.9,19.9,19.9
T2217,19.24,19.9,19.9,19.9,19.9,19.9
T2218,19.24,19.9,19.9,19.9,19.9,19.9
T2219,19.24,19.9,19.9,19.9,19.9,19.9
T2220,19.24,19.9,19.9,19.9,19.9,19.9
T2221,20.39,23.5,23.5,23.5,23.5,23.5
T2222,20.39,23.5,23.5,23.5,23.5,23.5
T2223,20.39,23.5,23.5,23.5,23.5,23.5
T2224,20.39,23.5,23.5,23.5,23.5,23.5
T2225,20.39,23.5,23.5,23.5,23.5,23.5
T2226,20.39,23.5,23.5,23.5,23.5,23.5
T2227,20.39,23.5,23.5,23.5,23.5,23.5
T2228,20.39,23.5,23.5,23.5,23.5,23.5
T2229,20.39,23.5,23.5,23.5,23.5,23.5
T2230,20.39,23.5,23.5,23.5,23.5,23.5
T2231,20.39,23.5,23.5,23.5,23.5,23.5
T2232,20.39,23.5,23.5,23.5,23.5,23.5
T2233,20.39,23.5,23.5,23.5,23.5,23.5
T2234,20.39,23.5,23.5,23.5,23.5,23.5
T2235,20.39,23.5,23.5,23.5,23.5,23.5
T2236,20.39,23.5,23.5,23.5,23.5,23.5
T2237,20.39,23.5,23.5,23.5,23.5,23.5
T2238,20.39,23.5,23.5,23.5,23.5,23.5
T2239,19.24,19.9,19.9,19.9,19.9,19.9
T2240,19.24,19.9,19.9,19.9,19.9,19.9
T2241,19.24,19.9,19.9,19.9,19.9,19.9
T2242,19.24,19.9,19.9,19.9,19.9,19.9
T2243,19.24,19.9,19.9,19.9,19.9,19.9
T2244,19.24,19.9,19.9,19.9,19.9,19.9
T2245,20.39,23.5,23.5,23.5,23.5,23.5
T2246,20.39,23.5,23.5,23.5,23.5,23.5
T2247,20.39,23.5,23.5,23.5,23.5,23.5
T2248,20.39,23.5,23.5,23.5,23.5,23.5
T2249,20.39,23.5,23.5,23.5,23.5,23.5
T2250,20.39,23.5,23.5,23.5,23.5,23.5
T2251,20.39,23.5,23.5,23.5,23.5,23.5
T2252,20.39,23.5,23.5,23.5,23.5,23.5
T2253,20.39,23.5,23.5,23.5,23.5,23.5
T2254,20.39,23.5,23.5,23.5,23.5,23.5
T2255,20.39,23.5,23.5,23.5,23.5,23.5
T2256,20.39,23.5,23.5,23.5,23.5,23.5
T2257,20.39,23.5,23.5,23.5,23.5,23.5
T2258,20.39,23.5,23.5,23.5,23.5,23.5
T2259,20.39,23.5,23.5,23.5,23.5,23.5
T2260,20.39,23.5,23.5,23.5,23.5,23.5
T2261,20.39,23.5,23.5,23.5,23.5,23.5
T2262,20.39,23.5,23.5,23.5,23.5,23.5
T2263,19.24,19.9,19.9,19.9,19.9,19.9
T2264,19.24,19.9,19.9,19.9,19.9,19.9
T2265,19.24,19.9,19.9,19.9,19.9,19.9
T2266,19.24,19.9,19.9,19.9,19.9,19.9
T2267,19.24,19.9,19.9,19.9,19.9,19.9
T2268,19.24,19.9,19.9,19.9,19.9,19.9
T2269,20.39,23.5,23.5,23.5,23.5,23.5
T2270,20.39,23.5,23.5,23.5,23.5,23.5
T2271,20.39,23.5,23.5,23.5,23.5,23.5
T2272,20.39,23.5,23.5,23.5,23.5,23.5
T2273,20.39,23.5,23.5,23.5,23.5,23.5
T2274,20.39,23.5,23.5,23.5,23.5,23.5
T2275,20.39,23.5,23.5,23.5,23.5,23.5
T2276,20.39,23.5,23.5,23.5,23.5,23.5
T2277,20.39,23.5,23.5,23.5,23.5,23.5
T2278,20.39,23.5,23.5,23.5,23.5,23.5
T2279,20.39,23.5,23.5,23.5,23.5,23.5
T2280,20.39,23.5,23.5,23.5,23.5,23.5
T2281,20.39,23.5,23.5,23.5,23.5,23.5
T2282,20.39,23.5,23.5,23.5,23.5,23.5
T2283,20.39,23.5,23.5,23.5,23.5,23.5
T2284,20.39,23.5,23.5,23.5,23.5,23.5
T2285,20.39,23.5,23.5,23.5,23.5,23.5
T2286,20.39,23.5,23.5,23.5,23.5,23.5
T2287,19.24,19.9,19.9,19.9,19.9,19.9
T2288,19.24,19.9,19.9,19.9,19.9,19.9
T2289,19.24,19.9,19.9,19.9,19.9,19.9
T2290,19.24,19.9,19.9,19.9,19.9,19.9
T2291,19.24,19.9,19.9,19.9,19.9,19.9
T2292,19.24,19.9,19.9,19.9,19.9,19.9
T2293,20.39,23.5,23.5,23.5,23.5,23.5
T2294,20.39,23.5,23.5,23.5,23.5,23.5
T2295,20.39,23.5,23.5,23.5,23.5,23.5
T2296,20.39,23.5,23.5,23.5,23.5,23.5
T2297,20.39,23.5,23.5,23.5,23.5,23.5
T2298,20.39,23.5,23.5,23.5,23.5,23.5
T2299,20.39,23.5,23.5,23.5,23.5,23.5
T2300,20.39,23.5,23.5,23.5,23.5,23.5
T2301,20.39,23.5,23.5,23.5,23.5,23.5
T2302,20.39,23.5,23.5,23.5,23.5,23.5
T2303,20.39,23.5,23.5,23.5,23.5,23.5
T2304,20.39,23.5,23.5,23.5,23.5,23.5
T2305,20.39,23.5,23.5,23.5,23.5,23.5
T2306,20.39,23.5,23.5,23.5,23.5,23.5
T2307,20.39,23.5,23.5,23.5,23.5,23.5
T2308,20.39,23.5,23.5,23.5,23.5,23.5
T2309,20.39,23.5,23.5,23.5,23.5,23.5
T2310,20.39,23.5,23.5,23.5,23.5,23.5
T2311,19.24,19.9,19.9,19.9,19.9,19.9
T2312,19.24,19.9,19.9,19.9,19.9,19.9
T2313,19.24,19.9,19.9,19.9,19.9,19.9
T2314,19.24,19.9,19.9,19.9,19.9,19.9
T2315,19.24,19.9,19.9,19.9,19.9,19.9
T2316,19.24,19.9,19.9,19.9,19.9,19.9
T2317,20.39,23.5,23.5,23.5,23.5,23.5
T2318,20.39,23.5,23.5,23.5,23.5,23.5
T2319,20.39,23.5,23.5,23.5,23.5,23.5
T2320,20.39,23.5,23.5,23.5,23.5,23.5
T2321,20.39,23.5,23.5,23.5,23.5,23.5
T2322,20.39,23.5,23.5,23.5,23.5,23.5
T2323,20.39,23.5,23.5,23.5,23.5,23.5
T2324,20.39,23.5,23.5,23.5,23.5,23.5
T2325,20.39,23.5,23.5,23.5,23.5,23.5
T2326,20.39,23.5,23.5,23.5,23.5,23.5
T2327,20.39,23.5,23.5,23.5,23.5,23.5
T2328,20.39,23.5,23.5,23.5,23.5,23.5
T2329,20.39,23.5,23.5,23.5,23.5,23.5
T2330,20.39,23.5,23.5,23.5,23.5,23.5
T2331,20.39,23.5,23.5,23.5,23.5,23.5
T2332,20.39,23.5,23.5,23.5,23.5,23.5
T2333,20.39,23.5,23.5,23.5,23.5,23.5
T2334,20.39,23.5,23.5,23.5,23.5,23.5
