timestep,HOB_EL,HP_AMBIENT,HP_PROCESS,ELECTRIC_CHILLER,FREE_COOLING,HP_RECOVERY
T1618,17.9,21.0,21.0,21.0,21.0,21.0
T1619,17.9,21.0,21.0,21.0,21.0,21.0
T1620,17.9,21.0,21.0,21.0,21.0,21.0
T1621,17.9,21.0,21.0,21.0,21.0,21.0
T1622,17.9,21.0,21.0,21.0,21.0,21.0
T1623,17.9,21.0,21.0,21.0,21.0,21.0
T1624,17.9,21.0,21.0,21.0,21.0,21.0
T1625,17.9,21.0,21.0,21.0,21.0,21.0
T1626,17.9,21.0,21.0,21.0,21.0,21.0
T1627,17.9,21.0,21.0,21.0,21.0,21.0
T1628,14.5,14.7,14.7,14.7,14.7,14.7
T1629,14.5,14.7,14.7,14.7,14.7,14.7
T1630,14.5,14.7,14.7,14.7,14.7,14.7
T1631,14.5,14.7,14.7,14.7,14.7,14.7
T1632,14.5,14.7,14.7,14.7,14.7,14.7
T1633,14.5,14.7,14.7,14.7,14.7,14.7
T1634,14.5,14.7,14.7,14.7,14.7,14.7
T1635,14.5,14.7,14.7,14.7,14.7,14.7
T1636,17.9,21.0,21.0,21.0,21.0,21.0
T1637,17.9,21.0,21.0,21.0,21.0,21.0
T1638,17.9,21.0,21.0,21.0,21.0,21.0
T1639,17.9,21.0,21.0,21.0,21.0,21.0
T1640,17.9,21.0,21.0,21.0,21.0,21.0
T1641,17.9,21.0,21.0,21.0,21.0,21.0
T1642,17.9,21.0,21.0,21.0,21.0,21.0
T1643,17.9,21.0,21.0,21.0,21.0,21.0
T1644,17.9,21.0,21.0,21.0,21.0,21.0
T1645,17.9,21.0,21.0,21.0,21.0,21.0
T1646,17.9,21.0,21.0,21.0,21.0,21.0
T1647,17.9,21.0,21.0,21.0,21.0,21.0
T1648,17.9,21.0,21.0,21.0,21.0,21.0
T1649,17.9,21.0,21.0,21.0,21.0,21.0
T1650,17.9,21.0,21.0,21.0,21.0,21.0
T1651,17.9,21.0,21.0,21.0,21.0,21.0
T1652,14.5,14.7,14.7,14.7,14.7,14.7
T1653,14.5,14.7,14.7,14.7,14.7,14.7
T1654,14.5,14.7,14.7,14.7,14.7,14.7
T1655,14.5,14.7,14.7,14.7,14.7,14.7
T1656,14.5,14.7,14.7,14.7,14.7,14.7
T1657,14.5,14.7,14.7,14.7,14.7,14.7
T1658,14.5,14.7,14.7,14.7,14.7,14.7
T1659,14.5,14.7,14.7,14.7,14.7,14.7
T1660,17.9,21.0,21.0,21.0,21.0,21.0
T1661,17.9,21.0,21.0,21.0,21.0,21.0
T1662,17.9,21.0,21.0,21.0,21.0,21.0
T1663,17.9,21.0,21.0,21.0,21.0,21.0
T1664,17.9,21.0,21.0,21.0,21.0,21.0
T1665,17.9,21.0,21.0,21.0,21.0,21.0
T1666,17.9,21.0,21.0,21.0,21.0,21.0
T1667,17.9,21.0,21.0,21.0,21.0,21.0
T1668,17.9,21.0,21.0,21.0,21.0,21.0
T1669,17.9,21.0,21.0,21.0,21.0,21.0
T1670,17.9,21.0,21.0,21.0,21.0,21.0
T1671,17.9,21.0,21.0,21.0,21.0,21.0
T1672,17.9,21.0,21.0,21.0,21.0,21.0
T1673,17.9,21.0,21.0,21.0,21.0,21.0
T1674,17.9,21.0,21.0,21.0,21.0,21.0
T1675,17.9,21.0,21.0,21.0,21.0,21.0
T1676,14.5,14.7,14.7,14.7,14.7,14.7
T1677,14.5,14.7,14.7,14.7,14.7,14.7
T1678,14.5,14.7,14.7,14.7,14.7,14.7
T1679,14.5,14.7,14.7,14.7,14.7,14.7
T1680,14.5,14.7,14.7,14.7,14.7,14.7
T1681,14.5,14.7,14.7,14.7,14.7,14.7
T1682,14.5,14.7,14.7,14.7,14.7,14.7
T1683,14.5,14.7,14.7,14.7,14.7,14.7
T1684,17.9,21.0,21.0,21.0,21.0,21.0
T1685,17.9,21.0,21.0,21.0,21.0,21.0
T1686,17.9,21.0,21.0,21.0,21.0,21.0
T1687,17.9,21.0,21.0,21.0,21.0,21.0
T1688,17.9,21.0,21.0,21.0,21.0,21.0
T1689,17.9,21.0,21.0,21.0,21.0,21.0
T1690,17.9,21.0,21.0,21.0,21.0,21.0
T1691,17.9,21.0,21.0,21.0,21.0,21.0
T1692,17.9,21.0,21.0,21.0,21.0,21.0
T1693,17.9,21.0,21.0,21.0,21.0,21.0
T1694,17.9,21.0,21.0,21.0,21.0,21.0
T1695,17.9,21.0,21.0,21.0,21.0,21.0
T1696,17.9,21.0,21.0,21.0,21.0,21.0
T1697,17.9,21.0,21.0,21.0,21.0,21.0
T1698,17.9,21.0,21.0,21.0,21.0,21.0
T1699,17.9,21.0,21.0,21.0,21.0,21.0
T1700,14.5,14.7,14.7,14.7,14.7,14.7
T1701,14.5,14.7,14.7,14.7,14.7,14.7
T1702,14.5,14.7,14.7,14.7,14.7,14.7
T1703,14.5,14.7,14.7,14.7,14.7,14.7
T1704,14.5,14.7,14.7,14.7,14.7,14.7
T1705,14.5,14.7,14.7,14.7,14.7,14.7
T1706,14.5,14.7,14.7,14.7,14.7,14.7
T1707,14.5,14.7,14.7,14.7,14.7,14.7
T1708,17.9,21.0,21.0,21.0,21.0,21.0
T1709,17.9,21.0,21.0,21.0,21.0,21.0
T1710,17.9,21.0,21.0,21.0,21.0,21.0
T1711,17.9,21.0,21.0,21.0,21.0,21.0
T1712,17.9,21.0,21.0,21.0,21.0,21.0
T1713,17.9,21.0,21.0,21.0,21.0,21.0
T1714,17.9,21.0,21.0,21.0,21.0,21.0
T1715,17.9,21.0,21.0,21.0,21.0,21.0
T1716,17.9,21.0,21.0,21.0,21.0,21.0
T1717,17.9,21.0,21.0,21.0,21.0,21.0
T1718,17.9,21.0,21.0,21.0,21.0,21.0
T1719,17.9,21.0,21.0,21.0,21.0,21.0
T1720,17.9,21.0,21.0,21.0,21.0,21.0
T1721,17.9,21.0,21.0,21.0,21.0,21.0
T1722,17.9,21.0,21.0,21.0,21.0,21.0
T1723,17.9,21.0,21.0,21.0,21.0,21.0
T1724,14.5,14.7,14.7,14.7,14.7,14.7
T1725,14.5,14.7,14.7,14.7,14.7,14.7
T1726,14.5,14.7,14.7,14.7,14.7,14.7
T1727,14.5,14.7,14.7,14.7,14.7,14.7
T1728,14.5,14.7,14.7,14.7,14.7,14.7
T1729,14.5,14.7,14.7,14.7,14.7,14.7
T1730,14.5,14.7,14.7,14.7,14.7,14.7
T1731,14.5,14.7,14.7,14.7,14.7,14.7
T1732,17.9,21.0,21.0,21.0,21.0,21.0
T1733,17.9,21.0,21.0,21.0,21.0,21.0
T1734,17.9,21.0,21.0,21.0,21.0,21.0
T1735,17.9,21.0,21.0,21.0,21.0,21.0
T1736,17.9,21.0,21.0,21.0,21.0,21.0
T1737,17.9,21.0,21.0,21.0,21.0,21.0
T1738,17.9,21.0,21.0,21.0,21.0,21.0
T1739,17.9,21.0,21.0,21.0,21.0,21.0
T1740,17.9,21.0,21.0,21.0,21.0,21.0
T1741,17.9,21.0,21.0,21.0,21.0,21.0
T1742,17.9,21.0,21.0,21.0,21.0,21.0
T1743,17.9,21.0,21.0,21.0,21.0,21.0
T1744,17.9,21.0,21.0,21.0,21.0,21.0
T1745,17.9,21.0,21.0,21.0,21.0,21.0
T1746,17.9,21.0,21.0,21.0,21.0,21.0
T1747,17.9,21.0,21.0,21.0,21.0,21.0
T1748,14.5,14.7,14.7,14.7,14.7,14.7
T1749,14.5,14.7,14.7,14.7,14.7,14.7
T1750,14.5,14.7,14.7,14.7,14.7,14.7
T1751,14.5,14.7,14.7,14.7,14.7,14.7
T1752,14.5,14.7,14.7,14.7,14.7,14.7
T1753,14.5,14.7,14.7,14.7,14.7,14.7
T1754,14.5,14.7,14.7,14.7,14.7,14.7
T1755,14.5,14.7,14.7,14.7,14.7,14.7
T1756,17.9,21.0,21.0,21.0,21.0,21.0
T1757,17.9,21.0,21.0,21.0,21.0,21.0
T1758,17.9,21.0,21.0,21.0,21.0,21.0
T1759,17.9,21.0,21.0,21.0,21.0,21.0
T1760,17.9,21.0,21.0,21.0,21.0,21.0
T1761,17.9,21.0,21.0,21.0,21.0,21.0
T1762,17.9,21.0,21.0,21.0,21.0,21.0
T1763,17.9,21.0,21.0,21.0,21.0,21.0
T1764,17.9,21.0,21.0,21.0,21.0,21.0
T1765,17.9,21.0,21.0,21.0,21.0,21.0
T1766,17.9,21.0,21.0,21.0,21.0,21.0
T1767,17.9,21.0,21.0,21.0,21.0,21.0
T1768,17.9,21.0,21.0,21.0,21.0,21.0
T1769,17.9,21.0,21.0,21.0,21.0,21.0
T1770,17.9,21.0,21.0,21.0,21.0,21.0
T1771,17.9,21.0,21.0,21.0,21.0,21.0
T1772,14.5,14.7,14.7,14.7,14.7,14.7
T1773,14.5,14.7,14.7,14.7,14.7,14.7
T1774,14.5,14.7,14.7,14.7,14.7,14.7
T1775,14.5,14.7,14.7,14.7,14.7,14.7
T1776,14.5,14.7,14.7,14.7,14.7,14.7
T1777,14.5,14.7,14.7,14.7,14.7,14.7
T1778,14.5,14.7,14.7,14.7,14.7,14.7
T1779,14.5,14.7,14.7,14.7,14.7,14.7
T1780,17.9,21.0,21.0,21.0,21.0,21.0
T1781,17.9,21.0,21.0,21.0,21.0,21.0
T1782,17.9,21.0,21.0,21.0,21.0,21.0
T1783,17.9,21.0,21.0,21.0,21.0,21.0
T1784,17.9,21.0,21.0,21.0,21.0,21.0
T1785,17.9,21.0,21.0,21.0,21.0,21.0
T1786,17.9,21.0,21.0,21.0,21.0,21.0
T1787,17.9,21.0,21.0,21.0,21.0,21.0
T1788,17.9,21.0,21.0,21.0,21.0,21.0
T1789,17.9,21.0,21.0,21.0,21.0,21.0
T1790,17.9,21.0,21.0,21.0,21.0,21.0
T1791,17.9,21.0,21.0,21.0,21.0,21.0
T1792,17.9,21.0,21.0,21.0,21.0,21.0
T1793,17.9,21.0,21.0,21.0,21.0,21.0
T1794,17.9,21.0,21.0,21.0,21.0,21.0
T1795,17.9,21.0,21.0,21.0,21.0,21.0
T1796,14.5,14.7,14.7,14.7,14.7,14.7
T1797,14.5,14.7,14.7,14.7,14.7,14.7
T1798,14.5,14.7,14.7,14.7,14.7,14.7
T1799,14.5,14.7,14.7,14.7,14.7,14.7
T1800,14.5,14.7,14.7,14.7,14.7,14.7
T1801,14.5,14.7,14.7,14.7,14.7,14.7
T1802,14.5,14.7,14.7,14.7,14.7,14.7
T1803,14.5,14.7,14.7,14.7,14.7,14.7
T1804,17.9,21.0,21.0,21.0,21.0,21.0
T1805,17.9,21.0,21.0,21.0,21.0,21.0
T1806,17.9,21.0,21.0,21.0,21.0,21.0
T1807,17.9,21.0,21.0,21.0,21.0,21.0
T1808,17.9,21.0,21.0,21.0,21.0,21.0
T1809,17.9,21.0,21.0,21.0,21.0,21.0
T1810,17.9,21.0,21.0,21.0,21.0,21.0
T1811,17.9,21.0,21.0,21.0,21.0,21.0
T1812,17.9,21.0,21.0,21.0,21.0,21.0
T1813,17.9,21.0,21.0,21.0,21.0,21.0
T1814,17.9,21.0,21.0,21.0,21.0,21.0
T1815,17.9,21.0,21.0,21.0,21.0,21.0
T1816,17.9,21.0,21.0,21.0,21.0,21.0
T1817,17.9,21.0,21.0,21.0,21.0,21.0
T1818,17.9,21.0,21.0,21.0,21.0,21.0
T1819,17.9,21.0,21.0,21.0,21.0,21.0
T1820,14.5,14.7,14.7,14.7,14.7,14.7
T1821,14.5,14.7,14.7,14.7,14.7,14.7
T1822,14.5,14.7,14.7,14.7,14.7,14.7
T1823,14.5,14.7,14.7,14.7,14.7,14.7
T1824,14.5,14.7,14.7,14.7,14.7,14.7
T1825,14.5,14.7,14.7,14.7,14.7,14.7
T1826,14.5,14.7,14.7,14.7,14.7,14.7
T1827,14.5,14.7,14.7,14.7,14.7,14.7
T1828,17.9,21.0,21.0,21.0,21.0,21.0
T1829,17.9,21.0,21.0,21.0,21.0,21.0
T1830,17.9,21.0,21.0,21.0,21.0,21.0
T1831,17.9,21.0,21.0,21.0,21.0,21.0
T1832,17.9,21.0,21.0,21.0,21.0,21.0
T1833,17.9,21.0,21.0,21.0,21.0,21.0
T1834,17.9,21.0,21.0,21.0,21.0,21.0
T1835,17.9,21.0,21.0,21.0,21.0,21.0
T1836,17.9,21.0,21.0,21.0,21.0,21.0
T1837,17.9,21.0,21.0,21.0,21.0,21.0
T1838,17.9,21.0,21.0,21.0,21.0,21.0
T1839,17.9,21.0,21.0,21.0,21.0,21.0
T1840,17.9,21.0,21.0,21.0,21.0,21.0
T1841,17.9,21.0,21.0,21.0,21.0,21.0
T1842,17.9,21.0,21.0,21.0,21.0,21.0
T1843,17.9,21.0,21.0,21.0,21.0,21.0
T1844,14.5,14.7,14.7,14.7,14.7,14.7
T1845,14.5,14.7,14.7,14.7,14.7,14.7
T1846,14.5,14.7,14.7,14.7,14.7,14.7
T1847,14.5,14.7,14.7,14.7,14.7,14.7
T1848,14.5,14.7,14.7,14.7,14.7,14.7
T1849,14.5,14.7,14.7,14.7,14.7,14.7
T1850,14.5,14.7,14.7,14.7,14.7,14.7
T1851,14.5,14.7,14.7,14.7,14.7,14.7
T1852,17.9,21.0,21.0,21.0,21.0,21.0
T1853,17.9,21.0,21.0,21.0,21.0,21.0
T1854,17.9,21.0,21.0,21.0,21.0,21.0
T1855,17.9,21.0,21.0,21.0,21.0,21.0
T1856,17.9,21.0,21.0,21.0,21.0,21.0
T1857,17.9,21.0,21.0,21.0,21.0,21.0
T1858,17.9,21.0,21.0,21.0,21.0,21.0
T1859,17.9,21.0,21.0,21.0,21.0,21.0
T1860,17.9,21.0,21.0,21.0,21.0,21.0
T1861,17.9,21.0,21.0,21.0,21.0,21.0
T1862,17.9,21.0,21.0,21.0,21.0,21.0
T1863,17.9,21.0,21.0,21.0,21.0,21.0
T1864,17.9,21.0,21.0,21.0,21.0,21.0
T1865,17.9,21.0,21.0,21.0,21.0,21.0
T1866,17.9,21.0,21.0,21.0,21.0,21.0
T1867,17.9,21.0,21.0,21.0,21.0,21.0
T1868,14.5,14.7,14.7,14.7,14.7,14.7
T1869,14.5,14.7,14.7,14.7,14.7,14.7
T1870,14.5,14.7,14.7,14.7,14.7,14.7
T1871,14.5,14.7,14.7,14.7,14.7,14.7
T1872,14.5,14.7,14.7,14.7,14.7,14.7
T1873,14.5,14.7,14.7,14.7,14.7,14.7
T1874,14.5,14.7,14.7,14.7,14.7,14.7
T1875,14.5,14.7,14.7,14.7,14.7,14.7
T1876,17.9,21.0,21.0,21.0,21.0,21.0
T1877,17.9,21.0,21.0,21.0,21.0,21.0
T1878,17.9,21.0,21.0,21.0,21.0,21.0
T1879,17.9,21.0,21.0,21.0,21.0,21.0
T1880,17.9,21.0,21.0,21.0,21.0,21.0
T1881,17.9,21.0,21.0,21.0,21.0,21.0
T1882,17.9,21.0,21.0,21.0,21.0,21.0
T1883,17.9,21.0,21.0,21.0,21.0,21.0
T1884,17.9,21.0,21.0,21.0,21.0,21.0
T1885,17.9,21.0,21.0,21.0,21.0,21.0
T1886,17.9,21.0,21.0,21.0,21.0,21.0
T1887,17.9,21.0,21.0,21.0,21.0,21.0
T1888,17.9,21.0,21.0,21.0,21.0,21.0
T1889,17.9,21.0,21.0,21.0,21.0,21.0
T1890,17.9,21.0,21.0,21.0,21.0,21.0
T1891,17.9,21.0,21.0,21.0,21.0,21.0
T1892,14.5,14.7,14.7,14.7,14.7,14.7
T1893,14.5,14.7,14.7,14.7,14.7,14.7
T1894,14.5,14.7,14.7,14.7,14.7,14.7
T1895,14.5,14.7,14.7,14.7,14.7,14.7
T1896,14.5,14.7,14.7,14.7,14.7,14.7
T1897,14.5,14.7,14.7,14.7,14.7,14.7
T1898,14.5,14.7,14.7,14.7,14.7,14.7
T1899,14.5,14.7,14.7,14.7,14.7,14.7
T1900,17.9,21.0,21.0,21.0,21.0,21.0
T1901,17.9,21.0,21.0,21.0,21.0,21.0
T1902,17.9,21.0,21.0,21.0,21.0,21.0
T1903,17.9,21.0,21.0,21.0,21.0,21.0
T1904,17.9,21.0,21.0,21.0,21.0,21.0
T1905,17.9,21.0,21.0,21.0,21.0,21.0
T1906,17.9,21.0,21.0,21.0,21.0,21.0
T1907,17.9,21.0,21.0,21.0,21.0,21.0
T1908,17.9,21.0,21.0,21.0,21.0,21.0
T1909,17.9,21.0,21.0,21.0,21.0,21.0
T1910,17.9,21.0,21.0,21.0,21.0,21.0
T1911,17.9,21.0,21.0,21.0,21.0,21.0
T1912,17.9,21.0,21.0,21.0,21.0,21.0
T1913,17.9,21.0,21.0,21.0,21.0,21.0
T1914,17.9,21.0,21.0,21.0,21.0,21.0
T1915,17.9,21.0,21.0,21.0,21.0,21.0
T1916,14.5,14.7,14.7,14.7,14.7,14.7
T1917,14.5,14.7,14.7,14.7,14.7,14.7
T1918,14.5,14.7,14.7,14.7,14.7,14.7
T1919,14.5,14.7,14.7,14.7,14.7,14.7
T1920,14.5,14.7,14.7,14.7,14.7,14.7
T1921,14.5,14.7,14.7,14.7,14.7,14.7
T1922,14.5,14.7,14.7,14.7,14.7,14.7
T1923,14.5,14.7,14.7,14.7,14.7,14.7
T1924,17.9,21.0,21.0,21.0,21.0,21.0
T1925,17.9,21.0,21.0,21.0,21.0,21.0
T1926,17.9,21.0,21.0,21.0,21.0,21.0
T1927,17.9,21.0,21.0,21.0,21.0,21.0
T1928,17.9,21.0,21.0,21.0,21.0,21.0
T1929,17.9,21.0,21.0,21.0,21.0,21.0
T1930,17.9,21.0,21.0,21.0,21.0,21.0
T1931,17.9,21.0,21.0,21.0,21.0,21.0
T1932,17.9,21.0,21.0,21.0,21.0,21.0
T1933,17.9,21.0,21.0,21.0,21.0,21.0
T1934,17.9,21.0,21.0,21.0,21.0,21.0
T1935,17.9,21.0,21.0,21.0,21.0,21.0
T1936,17.9,21.0,21.0,21.0,21.0,21.0
T1937,17.9,21.0,21.0,21.0,21.0,21.0
T1938,17.9,21.0,21.0,21.0,21.0,21.0
T1939,17.9,21.0,21.0,21.0,21.0,21.0
T1940,14.5,14.7,14.7,14.7,14.7,14.7
T1941,14.5,14.7,14.7,14.7,14.7,14.7
T1942,14.5,14.7,14.7,14.7,14.7,14.7
T1943,14.5,14.7,14.7,14.7,14.7,14.7
T1944,14.5,14.7,14.7,14.7,14.7,14.7
T1945,14.5,14.7,14.7,14.7,14.7,14.7
T1946,14.5,14.7,14.7,14.7,14.7,14.7
T1947,14.5,14.7,14.7,14.7,14.7,14.7
T1948,17.9,21.0,21.0,21.0,21.0,21.0
T1949,17.9,21.0,21.0,21.0,21.0,21.0
T1950,17.9,21.0,21.0,21.0,21.0,21.0
T1951,17.9,21.0,21.0,21.0,21.0,21.0
T1952,17.9,21.0,21.0,21.0,21.0,21.0
T1953,17.9,21.0,21.0,21.0,21.0,21.0
T1954,17.9,21.0,21.0,21.0,21.0,21.0
T1955,17.9,21.0,21.0,21.0,21.0,21.0
T1956,17.9,21.0,21.0,21.0,21.0,21.0
T1957,17.9,21.0,21.0,21.0,21.0,21.0
T1958,17.9,21.0,21.0,21.0,21.0,21.0
T1959,17.9,21.0,21.0,21.0,21.0,21.0
T1960,17.9,21.0,21.0,21.0,21.0,21.0
T1961,17.9,21.0,21.0,21.0,21.0,21.0
T1962,17.9,21.0,21.0,21.0,21.0,21.0
T1963,17.9,21.0,21.0,21.0,21.0,21.0
T1964,14.5,14.7,14.7,14.7,14.7,14.7
T1965,14.5,14.7,14.7,14.7,14.7,14.7
T1966,14.5,14.7,14.7,14.7,14.7,14.7
T1967,14.5,14.7,14.7,14.7,14.7,14.7
T1968,14.5,14.7,14.7,14.7,14.7,14.7
T1969,14.5,14.7,14.7,14.7,14.7,14.7
T1970,14.5,14.7,14.7,14.7,14.7,14.7
T1971,14.5,14.7,14.7,14.7,14.7,14.7
T1972,17.9,21.0,21.0,21.0,21.0,21.0
T1973,17.9,21.0,21.0,21.0,21.0,21.0
T1974,17.9,21.0,21.0,21.0,21.0,21.0
T1975,17.9,21.0,21.0,21.0,21.0,21.0
T1976,17.9,21.0,21.0,21.0,21.0,21.0
T1977,17.9,21.0,21.0,21.0,21.0,21.0
T1978,17.9,21.0,21.0,21.0,21.0,21.0
T1979,17.9,21.0,21.0,21.0,21.0,21.0
T1980,17.9,21.0,21.0,21.0,21.0,21.0
T1981,17.9,21.0,21.0,21.0,21.0,21.0
T1982,17.9,21.0,21.0,21.0,21.0,21.0
T1983,17.9,21.0,21.0,21.0,21.0,21.0
T1984,17.9,21.0,21.0,21.0,21.0,21.0
T1985,17.9,21.0,21.0,21.0,21.0,21.0
T1986,17.9,21.0,21.0,21.0,21.0,21.0
T1987,17.9,21.0,21.0,21.0,21.0,21.0
T1988,14.5,14.7,14.7,14.7,14.7,14.7
T1989,14.5,14.7,14.7,14.7,14.7,14.7
T1990,14.5,14.7,14.7,14.7,14.7,14.7
T1991,14.5,14.7,14.7,14.7,14.7,14.7
T1992,14.5,14.7,14.7,14.7,14.7,14.7
T1993,14.5,14.7,14.7,14.7,14.7,14.7
T1994,14.5,14.7,14.7,14.7,14.7,14.7
T1995,14.5,14.7,14.7,14.7,14.7,14.7
T1996,17.9,21.0,21.0,21.0,21.0,21.0
T1997,17.9,21.0,21.0,21.0,21.0,21.0
T1998,17.9,21.0,21.0,21.0,21.0,21.0
T1999,17.9,21.0,21.0,21.0,21.0,21.0
T2000,17.9,21.0,21.0,21.0,21.0,21.0
T2001,17.9,21.0,21.0,21.0,21.0,21.0
T2002,17.9,21.0,21.0,21.0,21.0,21.0
T2003,17.9,21.0,21.0,21.0,21.0,21.0
T2004,17.9,21.0,21.0,21.0,21.0,21.0
T2005,17.9,21.0,21.0,21.0,21.0,21.0
T2006,17.9,21.0,21.0,21.0,21.0,21.0
T2007,17.9,21.0,21.0,21.0,21.0,21.0
T2008,17.9,21.0,21.0,21.0,21.0,21.0
T2009,17.9,21.0,21.0,21.0,21.0,21.0
T2010,17.9,21.0,21.0,21.0,21.0,21.0
T2011,17.9,21.0,21.0,21.0,21.0,21.0
T2012,14.5,14.7,14.7,14.7,14.7,14.7
T2013,14.5,14.7,14.7,14.7,14.7,14.7
T2014,14.5,14.7,14.7,14.7,14.7,14.7
T2015,14.5,14.7,14.7,14.7,14.7,14.7
T2016,14.5,14.7,14.7,14.7,14.7,14.7
T2017,14.5,14.7,14.7,14.7,14.7,14.7
T2018,14.5,14.7,14.7,14.7,14.7,14.7
T2019,14.5,14.7,14.7,14.7,14.7,14.7
T2020,17.9,21.0,21.0,21.0,21.0,21.0
T2021,17.9,21.0,21.0,21.0,21.0,21.0
T2022,17.9,21.0,21.0,21.0,21.0,21.0
T2023,17.9,21.0,21.0,21.0,21.0,21.0
T2024,17.9,21.0,21.0,21.0,21.0,21.0
T2025,17.9,21.0,21.0,21.0,21.0,21.0
T2026,17.9,21.0,21.0,21.0,21.0,21.0
T2027,17.9,21.0,21.0,21.0,21.0,21.0
T2028,17.9,21.0,21.0,21.0,21.0,21.0
T2029,17.9,21.0,21.0,21.0,21.0,21.0
T2030,17.9,21.0,21.0,21.0,21.0,21.0
T2031,17.9,21.0,21.0,21.0,21.0,21.0
T2032,17.9,21.0,21.0,21.0,21.0,21.0
T2033,17.9,21.0,21.0,21.0,21.0,21.0
T2034,17.9,21.0,21.0,21.0,21.0,21.0
T2035,17.9,21.0,21.0,21.0,21.0,21.0
T2036,14.5,14.7,14.7,14.7,14.7,14.7
T2037,14.5,14.7,14.7,14.7,14.7,14.7
T2038,14.5,14.7,14.7,14.7,14.7,14.7
T2039,14.5,14.7,14.7,14.7,14.7,14.7
T2040,14.5,14.7,14.7,14.7,14.7,14.7
T2041,14.5,14.7,14.7,14.7,14.7,14.7
T2042,14.5,14.7,14.7,14.7,14.7,14.7
T2043,14.5,14.7,14.7,14.7,14.7,14.7
T2044,17.9,21.0,21.0,21.0,21.0,21.0
T2045,17.9,21.0,21.0,21.0,21.0,21.0
T2046,17.9,21.0,21.0,21.0,21.0,21.0
T2047,17.9,21.0,21.0,21.0,21.0,21.0
T2048,17.9,21.0,21.0,21.0,21.0,21.0
T2049,17.9,21.0,21.0,21.0,21.0,21.0
T2050,17.9,21.0,21.0,21.0,21.0,21.0
T2051,17.9,21.0,21.0,21.0,21.0,21.0
T2052,17.9,21.0,21.0,21.0,21.0,21.0
T2053,17.9,21.0,21.0,21.0,21.0,21.0
T2054,17.9,21.0,21.0,21.0,21.0,21.0
T2055,17.9,21.0,21.0,21.0,21.0,21.0
T2056,17.9,21.0,21.0,21.0,21.0,21.0
T2057,17.9,21.0,21.0,21.0,21.0,21.0
T2058,17.9,21.0,21.0,21.0,21.0,21.0
T2059,17.9,21.0,21.0,21.0,21.0,21.0
T2060,14.5,14.7,14.7,14.7,14.7,14.7
T2061,14.5,14.7,14.7,14.7,14.7,14.7
T2062,14.5,14.7,14.7,14.7,14.7,14.7
T2063,14.5,14.7,14.7,14.7,14.7,14.7
T2064,14.5,14.7,14.7,14.7,14.7,14.7
T2065,14.5,14.7,14.7,14.7,14.7,14.7
T2066,14.5,14.7,14.7,14.7,14.7,14.7
T2067,14.5,14.7,14.7,14.7,14.7,14.7
T2068,17.9,21.0,21.0,21.0,21.0,21.0
T2069,17.9,21.0,21.0,21.0,21.0,21.0
T2070,17.9,21.0,21.0,21.0,21.0,21.0
T2071,17.9,21.0,21.0,21.0,21.0,21.0
T2072,17.9,21.0,21.0,21.0,21.0,21.0
T2073,17.9,21.0,21.0,21.0,21.0,21.0
T2074,17.9,21.0,21.0,21.0,21.0,21.0
T2075,17.9,21.0,21.0,21.0,21.0,21.0
T2076,17.9,21.0,21.0,21.0,21.0,21.0
T2077,17.9,21.0,21.0,21.0,21.0,21.0
T2078,17.9,21.0,21.0,21.0,21.0,21.0
T2079,17.9,21.0,21.0,21.0,21.0,21.0
T2080,17.9,21.0,21.0,21.0,21.0,21.0
T2081,17.9,21.0,21.0,21.0,21.0,21.0
T2082,17.9,21.0,21.0,21.0,21.0,21.0
T2083,17.9,21.0,21.0,21.0,21.0,21.0
T2084,14.5,14.7,14.7,14.7,14.7,14.7
T2085,14.5,14.7,14.7,14.7,14.7,14.7
T2086,14.5,14.7,14.7,14.7,14.7,14.7
T2087,14.5,14.7,14.7,14.7,14.7,14.7
T2088,14.5,14.7,14.7,14.7,14.7,14.7
T2089,14.5,14.7,14.7,14.7,14.7,14.7
T2090,14.5,14.7,14.7,14.7,14.7,14.7
T2091,14.5,14.7,14.7,14.7,14.7,14.7
T2092,17.9,21.0,21.0,21.0,21.0,21.0
T2093,17.9,21.0,21.0,21.0,21.0,21.0
T2094,17.9,21.0,21.0,21.0,21.0,21.0
T2095,17.9,21.0,21.0,21.0,21.0,21.0
T2096,17.9,21.0,21.0,21.0,21.0,21.0
T2097,17.9,21.0,21.0,21.0,21.0,21.0
T2098,17.9,21.0,21.0,21.0,21.0,21.0
T2099,17.9,21.0,21.0,21.0,21.0,21.0
T2100,17.9,21.0,21.0,21.0,21.0,21.0
T2101,17.9,21.0,21.0,21.0,21.0,21.0
T2102,17.9,21.0,21.0,21.0,21.0,21.0
T2103,17.9,21.0,21.0,21.0,21.0,21.0
T2104,17.9,21.0,21.0,21.0,21.0,21.0
T2105,17.9,21.0,21.0,21.0,21.0,21.0
T2106,17.9,21.0,21.0,21.0,21.0,21.0
T2107,17.9,21.0,21.0,21.0,21.0,21.0
T2108,14.5,14.7,14.7,14.7,14.7,14.7
T2109,14.5,14.7,14.7,14.7,14.7,14.7
T2110,14.5,14.7,14.7,14.7,14.7,14.7
T2111,14.5,14.7,14.7,14.7,14.7,14.7
T2112,14.5,14.7,14.7,14.7,14.7,14.7
T2113,14.5,14.7,14.7,14.7,14.7,14.7
T2114,14.5,14.7,14.7,14.7,14.7,14.7
