,AMV3,AVV1,AVV2,AMV1,AMV4,ARC,ARGO5,ARGO6,HCV7,HCV8,KKV7,KKV8,VF5,VF6,HOB_BG,HOB_EL,HOB_FO,HOB_GO,HOB_NG,HOB_WP,HOB_WW,EH,HP
T4136,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.31
T4137,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.32
T4138,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.45
T4139,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.51
T4140,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.55
T4141,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.60
T4142,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.62
T4143,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.65
T4144,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.66
T4145,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.66
T4146,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.65
T4147,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.59
T4148,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.53
T4149,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.47
T4150,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.39
T4151,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.31
T4152,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.22
T4153,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.25
T4154,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.25
T4155,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.20
T4156,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.13
T4157,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.10
T4158,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.15
T4159,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.23
T4160,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.38
T4161,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.45
T4162,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.50
T4163,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.55
T4164,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.59
T4165,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.62
T4166,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.66
T4167,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.67
T4168,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.69
T4169,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.66
T4170,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.58
T4171,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.56
T4172,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.53
T4173,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.47
T4174,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.42
T4175,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.38
T4176,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.23
T4177,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.22
T4178,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.16
T4179,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.14
T4180,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.18
T4181,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.27
T4182,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.37
T4183,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.42
T4184,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.45
T4185,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.51
T4186,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.59
T4187,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.64
T4188,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.72
T4189,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.80
T4190,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.87
T4191,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.85
T4192,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.80
T4193,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.75
T4194,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.70
T4195,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.64
T4196,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.53
T4197,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.47
T4198,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.47
T4199,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.46
T4200,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.40
T4201,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.36
T4202,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.31
T4203,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.33
T4204,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.36
T4205,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.40
T4206,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.48
T4207,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.54
T4208,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.59
T4209,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.70
T4210,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.76
T4211,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.83
T4212,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.93
T4213,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,4.01
T4214,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,4.03
T4215,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,4.07
T4216,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,4.12
T4217,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,4.12
T4218,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,4.10
T4219,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,4.04
T4220,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.92
T4221,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.80
T4222,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.69
T4223,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.61
T4224,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.53
T4225,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.49
T4226,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.47
T4227,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.48
T4228,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.48
T4229,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.50
T4230,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.57
T4231,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.63
T4232,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.71
T4233,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.80
T4234,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.89
T4235,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.94
T4236,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.94
T4237,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.99
T4238,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,4.07
T4239,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,4.13
T4240,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,4.15
T4241,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,4.14
T4242,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,4.11
T4243,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,4.05
T4244,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.94
T4245,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.82
T4246,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.72
T4247,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.63
T4248,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.53
T4249,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.50
T4250,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.50
T4251,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.48
T4252,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.48
T4253,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.51
T4254,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.56
T4255,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.56
T4256,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.61
T4257,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.68
T4258,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.70
T4259,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.79
T4260,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.92
T4261,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.82
T4262,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.77
T4263,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.84
T4264,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.83
T4265,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.84
T4266,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.84
T4267,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.79
T4268,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.69
T4269,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.63
T4270,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.58
T4271,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.57
T4272,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.57
T4273,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.55
T4274,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.54
T4275,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.54
T4276,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.53
T4277,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.54
T4278,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.59
T4279,0.34,0.34,0.36,0.92,1.13,0.99,0.80,0.99,0.89,0.89,0.90,0.90,0.99,0.99,1.03,0.99,1.03,1.03,1.03,1.01,1.01,1.00,3.64
