project,name,country,policy
SAEP2018,DEsoc,DE,socioeconomic
SAEP2018,DEtax,DE,taxation
SAEP2018,DEsup,DE,support
SAEP2018,DKsoc,DK,socioeconomic
SAEP2018,DKtax,DK,taxation
SAEP2018,DKsup,DK,support
SAEP2018,FRsoc,FR,socioeconomic
SAEP2018,FRtax,FR,taxation
SAEP2018,FRsup,FR,support
