,AMV1,AMV4,AVV1,AVV2,HCV7,HCV8,SMV1_SMV7,KKV8,ARC,ARGO5,ARGO6,VF5,VF6,HOB_electric,HOB_biogas,HOB_fueloil,HOB_gasoil,HOB_natgas,HOB_pellets,HP_air
T0143,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.76167775,68.35,58.795,74.291,79.969,41.44,37.762
T0144,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.03699126,68.35,58.795,74.291,79.969,41.44,36.037
T0145,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.38233854,68.35,58.795,74.291,79.969,41.44,36.382
T0146,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.97143295,68.35,58.795,74.291,79.969,41.44,36.971
T0147,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.81679445,68.35,58.795,74.291,79.969,41.44,36.817
T0148,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.94868809,68.35,58.795,74.291,79.969,41.44,37.949
T0149,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.39383737,68.35,58.795,74.291,79.969,41.44,38.394
T0150,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,39.75658696,68.35,58.795,74.291,79.969,41.44,39.757
T0151,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,47.5724305,68.35,58.795,74.291,79.969,41.44,47.572
T0152,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,57.90531058,68.35,58.795,74.291,79.969,41.44,57.905
T0153,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,57.24377671,68.35,58.795,74.291,79.969,41.44,57.244
T0154,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,56.2254044,68.35,58.795,74.291,79.969,41.44,56.225
T0155,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,55.60327712,68.35,58.795,74.291,79.969,41.44,55.603
T0156,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,50.75377484,68.35,58.795,74.291,79.969,41.44,50.754
T0157,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,52.942788,68.35,58.795,74.291,79.969,41.44,52.943
T0158,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.06479085,68.35,58.795,74.291,79.969,41.44,42.065
T0159,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,41.83808856,68.35,58.795,74.291,79.969,41.44,41.838
T0160,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,45.19640197,68.35,58.795,74.291,79.969,41.44,45.196
T0161,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,41.40881165,68.35,58.795,74.291,79.969,41.44,41.409
T0162,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.99694066,68.35,58.795,74.291,79.969,41.44,37.997
T0163,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.15126157,68.35,58.795,74.291,79.969,41.44,37.151
T0164,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.0320616,68.35,58.795,74.291,79.969,41.44,36.032
T0165,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.03975756,68.35,58.795,74.291,79.969,41.44,35.04
T0166,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.32734147,68.35,58.795,74.291,79.969,41.44,34.327
T0167,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,31.78391144,68.35,58.795,74.291,79.969,41.44,31.784
T0168,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,27.97027666,68.35,58.795,74.291,79.969,41.44,27.97
T0169,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,13.50942488,68.35,58.795,74.291,79.969,41.44,13.509
T0170,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,8.562072025,68.35,58.795,74.291,79.969,41.44,8.562
T0171,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,8.757619521,68.35,58.795,74.291,79.969,41.44,8.758
T0172,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,10.48888516,68.35,58.795,74.291,79.969,41.44,10.489
T0173,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,30.09833358,68.35,58.795,74.291,79.969,41.44,30.098
T0174,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.61257178,68.35,58.795,74.291,79.969,41.44,34.613
T0175,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.54289359,68.35,58.795,74.291,79.969,41.44,34.543
T0176,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.43403988,68.35,58.795,74.291,79.969,41.44,34.434
T0177,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.89879423,68.35,58.795,74.291,79.969,41.44,35.899
T0178,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.77324231,68.35,58.795,74.291,79.969,41.44,35.773
T0179,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.96439347,68.35,58.795,74.291,79.969,41.44,35.964
T0180,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.50968655,68.35,58.795,74.291,79.969,41.44,36.51
T0181,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.24586077,68.35,58.795,74.291,79.969,41.44,36.246
T0182,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.37586769,68.35,58.795,74.291,79.969,41.44,36.376
T0183,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.88385817,68.35,58.795,74.291,79.969,41.44,36.884
T0184,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.11951377,68.35,58.795,74.291,79.969,41.44,38.12
T0185,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,48.56627095,68.35,58.795,74.291,79.969,41.44,48.566
T0186,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,56.40269684,68.35,58.795,74.291,79.969,41.44,56.403
T0187,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,45.47473869,68.35,58.795,74.291,79.969,41.44,45.475
T0188,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.5937779,68.35,58.795,74.291,79.969,41.44,37.594
T0189,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.29842879,68.35,58.795,74.291,79.969,41.44,38.298
T0190,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.94393598,68.35,58.795,74.291,79.969,41.44,38.944
T0191,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.1893975,68.35,58.795,74.291,79.969,41.44,37.189
T0192,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.56903126,68.35,58.795,74.291,79.969,41.44,33.569
T0193,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.51132825,68.35,58.795,74.291,79.969,41.44,33.511
T0194,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.73706521,68.35,58.795,74.291,79.969,41.44,36.737
T0195,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,41.35857729,68.35,58.795,74.291,79.969,41.44,41.359
T0196,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,39.2751432,68.35,58.795,74.291,79.969,41.44,39.275
T0197,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.82060816,68.35,58.795,74.291,79.969,41.44,37.821
T0198,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,50.02218781,68.35,58.795,74.291,79.969,41.44,50.022
T0199,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,60.85649871,68.35,58.795,74.291,79.969,41.44,60.856
T0200,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,62.16957068,68.35,58.795,74.291,79.969,41.44,62.17
T0201,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,60.56916474,68.35,58.795,74.291,79.969,41.44,60.569
T0202,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,57.19707693,68.35,58.795,74.291,79.969,41.44,57.197
T0203,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,54.39805067,68.35,58.795,74.291,79.969,41.44,54.398
T0204,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,48.52853865,68.35,58.795,74.291,79.969,41.44,48.529
T0205,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.27661245,68.35,58.795,74.291,79.969,41.44,44.277
T0206,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.43093977,68.35,58.795,74.291,79.969,41.44,42.431
T0207,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.77963314,68.35,58.795,74.291,79.969,41.44,40.78
T0208,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.4707355,68.35,58.795,74.291,79.969,41.44,42.471
T0209,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,52.74099778,68.35,58.795,74.291,79.969,41.44,52.741
T0210,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,50.73220874,68.35,58.795,74.291,79.969,41.44,50.732
T0211,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.92421983,68.35,58.795,74.291,79.969,41.44,37.924
T0212,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.82193767,68.35,58.795,74.291,79.969,41.44,36.822
T0213,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.14071273,68.35,58.795,74.291,79.969,41.44,36.141
T0214,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.67367011,68.35,58.795,74.291,79.969,41.44,34.674
T0215,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.16026054,68.35,58.795,74.291,79.969,41.44,34.16
T0216,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.6819067,68.35,58.795,74.291,79.969,41.44,34.682
T0217,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.2143094,68.35,58.795,74.291,79.969,41.44,35.214
T0218,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.83672053,68.35,58.795,74.291,79.969,41.44,34.837
T0219,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.99774413,68.35,58.795,74.291,79.969,41.44,34.998
T0220,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.54234811,68.35,58.795,74.291,79.969,41.44,35.542
T0221,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.05746004,68.35,58.795,74.291,79.969,41.44,37.057
T0222,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.50594143,68.35,58.795,74.291,79.969,41.44,40.506
T0223,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,55.00230355,68.35,58.795,74.291,79.969,41.44,55.002
T0224,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,59.18912943,68.35,58.795,74.291,79.969,41.44,59.189
T0225,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,53.0701113,68.35,58.795,74.291,79.969,41.44,53.07
T0226,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,47.93095677,68.35,58.795,74.291,79.969,41.44,47.931
T0227,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.36474254,68.35,58.795,74.291,79.969,41.44,44.365
T0228,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.77099913,68.35,58.795,74.291,79.969,41.44,40.771
T0229,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.96379219,68.35,58.795,74.291,79.969,41.44,38.964
T0230,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,39.0855783,68.35,58.795,74.291,79.969,41.44,39.086
T0231,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.36190184,68.35,58.795,74.291,79.969,41.44,38.362
T0232,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,45.05931822,68.35,58.795,74.291,79.969,41.44,45.059
T0233,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,52.91139523,68.35,58.795,74.291,79.969,41.44,52.911
T0234,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,55.91197287,68.35,58.795,74.291,79.969,41.44,55.912
T0235,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,39.75930658,68.35,58.795,74.291,79.969,41.44,39.759
T0236,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.05846194,68.35,58.795,74.291,79.969,41.44,36.058
T0237,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.48336916,68.35,58.795,74.291,79.969,41.44,44.483
T0238,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,45.45424627,68.35,58.795,74.291,79.969,41.44,45.454
T0239,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.9340581,68.35,58.795,74.291,79.969,41.44,33.934
T0240,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,43.20552558,68.35,58.795,74.291,79.969,41.44,43.206
T0241,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.93514455,68.35,58.795,74.291,79.969,41.44,42.935
T0242,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.74050191,68.35,58.795,74.291,79.969,41.44,34.741
T0243,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.2853353,68.35,58.795,74.291,79.969,41.44,34.285
T0244,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.51636434,68.35,58.795,74.291,79.969,41.44,34.516
T0245,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.49069658,68.35,58.795,74.291,79.969,41.44,35.491
T0246,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.82271308,68.35,58.795,74.291,79.969,41.44,34.823
T0247,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.59901416,68.35,58.795,74.291,79.969,41.44,34.599
T0248,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.26789764,68.35,58.795,74.291,79.969,41.44,35.268
T0249,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.71414043,68.35,58.795,74.291,79.969,41.44,35.714
T0250,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.52644775,68.35,58.795,74.291,79.969,41.44,34.526
T0251,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.57246701,68.35,58.795,74.291,79.969,41.44,33.572
T0252,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.97259941,68.35,58.795,74.291,79.969,41.44,32.973
T0253,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.46917481,68.35,58.795,74.291,79.969,41.44,32.469
T0254,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.96281914,68.35,58.795,74.291,79.969,41.44,32.963
T0255,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.37390775,68.35,58.795,74.291,79.969,41.44,33.374
T0256,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.20213705,68.35,58.795,74.291,79.969,41.44,34.202
T0257,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.57289241,68.35,58.795,74.291,79.969,41.44,33.573
T0258,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.76312556,68.35,58.795,74.291,79.969,41.44,33.763
T0259,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.73999457,68.35,58.795,74.291,79.969,41.44,32.74
T0260,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.21526797,68.35,58.795,74.291,79.969,41.44,32.215
T0261,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,31.3908996,68.35,58.795,74.291,79.969,41.44,31.391
T0262,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.72502463,68.35,58.795,74.291,79.969,41.44,29.725
T0263,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,27.03621511,68.35,58.795,74.291,79.969,41.44,27.036
T0264,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,28.0164941,68.35,58.795,74.291,79.969,41.44,28.016
T0265,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,27.55459141,68.35,58.795,74.291,79.969,41.44,27.555
T0266,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,27.06937111,68.35,58.795,74.291,79.969,41.44,27.069
T0267,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,27.03668356,68.35,58.795,74.291,79.969,41.44,27.037
T0268,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.67502926,68.35,58.795,74.291,79.969,41.44,26.675
T0269,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,28.2206328,68.35,58.795,74.291,79.969,41.44,28.221
T0270,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.32909718,68.35,58.795,74.291,79.969,41.44,26.329
T0271,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,27.05427449,68.35,58.795,74.291,79.969,41.44,27.054
T0272,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.57957455,68.35,58.795,74.291,79.969,41.44,29.58
T0273,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,30.60948758,68.35,58.795,74.291,79.969,41.44,30.609
T0274,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,30.695866,68.35,58.795,74.291,79.969,41.44,30.696
T0275,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,31.24798097,68.35,58.795,74.291,79.969,41.44,31.248
T0276,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,31.91059701,68.35,58.795,74.291,79.969,41.44,31.911
T0277,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.72565199,68.35,58.795,74.291,79.969,41.44,33.726
T0278,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.2463794,68.35,58.795,74.291,79.969,41.44,34.246
T0279,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.82782089,68.35,58.795,74.291,79.969,41.44,32.828
T0280,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.7497077,68.35,58.795,74.291,79.969,41.44,33.75
T0281,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.90556345,68.35,58.795,74.291,79.969,41.44,33.906
T0282,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.14975336,68.35,58.795,74.291,79.969,41.44,36.15
T0283,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.33264681,68.35,58.795,74.291,79.969,41.44,35.333
T0284,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.25365439,68.35,58.795,74.291,79.969,41.44,36.254
T0285,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.84239781,68.35,58.795,74.291,79.969,41.44,38.842
T0286,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.65130102,68.35,58.795,74.291,79.969,41.44,37.651
T0287,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.06887524,68.35,58.795,74.291,79.969,41.44,37.069
T0288,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.28020101,68.35,58.795,74.291,79.969,41.44,33.28
T0289,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.00089467,68.35,58.795,74.291,79.969,41.44,33.001
T0290,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.44352498,68.35,58.795,74.291,79.969,41.44,34.444
T0291,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.24153833,68.35,58.795,74.291,79.969,41.44,35.242
T0292,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.4020527,68.35,58.795,74.291,79.969,41.44,36.402
T0293,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.49763744,68.35,58.795,74.291,79.969,41.44,36.498
T0294,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,39.75818536,68.35,58.795,74.291,79.969,41.44,39.758
