,AMV3,AVV1,AVV2,AMV1,AMV4,ARC,ARGO5,ARGO6,HCV7,HCV8,KKV7,KKV8,VF5,VF6,HOB_BG,HOB_EL,HOB_FO,HOB_GO,HOB_NG,HOB_WP,HOB_WW,EH,HP
T6359,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,33.62,29.60,47.22,22.32,34.92,12.07,0.00,33.62
T6360,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.31,29.60,47.22,22.32,34.92,12.07,0.00,32.31
T6361,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,33.17,29.60,47.22,22.32,34.92,12.07,0.00,33.17
T6362,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,33.15,29.60,47.22,22.32,34.92,12.07,0.00,33.15
T6363,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.89,29.60,47.22,22.32,34.92,12.07,0.00,32.89
T6364,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.91,29.60,47.22,22.32,34.92,12.07,0.00,44.91
T6365,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.75,29.60,47.22,22.32,34.92,12.07,0.00,32.75
T6366,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,58.55,29.60,47.22,22.32,34.92,12.07,0.00,58.55
T6367,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,63.74,29.60,47.22,22.32,34.92,12.07,0.00,63.74
T6368,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,55.44,29.60,47.22,22.32,34.92,12.07,0.00,55.44
T6369,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,43.49,29.60,47.22,22.32,34.92,12.07,0.00,43.49
T6370,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.40,29.60,47.22,22.32,34.92,12.07,0.00,34.40
T6371,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.58,29.60,47.22,22.32,34.92,12.07,0.00,32.58
T6372,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,31.02,29.60,47.22,22.32,34.92,12.07,0.00,31.02
T6373,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,31.07,29.60,47.22,22.32,34.92,12.07,0.00,31.07
T6374,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,31.25,29.60,47.22,22.32,34.92,12.07,0.00,31.25
T6375,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.16,29.60,47.22,22.32,34.92,12.07,0.00,34.16
T6376,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.70,29.60,47.22,22.32,34.92,12.07,0.00,34.70
T6377,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,58.82,29.60,47.22,22.32,34.92,12.07,0.00,58.82
T6378,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,63.93,29.60,47.22,22.32,34.92,12.07,0.00,63.93
T6379,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,49.92,29.60,47.22,22.32,34.92,12.07,0.00,49.92
T6380,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.37,29.60,47.22,22.32,34.92,12.07,0.00,32.37
T6381,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,29.28,29.60,47.22,22.32,34.92,12.07,0.00,29.28
T6382,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,22.78,29.60,47.22,22.32,34.92,12.07,0.00,22.78
T6383,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,13.23,29.60,47.22,22.32,34.92,12.07,0.00,13.23
T6384,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,10.70,29.60,47.22,22.32,34.92,12.07,0.00,10.70
T6385,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,10.42,29.60,47.22,22.32,34.92,12.07,0.00,10.42
T6386,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,10.83,29.60,47.22,22.32,34.92,12.07,0.00,10.83
T6387,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,11.60,29.60,47.22,22.32,34.92,12.07,0.00,11.60
T6388,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,11.38,29.60,47.22,22.32,34.92,12.07,0.00,11.38
T6389,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,23.23,29.60,47.22,22.32,34.92,12.07,0.00,23.23
T6390,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,25.19,29.60,47.22,22.32,34.92,12.07,0.00,25.19
T6391,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,24.71,29.60,47.22,22.32,34.92,12.07,0.00,24.71
T6392,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,24.18,29.60,47.22,22.32,34.92,12.07,0.00,24.18
T6393,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,23.49,29.60,47.22,22.32,34.92,12.07,0.00,23.49
T6394,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,23.17,29.60,47.22,22.32,34.92,12.07,0.00,23.17
T6395,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,24.25,29.60,47.22,22.32,34.92,12.07,0.00,24.25
T6396,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,22.15,29.60,47.22,22.32,34.92,12.07,0.00,22.15
T6397,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.69,29.60,47.22,22.32,34.92,12.07,0.00,16.69
T6398,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,13.95,29.60,47.22,22.32,34.92,12.07,0.00,13.95
T6399,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.29,29.60,47.22,22.32,34.92,12.07,0.00,16.29
T6400,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,24.03,29.60,47.22,22.32,34.92,12.07,0.00,24.03
T6401,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,25.50,29.60,47.22,22.32,34.92,12.07,0.00,25.50
T6402,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,56.94,29.60,47.22,22.32,34.92,12.07,0.00,56.94
T6403,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,57.86,29.60,47.22,22.32,34.92,12.07,0.00,57.86
T6404,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,27.53,29.60,47.22,22.32,34.92,12.07,0.00,27.53
T6405,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,23.66,29.60,47.22,22.32,34.92,12.07,0.00,23.66
T6406,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.12,29.60,47.22,22.32,34.92,12.07,0.00,16.12
T6407,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,11.64,29.60,47.22,22.32,34.92,12.07,0.00,11.64
T6408,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,10.35,29.60,47.22,22.32,34.92,12.07,0.00,10.35
T6409,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,10.02,29.60,47.22,22.32,34.92,12.07,0.00,10.02
T6410,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,12.36,29.60,47.22,22.32,34.92,12.07,0.00,12.36
T6411,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,17.51,29.60,47.22,22.32,34.92,12.07,0.00,17.51
T6412,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,23.02,29.60,47.22,22.32,34.92,12.07,0.00,23.02
T6413,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,46.57,29.60,47.22,22.32,34.92,12.07,0.00,46.57
T6414,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,56.92,29.60,47.22,22.32,34.92,12.07,0.00,56.92
T6415,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,61.94,29.60,47.22,22.32,34.92,12.07,0.00,61.94
T6416,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,54.07,29.60,47.22,22.32,34.92,12.07,0.00,54.07
T6417,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.57,29.60,47.22,22.32,34.92,12.07,0.00,39.57
T6418,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.67,29.60,47.22,22.32,34.92,12.07,0.00,35.67
T6419,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.98,29.60,47.22,22.32,34.92,12.07,0.00,32.98
T6420,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.61,29.60,47.22,22.32,34.92,12.07,0.00,32.61
T6421,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.92,29.60,47.22,22.32,34.92,12.07,0.00,32.92
T6422,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,26.97,29.60,47.22,22.32,34.92,12.07,0.00,26.97
T6423,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,28.00,29.60,47.22,22.32,34.92,12.07,0.00,28.00
T6424,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.82,29.60,47.22,22.32,34.92,12.07,0.00,32.82
T6425,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.31,29.60,47.22,22.32,34.92,12.07,0.00,34.31
T6426,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,49.35,29.60,47.22,22.32,34.92,12.07,0.00,49.35
T6427,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.46,29.60,47.22,22.32,34.92,12.07,0.00,44.46
T6428,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.20,29.60,47.22,22.32,34.92,12.07,0.00,39.20
T6429,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.97,29.60,47.22,22.32,34.92,12.07,0.00,16.97
T6430,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,8.52,29.60,47.22,22.32,34.92,12.07,0.00,8.52
T6431,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,7.61,29.60,47.22,22.32,34.92,12.07,0.00,7.61
T6432,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,7.89,29.60,47.22,22.32,34.92,12.07,0.00,7.89
T6433,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,8.16,29.60,47.22,22.32,34.92,12.07,0.00,8.16
