project,name,country,policy
SADR14,DEsoc,DE,socioeconomic
SADR14,DEtax,DE,taxation
SADR14,DEsup,DE,support
SADR14,DKsoc,DK,socioeconomic
SADR14,DKtax,DK,taxation
SADR14,DKsup,DK,support
SADR14,FRsoc,FR,socioeconomic
SADR14,FRtax,FR,taxation
SADR14,FRsup,FR,support
