project,name,country,policy
SADR08,DEsoc,DE,socioeconomic
SADR08,DEtax,DE,taxation
SADR08,DEsup,DE,support
SADR08,DKsoc,DK,socioeconomic
SADR08,DKtax,DK,taxation
SADR08,DKsup,DK,support
SADR08,FRsoc,FR,socioeconomic
SADR08,FRtax,FR,taxation
SADR08,FRsup,FR,support
