project,name,country,policy
SADR12,DEsoc,DE,socioeconomic
SADR12,DEtax,DE,taxation
SADR12,DEsup,DE,support
SADR12,DKsoc,DK,socioeconomic
SADR12,DKtax,DK,taxation
SADR12,DKsup,DK,support
SADR12,FRsoc,FR,socioeconomic
SADR12,FRtax,FR,taxation
SADR12,FRsup,FR,support
