project,name,country,policy
SADR06,DEsoc,DE,socioeconomic
SADR06,DEtax,DE,taxation
SADR06,DEsup,DE,support
SADR06,DKsoc,DK,socioeconomic
SADR06,DKtax,DK,taxation
SADR06,DKsup,DK,support
SADR06,FRsoc,FR,socioeconomic
SADR06,FRtax,FR,taxation
SADR06,FRsup,FR,support
