project,name,country,policy
SAEP2023,DEsoc,DE,socioeconomic
SAEP2023,DEtax,DE,taxation
SAEP2023,DEsup,DE,support
SAEP2023,DKsoc,DK,socioeconomic
SAEP2023,DKtax,DK,taxation
SAEP2023,DKsup,DK,support
SAEP2023,FRsoc,FR,socioeconomic
SAEP2023,FRtax,FR,taxation
SAEP2023,FRsup,FR,support
