project,name,country,policy
SADR20,DEsoc,DE,socioeconomic
SADR20,DEtax,DE,taxation
SADR20,DEsup,DE,support
SADR20,DKsoc,DK,socioeconomic
SADR20,DKtax,DK,taxation
SADR20,DKsup,DK,support
SADR20,FRsoc,FR,socioeconomic
SADR20,FRtax,FR,taxation
SADR20,FRsup,FR,support
