project,name,country,policy
SADR18,DEsoc,DE,socioeconomic
SADR18,DEtax,DE,taxation
SADR18,DEsup,DE,support
SADR18,DKsoc,DK,socioeconomic
SADR18,DKtax,DK,taxation
SADR18,DKsup,DK,support
SADR18,FRsoc,FR,socioeconomic
SADR18,FRtax,FR,taxation
SADR18,FRsup,FR,support
