project,name,country,policy
NEWOUTPUT,DEsoc,DE,socioeconomic
NEWOUTPUT,DEtax,DE,taxation
NEWOUTPUT,DEsup,DE,support
NEWOUTPUT,DKsoc,DK,socioeconomic
NEWOUTPUT,DKtax,DK,taxation
NEWOUTPUT,DKsup,DK,support
NEWOUTPUT,FRsoc,FR,socioeconomic
NEWOUTPUT,FRtax,FR,taxation
NEWOUTPUT,FRsup,FR,support
